avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
59,5.2e-05,7.4e-05,4.3e-05,4.1e-05,4.6e-05,4.5e-05,4.4e-05,5.3e-05,3.5e-05,5.6e-05,7.3e-05,0.000115,3.8e-05,6.1e-05,3.6e-05,4.7e-05,4.9e-05,4.8e-05,6.5e-05,5.2e-05,8e-05,7.1e-05,7.5e-05,9.2e-05,4.7e-05,4.7e-05,5.1e-05,5e-05,6.4e-05,4.5e-05,3.8e-05,4.4e-05
60,0.000153,0.000147,4.1e-05,4.3e-05,5.4e-05,4.9e-05,4.8e-05,3.8e-05,6.9e-05,4.8e-05,6.9e-05,5.2e-05,5.3e-05,4.6e-05,5.4e-05,4.9e-05,4.7e-05,5.1e-05,4.8e-05,5.4e-05,6.1e-05,4.5e-05,4.9e-05,4.8e-05,5.5e-05,5.6e-05,5.7e-05,8e-05,4.4e-05,4.7e-05,6.5e-05,6.2e-05
61,5.1e-05,7.4e-05,3.7e-05,6.4e-05,3.8e-05,4.7e-05,5.2e-05,4.1e-05,3.5e-05,3.7e-05,4.1e-05,4.1e-05,4.3e-05,3.9e-05,7.5e-05,8.1e-05,6.2e-05,5.8e-05,8e-05,4.1e-05,5.9e-05,4.5e-05,5e-05,4.8e-05,5.3e-05,4.9e-05,5.2e-05,5.2e-05,5.3e-05,9.2e-05,6.1e-05,7.5e-05
62,6.5e-05,5e-05,6.2e-05,7.9e-05,9.9e-05,0.000115,0.000114,9.7e-05,0.000112,7.2e-05,5.9e-05,3.9e-05,4e-05,6.4e-05,4.8e-05,9e-05,4.5e-05,4.1e-05,4.2e-05,4.6e-05,4.2e-05,4.9e-05,4.8e-05,4.4e-05,3.8e-05,6.1e-05,5.9e-05,4.6e-05,7.8e-05,4.8e-05,5.1e-05,5.5e-05
63,4.7e-05,4.4e-05,7.2e-05,6.5e-05,9.9e-05,6.7e-05,5e-05,5.8e-05,4e-05,4.4e-05,3.6e-05,4.9e-05,5.7e-05,5.4e-05,4e-05,6.8e-05,6.6e-05,4.2e-05,3.5e-05,4.4e-05,4.5e-05,4.8e-05,0.000179,4.6e-05,3.8e-05,4.1e-05,3.5e-05,4.6e-05,4.1e-05,4.2e-05,3.7e-05,4.2e-05
64,4.2e-05,4e-05,4.3e-05,4.4e-05,3.9e-05,4.5e-05,3.6e-05,3.9e-05,8.5e-05,3.6e-05,4.7e-05,4e-05,5.9e-05,5.5e-05,4.7e-05,4.3e-05,8.2e-05,0.000182,5.3e-05,4.8e-05,4.6e-05,5.2e-05,7.3e-05,4.6e-05,8.4e-05,0.000112,4e-05,4.4e-05,6.9e-05,5.9e-05,4.2e-05,4.8e-05
65,5e-05,6.8e-05,4.5e-05,4.8e-05,4e-05,8.2e-05,6.2e-05,3.9e-05,4e-05,4.6e-05,0.000105,6.3e-05,5.2e-05,5e-05,3.7e-05,4.1e-05,6.7e-05,5e-05,7.4e-05,4.2e-05,5.5e-05,6.2e-05,0.000113,6.3e-05,7.3e-05,4.1e-05,7.7e-05,6.7e-05,4.6e-05,4.8e-05,4.9e-05,4.9e-05
66,7.6e-05,7.2e-05,4e-05,4.1e-05,4.7e-05,4.9e-05,4.1e-05,3.7e-05,4.9e-05,5.2e-05,4.9e-05,5.9e-05,4.4e-05,4.6e-05,3.8e-05,3.5e-05,5.1e-05,5.3e-05,5.3e-05,4.8e-05,4.2e-05,4e-05,4.2e-05,4.9e-05,4.1e-05,6.9e-05,7.2e-05,0.000101,4.7e-05,4.9e-05,7.2e-05,9.4e-05
67,3.9e-05,5e-05,4.4e-05,5.1e-05,5.1e-05,4.8e-05,6.8e-05,6.2e-05,4.4e-05,4.6e-05,5.1e-05,3.5e-05,4e-05,4.9e-05,9.5e-05,6.8e-05,5.6e-05,3.9e-05,4e-05,5.3e-05,4.3e-05,5.7e-05,4.9e-05,6.9e-05,4e-05,4.8e-05,4.7e-05,4.2e-05,4.4e-05,4.2e-05,9.2e-05,7.3e-05
68,5.7e-05,4.3e-05,0.000163,5.3e-05,7.7e-05,6.1e-05,0.000106,8e-05,0.000104,6.2e-05,4.6e-05,4e-05,3.9e-05,4.9e-05,5.2e-05,0.000141,4.3e-05,4.9e-05,4.9e-05,4.3e-05,4.9e-05,4.8e-05,5.7e-05,4.7e-05,5.1e-05,6.4e-05,4.7e-05,4.1e-05,4.8e-05,6.3e-05,4.7e-05,4.4e-05
69,5.2e-05,5.8e-05,5.3e-05,5.8e-05,6.7e-05,8.6e-05,5.6e-05,6.9e-05,6e-05,5.2e-05,3.7e-05,4e-05,4.2e-05,4.3e-05,4e-05,3.6e-05,0.000106,0.000123,4.3e-05,3.9e-05,3.2e-05,4e-05,4e-05,4.6e-05,6.3e-05,7.5e-05,4.4e-05,4e-05,4.4e-05,5.5e-05,4.1e-05,3.8e-05
70,3.5e-05,3.6e-05,3.3e-05,6.2e-05,4.3e-05,2.8e-05,3.3e-05,3.5e-05,4.9e-05,3.8e-05,6.6e-05,8.1e-05,4.7e-05,5.7e-05,3.3e-05,9.6e-05,4.1e-05,5.4e-05,0.000177,5.5e-05,6.2e-05,4.9e-05,4.7e-05,6.5e-05,3.8e-05,4.2e-05,4.2e-05,4.2e-05,5.5e-05,5.3e-05,4.4e-05,5.7e-05
71,0.000111,7.6e-05,4.1e-05,4.6e-05,3.7e-05,4.2e-05,4.5e-05,3.8e-05,4e-05,5e-05,5.8e-05,5.4e-05,5.2e-05,4.5e-05,4.7e-05,4e-05,4.7e-05,5.2e-05,5e-05,4.1e-05,7.4e-05,7.7e-05,7.3e-05,7.5e-05,3.4e-05,5.5e-05,5.6e-05,5.1e-05,5.7e-05,0.000155,3.5e-05,4.2e-05
72,4.9e-05,4.4e-05,4.1e-05,4.4e-05,5.7e-05,4.7e-05,5.2e-05,3.8e-05,4.7e-05,7.1e-05,4.8e-05,4.6e-05,4e-05,4.3e-05,4.1e-05,5.8e-05,5e-05,4.6e-05,4.6e-05,5.5e-05,6e-05,5e-05,5.8e-05,4.7e-05,8e-05,4.2e-05,7e-05,4.9e-05,4.5e-05,4e-05,0.000168,0.000107
73,5.7e-05,3.6e-05,4.6e-05,4.6e-05,3.7e-05,5.2e-05,5.9e-05,5.2e-05,4.1e-05,4.2e-05,4.5e-05,0.000282,4.5e-05,6.6e-05,7.9e-05,7.5e-05,4.3e-05,5.1e-05,5.5e-05,6.2e-05,4.2e-05,4.3e-05,4.9e-05,5.8e-05,4.4e-05,4.9e-05,6.3e-05,6.4e-05,8.4e-05,5.7e-05,7.1e-05,5.8e-05
74,4.6e-05,5e-05,4.3e-05,9.7e-05,6.7e-05,8.6e-05,9.2e-05,9.9e-05,0.000189,5.4e-05,5.6e-05,5.6e-05,4.5e-05,4.3e-05,5.7e-05,7.5e-05,3.7e-05,4.6e-05,5.3e-05,3.5e-05,4.6e-05,5.5e-05,4.7e-05,4.1e-05,4.4e-05,5.2e-05,4.7e-05,4.9e-05,4.1e-05,4.4e-05,4.1e-05,3.6e-05
75,4.3e-05,5.4e-05,6.5e-05,5.5e-05,4.6e-05,5.5e-05,5e-05,5.5e-05,4.3e-05,7.5e-05,5.8e-05,4.7e-05,0.000264,4.7e-05,5.2e-05,5.2e-05,0.000147,7.9e-05,8.2e-05,9.6e-05,5.1e-05,4.4e-05,3.6e-05,5.5e-05,5.6e-05,9.8e-05,4.1e-05,0.000107,6.3e-05,4.6e-05,3.9e-05,3.7e-05
76,8.1e-05,6e-05,3.9e-05,3.5e-05,4.2e-05,4.4e-05,3.6e-05,4.2e-05,7.6e-05,0.000124,9.3e-05,7e-05,5.5e-05,6.4e-05,6e-05,4.8e-05,4.5e-05,5.2e-05,0.000134,5e-05,6e-05,6.8e-05,0.000103,8.2e-05,4.4e-05,5.3e-05,4.5e-05,0.000275,7.3e-05,5.5e-05,5.8e-05,7.7e-05
77,9.3e-05,0.000138,4.4e-05,4.2e-05,5e-05,5.6e-05,4.4e-05,6.1e-05,4.7e-05,4.4e-05,5.9e-05,4.7e-05,3.7e-05,5.9e-05,5.9e-05,3.5e-05,6.3e-05,5.4e-05,3.8e-05,5e-05,7.7e-05,8.4e-05,6.5e-05,7.9e-05,4.4e-05,7.5e-05,4.8e-05,7.4e-05,4.4e-05,4e-05,3.8e-05,4.2e-05
78,5.1e-05,4e-05,3.9e-05,5.8e-05,8.3e-05,4.9e-05,4.4e-05,4.4e-05,3.8e-05,4.9e-05,5.1e-05,4.5e-05,4.7e-05,5e-05,4e-05,4.5e-05,4.6e-05,5.1e-05,5.7e-05,5.7e-05,5.3e-05,5.4e-05,5.4e-05,5.8e-05,3.6e-05,4e-05,7.9e-05,0.000125,3.9e-05,5.2e-05,9.3e-05,0.000212
79,4.3e-05,5.4e-05,4.7e-05,4.6e-05,4.4e-05,3.9e-05,4.7e-05,5.1e-05,5.6e-05,5.1e-05,4e-05,5.5e-05,5.1e-05,6.4e-05,8.8e-05,9.6e-05,3.7e-05,5.1e-05,4.4e-05,4.5e-05,5.5e-05,5.7e-05,3.7e-05,4e-05,7.1e-05,5.6e-05,5.4e-05,5.9e-05,4.7e-05,4e-05,0.0001,9.8e-05
80,4.8e-05,4.4e-05,6e-05,6.6e-05,7.7e-05,8.7e-05,7e-05,8.1e-05,5.1e-05,4.3e-05,3.7e-05,5.3e-05,3.7e-05,4.4e-05,6.4e-05,4.2e-05,5.1e-05,4.4e-05,6.2e-05,5e-05,3.2e-05,5.4e-05,4e-05,5.1e-05,8.5e-05,6.9e-05,6.5e-05,4.7e-05,4.4e-05,3.8e-05,4.3e-05,4.6e-05
81,4.3e-05,4.5e-05,5.9e-05,5.7e-05,4.7e-05,6.9e-05,9e-05,0.000106,7.6e-05,4.7e-05,7.8e-05,9.5e-05,0.000329,6.7e-05,3.9e-05,5.6e-05,0.000182,5.4e-05,6e-05,4.9e-05,3e-05,3.2e-05,3.7e-05,3.2e-05,4.1e-05,3.8e-05,3.1e-05,3.4e-05,5.3e-05,5.2e-05,3.1e-05,3.5e-05
82,9.5e-05,0.000131,4.8e-05,5.1e-05,7.3e-05,3.7e-05,4.4e-05,4.5e-05,0.000131,6.1e-05,5.5e-05,7.1e-05,4.9e-05,5.4e-05,0.000131,4.6e-05,0.00017,5.3e-05,7e-05,5.5e-05,5.1e-05,8e-05,9.7e-05,5.1e-05,4e-05,4.4e-05,4e-05,4.7e-05,6.3e-05,6.7e-05,4.3e-05,4.1e-05
83,6e-05,6.4e-05,4.9e-05,4e-05,4.2e-05,4.7e-05,5.4e-05,3.8e-05,4.3e-05,4.9e-05,4.4e-05,5.5e-05,3.8e-05,3.5e-05,5.8e-05,4.7e-05,4.4e-05,6.1e-05,4.8e-05,4.5e-05,8.3e-05,0.000125,8e-05,9.4e-05,4.2e-05,4.9e-05,6.2e-05,4.3e-05,4.5e-05,4.4e-05,4.2e-05,5.3e-05
84,6e-05,7.4e-05,5.8e-05,4.3e-05,5.1e-05,5.4e-05,4.7e-05,4.5e-05,4.2e-05,6.7e-05,3.9e-05,3.4e-05,5.4e-05,7.2e-05,4.4e-05,4.3e-05,3.7e-05,4.6e-05,5e-05,4.8e-05,5.2e-05,5.9e-05,3.7e-05,4.4e-05,5.2e-05,4.9e-05,0.000118,0.000599,4e-05,5e-05,8.7e-05,0.000332
85,5.4e-05,5.6e-05,4.3e-05,3.9e-05,7.7e-05,5.2e-05,4.8e-05,6e-05,3.5e-05,5.1e-05,4.8e-05,4.6e-05,4.4e-05,5.2e-05,5.3e-05,5.2e-05,3.8e-05,6.1e-05,5.5e-05,4.8e-05,5.3e-05,7.5e-05,5.9e-05,7.1e-05,6e-05,9.8e-05,8e-05,6.8e-05,4.2e-05,4.2e-05,9.2e-05,0.000108
86,5.3e-05,5e-05,5.8e-05,6.9e-05,0.000101,5.5e-05,5.4e-05,6.4e-05,6.4e-05,6.1e-05,4.9e-05,4.4e-05,4.4e-05,5.1e-05,7e-05,5.6e-05,4.8e-05,6.7e-05,9.1e-05,6.3e-05,4.9e-05,4.3e-05,4.5e-05,6.3e-05,6.1e-05,6.7e-05,3.6e-05,4e-05,3.8e-05,3.7e-05,4.3e-05,4.5e-05
87,6.7e-05,6.6e-05,4.8e-05,4.6e-05,4.9e-05,7e-05,6.5e-05,7.5e-05,0.000227,6.4e-05,5.8e-05,6.8e-05,5.8e-05,5.8e-05,4e-05,5.9e-05,5.7e-05,4.4e-05,6.7e-05,6.3e-05,4.3e-05,3.7e-05,4.7e-05,4.7e-05,7.1e-05,4.7e-05,6.5e-05,4.9e-05,5.6e-05,6.2e-05,4.2e-05,8e-05
88,5.2e-05,5.8e-05,4e-05,3.4e-05,5.7e-05,5.3e-05,4.7e-05,4.7e-05,3.3e-05,4.6e-05,3.5e-05,3.7e-05,6.8e-05,5.5e-05,4.3e-05,3.8e-05,7.6e-05,3.9e-05,6.6e-05,5.5e-05,4.4e-05,3.3e-05,4.8e-05,3.9e-05,4e-05,4.1e-05,3.7e-05,3.7e-05,8.2e-05,8.3e-05,5.3e-05,5.4e-05
89,4.2e-05,5.6e-05,4.1e-05,4.4e-05,4.3e-05,5.9e-05,3.9e-05,4.7e-05,3.6e-05,5.9e-05,4.8e-05,3.9e-05,5.5e-05,4.1e-05,4e-05,3.8e-05,5e-05,9.4e-05,9e-05,5.4e-05,9e-05,0.000109,9.3e-05,7e-05,4.9e-05,3.9e-05,4.8e-05,7.7e-05,5.2e-05,4.6e-05,3.5e-05,4.5e-05
90,6.7e-05,4.1e-05,6.3e-05,6.5e-05,4.9e-05,5.5e-05,5.1e-05,6.2e-05,8.5e-05,5e-05,6e-05,6.5e-05,4.9e-05,6.8e-05,4.7e-05,4.9e-05,4.2e-05,4.5e-05,5.4e-05,5.4e-05,6.3e-05,8.8e-05,5.7e-05,5e-05,5.7e-05,4.8e-05,6.7e-05,6.7e-05,5.3e-05,0.000316,0.000115,7e-05
91,4.5e-05,4.1e-05,4.4e-05,5.3e-05,3.9e-05,4.2e-05,4.4e-05,4.6e-05,4.7e-05,5.4e-05,3.9e-05,4.9e-05,4.5e-05,5.5e-05,8.8e-05,5.3e-05,6e-05,4e-05,5.3e-05,4.8e-05,4.5e-05,3.9e-05,4.5e-05,5.8e-05,0.000103,0.000158,6.3e-05,0.000414,0.000108,6e-05,8.1e-05,8.3e-05
92,6.1e-05,5.7e-05,6.6e-05,7.1e-05,6.3e-05,8.5e-05,6.8e-05,6.5e-05,6.3e-05,0.000105,0.00014,6.8e-05,4.8e-05,5.5e-05,5.3e-05,5.6e-05,6.1e-05,5.8e-05,4.6e-05,4.2e-05,4.9e-05,4.8e-05,4.9e-05,5.9e-05,5.5e-05,4e-05,4.5e-05,5.5e-05,4.8e-05,4.9e-05,5.3e-05,6.6e-05
93,6e-05,5e-05,8.5e-05,6.5e-05,6.2e-05,8.2e-05,6.1e-05,6.5e-05,7e-05,7e-05,3.7e-05,5e-05,5.4e-05,6.1e-05,3.7e-05,6.8e-05,8.6e-05,6.7e-05,4.9e-05,0.000176,4.1e-05,4.5e-05,4.8e-05,4.3e-05,4.9e-05,3.5e-05,6e-05,4.4e-05,6.2e-05,7.5e-05,4.2e-05,0.000127
94,4.1e-05,4.1e-05,4.6e-05,5.8e-05,4.2e-05,4.7e-05,3.8e-05,4.9e-05,5.5e-05,5.6e-05,5.4e-05,6.3e-05,7.4e-05,7.6e-05,4e-05,6.3e-05,5.3e-05,4.1e-05,7.1e-05,6.6e-05,4.1e-05,5.2e-05,8.9e-05,8.2e-05,7.5e-05,5.9e-05,4.7e-05,4.5e-05,6.4e-05,9.1e-05,4e-05,5.2e-05
95,4.4e-05,4.8e-05,3.9e-05,4.4e-05,5.9e-05,5e-05,3.6e-05,4.3e-05,6.3e-05,4.4e-05,4.4e-05,5.9e-05,4.5e-05,5.5e-05,4.1e-05,4.8e-05,0.000122,4.1e-05,3.8e-05,4.7e-05,0.000105,0.000159,8.4e-05,7.7e-05,4.3e-05,5.2e-05,4.8e-05,4.5e-05,3.5e-05,6.6e-05,5.7e-05,5e-05
96,4.4e-05,4.4e-05,4.1e-05,3.9e-05,5.1e-05,4.1e-05,4.2e-05,7.7e-05,4.6e-05,4.3e-05,3.8e-05,4.3e-05,4.8e-05,6.4e-05,4.6e-05,4.8e-05,3.7e-05,4e-05,4.3e-05,6.4e-05,8.1e-05,8.8e-05,5.3e-05,4.7e-05,0.000133,0.000137,7.1e-05,6.1e-05,4.5e-05,3.6e-05,4.9e-05,5.3e-05
97,5.5e-05,0.000211,4.8e-05,4e-05,4e-05,4.7e-05,4.2e-05,7e-05,3.7e-05,4.9e-05,7.5e-05,6.3e-05,5.3e-05,5.4e-05,0.000104,7.6e-05,6.4e-05,4.1e-05,4.7e-05,3.7e-05,4.3e-05,4e-05,4.2e-05,5e-05,6.6e-05,7.1e-05,0.000138,7e-05,0.000172,4.9e-05,8.5e-05,0.000129
98,8.3e-05,7e-05,6.7e-05,7.4e-05,7.3e-05,0.000203,5.5e-05,6.2e-05,6.9e-05,8.1e-05,5.4e-05,4.9e-05,5e-05,4.3e-05,4.5e-05,5e-05,7.7e-05,6.1e-05,4.1e-05,4.2e-05,3.8e-05,4.3e-05,5e-05,7e-05,3.9e-05,4.9e-05,4.6e-05,5.3e-05,5.6e-05,4.2e-05,4.8e-05,4.6e-05
99,5.2e-05,6e-05,4.8e-05,5.3e-05,7.9e-05,8.5e-05,6.7e-05,8.1e-05,4.1e-05,7.1e-05,4e-05,3.8e-05,6.5e-05,5.3e-05,0.00017,3.2e-05,6.9e-05,6.1e-05,6.2e-05,5.8e-05,4.7e-05,4.5e-05,4.3e-05,5.5e-05,5.5e-05,5e-05,5.1e-05,4.4e-05,8.9e-05,5.6e-05,5.9e-05,4.8e-05
100,4.8e-05,6.4e-05,5.1e-05,4.1e-05,4.9e-05,5.3e-05,4.1e-05,5.1e-05,4.2e-05,4.4e-05,4.4e-05,3.9e-05,0.000102,8.8e-05,4.4e-05,4.8e-05,4.3e-05,4.5e-05,7.1e-05,6.9e-05,4.1e-05,3.6e-05,0.000295,7.7e-05,5.9e-05,5.5e-05,4.4e-05,5.2e-05,6.3e-05,5.7e-05,4.9e-05,3.9e-05
101,5e-05,4.6e-05,4.4e-05,5.4e-05,3.7e-05,4.9e-05,4.1e-05,4.5e-05,0.00012,5.3e-05,5.6e-05,3.2e-05,3.6e-05,4.4e-05,4.8e-05,3.8e-05,5.8e-05,5.1e-05,6.3e-05,4.9e-05,7.6e-05,0.000219,6.8e-05,9.2e-05,6.3e-05,6.8e-05,4e-05,4.4e-05,6.1e-05,6.4e-05,4.3e-05,4.8e-05
102,4.1e-05,5.1e-05,4.2e-05,3.9e-05,4.5e-05,6e-05,3.7e-05,3.9e-05,6.1e-05,5.6e-05,4.9e-05,4.6e-05,5.4e-05,5.2e-05,5.9e-05,5.3e-05,5.1e-05,6.2e-05,4.1e-05,5e-05,5.4e-05,5.4e-05,5.2e-05,4e-05,9.9e-05,0.0001,7.2e-05,0.000112,5.5e-05,4.4e-05,6.4e-05,8.6e-05
103,8.9e-05,8.4e-05,3.8e-05,4.5e-05,3.7e-05,3.4e-05,4.3e-05,4.5e-05,5.4e-05,8.8e-05,6.7e-05,5.8e-05,5.1e-05,5e-05,7.3e-05,0.000113,5.3e-05,4.6e-05,4.6e-05,5.5e-05,4.4e-05,5.3e-05,5.2e-05,5.8e-05,5.7e-05,5.2e-05,9.5e-05,7.1e-05,5.5e-05,5.4e-05,6.1e-05,6.7e-05
104,6.4e-05,7.9e-05,0.000153,7.7e-05,9.8e-05,0.000132,9.7e-05,8.6e-05,5.9e-05,4.1e-05,8.9e-05,6.1e-05,3.8e-05,4.7e-05,5.6e-05,3.4e-05,6.1e-05,5.5e-05,4.8e-05,9.4e-05,4.5e-05,3.8e-05,4.4e-05,4.7e-05,4.5e-05,4.6e-05,4e-05,4.3e-05,4.8e-05,0.000114,4.2e-05,4.2e-05
105,4.3e-05,3.7e-05,5.8e-05,5.3e-05,5.2e-05,5.9e-05,9.7e-05,5.4e-05,4e-05,5.3e-05,4.7e-05,4.3e-05,6e-05,0.000315,4.6e-05,3e-05,6.7e-05,6.4e-05,8.5e-05,6.3e-05,4.5e-05,0.000184,3.6e-05,4.2e-05,4.7e-05,6.4e-05,4.8e-05,4.9e-05,5.9e-05,7.2e-05,3.9e-05,5.7e-05
106,4.2e-05,3.9e-05,5e-05,3.5e-05,5.8e-05,4.6e-05,5.4e-05,4.6e-05,5.7e-05,6.1e-05,4e-05,5.3e-05,6.9e-05,7.2e-05,4.7e-05,6.1e-05,5.4e-05,6.4e-05,7.3e-05,7.9e-05,4.3e-05,4.4e-05,6.2e-05,5.8e-05,9.4e-05,6e-05,8.3e-05,4.1e-05,5e-05,4.8e-05,6e-05,4.2e-05
107,4.6e-05,4.7e-05,5.9e-05,4.6e-05,4.9e-05,4.9e-05,4.5e-05,5.9e-05,6e-05,4.5e-05,4.8e-05,6e-05,6.2e-05,4.6e-05,4.8e-05,4.2e-05,4.6e-05,4.6e-05,3.6e-05,3.5e-05,8.1e-05,9.2e-05,7e-05,0.000102,9.9e-05,7.3e-05,4.5e-05,4.2e-05,4.2e-05,4.8e-05,4e-05,3.8e-05
108,6.8e-05,4.8e-05,6.1e-05,4.7e-05,4.6e-05,5e-05,4.7e-05,5e-05,4.6e-05,4.7e-05,5.5e-05,4.5e-05,4.2e-05,4.1e-05,6.7e-05,8.7e-05,6.4e-05,4.9e-05,4.8e-05,4.4e-05,7.6e-05,0.00051,0.00015,6.9e-05,5.2e-05,6.5e-05,8.3e-05,7.5e-05,4.1e-05,4.2e-05,9.5e-05,7.5e-05
109,5.1e-05,4e-05,8.8e-05,4.2e-05,4.3e-05,4.8e-05,3.8e-05,4.3e-05,0.00011,0.000177,0.0001,6.1e-05,5.7e-05,5e-05,0.000271,0.000181,4.3e-05,4.9e-05,5.1e-05,4.5e-05,4.2e-05,5.8e-05,4.1e-05,4.9e-05,4.4e-05,6.1e-05,5.6e-05,6.4e-05,5.2e-05,4.3e-05,6.5e-05,6.8e-05
110,3.9e-05,4.8e-05,9.3e-05,8.8e-05,6.6e-05,5.6e-05,0.000102,0.000175,4.8e-05,3.7e-05,4.7e-05,5.3e-05,4.5e-05,3.7e-05,3.9e-05,0.000126,4.3e-05,5.1e-05,5.3e-05,6e-05,5e-05,7.1e-05,3.2e-05,4.4e-05,5.2e-05,4.2e-05,4.4e-05,5.3e-05,4.9e-05,4.8e-05,5.2e-05,4.3e-05
111,4.9e-05,6.3e-05,5.7e-05,6e-05,7.4e-05,6.5e-05,6.4e-05,6.5e-05,4.8e-05,3.7e-05,4.7e-05,5.7e-05,9.1e-05,7.1e-05,3.7e-05,3.9e-05,7.2e-05,6.1e-05,4.9e-05,4.3e-05,4.5e-05,3.9e-05,3.6e-05,3.3e-05,5.9e-05,3.9e-05,4e-05,3.7e-05,0.000106,0.00011,3.7e-05,4.8e-05
112,5.7e-05,4.4e-05,6.1e-05,5.1e-05,8.4e-05,4.5e-05,4.6e-05,4.2e-05,4e-05,4.6e-05,4.9e-05,5.2e-05,5.4e-05,4.9e-05,3.9e-05,5e-05,5.1e-05,4.9e-05,6.7e-05,6.5e-05,5.3e-05,5.8e-05,4.3e-05,5.8e-05,7.5e-05,6.6e-05,4.4e-05,4.9e-05,6e-05,6.5e-05,5.6e-05,4.9e-05
113,0.00016,0.000141,4.5e-05,5.8e-05,3.9e-05,5.7e-05,0.000162,0.000294,3.7e-05,5.9e-05,3.9e-05,5.1e-05,4.5e-05,4.3e-05,4e-05,5.8e-05,4.5e-05,3.9e-05,4.4e-05,5.5e-05,6.8e-05,7.1e-05,6.3e-05,6.9e-05,6.8e-05,6.7e-05,4.1e-05,4.4e-05,5e-05,4.2e-05,5.8e-05,4.9e-05
114,5.5e-05,8.5e-05,4.2e-05,4.9e-05,5.5e-05,4.3e-05,5e-05,6e-05,4.4e-05,3.5e-05,4.7e-05,3.2e-05,4.3e-05,4.5e-05,8.5e-05,6.9e-05,4.8e-05,4.3e-05,5.5e-05,4.4e-05,6.9e-05,6.8e-05,5.7e-05,5.6e-05,5.5e-05,6.4e-05,8.6e-05,7.3e-05,5.9e-05,4.5e-05,6.4e-05,7.6e-05
115,4.8e-05,4.4e-05,5.1e-05,6.8e-05,4.1e-05,4.3e-05,5.9e-05,4.2e-05,6e-05,6e-05,0.000102,6.5e-05,6.5e-05,5.3e-05,5.7e-05,5.2e-05,4.9e-05,4.5e-05,4.3e-05,3.7e-05,3.8e-05,3.8e-05,4.9e-05,4.1e-05,4.7e-05,5.6e-05,7.3e-05,0.0001,4.5e-05,4.2e-05,4.4e-05,4.5e-05
116,5.2e-05,4.2e-05,5.3e-05,6.6e-05,7.7e-05,8.1e-05,5.9e-05,7.2e-05,4.1e-05,4.6e-05,5.3e-05,4.4e-05,4.9e-05,3.6e-05,5e-05,3.8e-05,6.3e-05,4.6e-05,4.2e-05,3.7e-05,4.1e-05,4e-05,5.7e-05,5.2e-05,3.1e-05,3.4e-05,3.2e-05,2.8e-05,3.5e-05,3.1e-05,3.6e-05,3.5e-05
117,7.9e-05,5.5e-05,9.5e-05,7.2e-05,0.00011,0.000112,8.7e-05,0.0001,3e-05,4.6e-05,5.8e-05,0.000255,5.1e-05,8.6e-05,3.3e-05,4e-05,5.2e-05,5.2e-05,4.2e-05,4.7e-05,4e-05,7.4e-05,4.2e-05,0.0001,4.2e-05,4.1e-05,4.1e-05,5.2e-05,5.4e-05,3.9e-05,5.4e-05,4.4e-05
118,3.9e-05,3.7e-05,4e-05,5.2e-05,5.9e-05,7e-05,4.3e-05,3.3e-05,4.6e-05,4.1e-05,4e-05,4.6e-05,6e-05,6.6e-05,3.7e-05,4.3e-05,5.6e-05,6e-05,5.9e-05,6.3e-05,5.1e-05,4.9e-05,4.1e-05,5.4e-05,8.6e-05,0.000144,4.9e-05,4.6e-05,9.9e-05,0.000134,4.3e-05,4.3e-05
119,0.000121,6.5e-05,7.2e-05,6.8e-05,5e-05,4.9e-05,4.2e-05,5.5e-05,4.4e-05,4.3e-05,4e-05,5.4e-05,4.4e-05,4.6e-05,5.4e-05,4.6e-05,4e-05,3.8e-05,5.7e-05,3.8e-05,8.5e-05,7.8e-05,7.6e-05,6.1e-05,5.2e-05,8e-05,4.3e-05,7e-05,4.5e-05,3.9e-05,5.3e-05,3.7e-05
