apply_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,0.028665,0.034411,0.042786,0.040367,0.023773,0.021255,0.033199,0.029362,0.031194,0.021996,0.019493,0.013841,0.04401,0.038389,0.007263,0.036454,0.100761,0.070704,0.009625,0.013543,0.014764,0.035734,0.027444,0.011863,0.054288,0.030583,0.035078,0.031561,0.042596,0.074511,0.061462,0.017321
1,0.195661,0.214443,0.264358,0.25522,0.256873,0.358008,0.340346,0.399184,0.075496,0.007944,0.142625,0.031812,0.086722,0.184718,0.014705,0.012684,0.252669,0.134356,0.033223,0.049074,0.048041,0.0777,0.075233,0.054358,0.244409,0.341513,0.058754,0.270377,0.303599,0.114614,0.130412,0.025868
2,0.057966,0.092113,0.40709,0.445033,0.469014,0.60872,0.146454,0.251211,0.033684,0.036995,0.148341,0.076408,0.023696,0.034206,0.107742,0.032431,0.321165,0.143145,0.027395,0.049137,0.028365,0.083702,0.046065,0.040645,0.697081,0.71252,0.485079,1.002514,0.700438,0.493364,0.520064,0.380038
3,0.622222,0.683596,0.873463,0.848699,0.701937,0.788495,0.397046,0.547478,0.386924,0.360269,0.457898,0.468377,0.302834,0.356463,0.414007,0.314533,0.654387,0.423335,0.355817,0.368431,0.300365,0.464337,0.317954,0.354293,0.856135,0.866998,0.69921,1.091935,1.078438,0.910896,0.817899,0.771335
4,0.945399,1.049671,1.110042,1.05511,1.121451,1.193473,0.935925,1.140743,0.748166,0.653563,0.793715,0.780776,0.603844,0.747419,0.973847,0.878029,0.913542,0.651438,0.737579,0.739761,0.611506,0.759414,0.630331,0.720391,1.144575,1.21296,0.884728,1.187886,1.550456,1.425012,1.264821,1.247772
5,0.974381,1.183508,1.467997,1.415749,1.195228,1.344624,1.098251,1.386795,1.065858,0.93849,1.526584,1.468636,0.878769,1.027833,1.638469,1.41003,1.331781,0.906727,0.804757,0.841561,0.633217,0.80577,0.773067,0.901323,1.608515,1.749013,0.833903,1.22939,2.046846,1.94459,1.764399,1.787911
6,0.832191,1.078533,1.49663,1.46104,1.35827,1.531207,0.943378,1.334681,0.906712,0.856382,1.587173,1.50276,1.375086,1.595959,1.648138,1.344494,1.790378,1.275729,1.154126,1.212853,0.714403,0.880899,1.41464,1.439746,1.47809,1.671883,0.702811,1.109687,2.247828,2.113048,1.864311,1.906811
7,0.81249,1.098953,1.783902,1.748081,1.481749,1.815817,0.749013,1.23574,0.715533,0.70402,1.461677,1.378628,1.528558,1.87017,1.753167,1.257763,1.823536,1.127853,1.093428,1.101671,1.270645,1.443326,1.749868,1.873797,1.919343,2.233061,0.998598,1.49801,2.411361,2.250608,1.954735,1.990877
8,1.30839,1.693158,2.197059,2.026312,1.360728,1.709588,0.677157,1.181841,0.652949,0.674678,1.564368,1.473459,1.655259,1.978262,1.821465,1.343578,1.740922,1.025378,1.188487,1.225632,1.450294,1.630583,1.790083,1.891674,2.080373,2.476493,1.095465,1.605154,2.99928,2.830375,2.38072,2.401184
9,1.203781,1.605438,2.170108,2.073865,1.837759,2.218903,0.935082,1.460828,0.629848,0.598401,1.569978,1.465996,1.55577,2.003235,2.311816,1.690797,1.803221,1.094831,1.270197,1.241606,1.341518,1.55321,1.849452,2.007258,2.04575,2.483882,1.04353,1.529302,2.860428,2.698481,2.609219,2.637565
10,0.770026,1.404803,2.247215,2.08469,2.085664,2.466915,1.420512,2.033157,0.828094,0.738966,1.999979,1.972071,1.403881,1.868225,2.501202,2.011496,1.893932,1.0495,1.197203,1.062735,1.333429,1.527966,1.809113,2.004806,1.895525,2.318707,0.841427,1.515008,2.699603,2.491781,2.57176,2.599426
11,0.591578,1.192846,2.057074,1.869345,1.791269,2.336857,1.096814,1.858402,0.864085,0.776817,1.766628,1.663764,1.786923,2.580307,2.285693,1.565607,2.29037,1.190805,1.313791,1.263634,1.249402,1.398156,1.53913,1.862108,1.542145,2.170002,0.559967,1.198928,2.768892,2.485398,2.565771,2.60117
12,0.531705,1.100817,1.897941,1.688644,1.509174,2.051291,0.955504,1.686169,0.748576,0.684063,1.594567,1.446854,1.767617,2.475991,2.103749,1.403735,2.147162,1.00795,1.404848,1.412175,1.493345,1.683665,1.903293,2.173229,1.990673,2.665051,0.520874,1.156739,2.948713,2.567997,2.431624,2.422984
13,0.116188,0.9126,1.942963,1.578148,1.206866,1.817845,0.565351,1.40124,0.330862,0.294218,1.418711,1.270596,1.546823,2.246441,1.890423,1.235432,1.952627,0.816095,1.145813,1.166214,1.20405,1.517673,1.703157,1.989396,2.108125,2.80847,0.526307,1.423121,2.954712,2.83706,2.772814,2.742975
14,0.479412,1.023029,2.17275,1.8877,0.978591,1.853038,0.189855,1.117105,0.144489,0.127461,1.14389,0.948103,1.31019,2.273398,1.905087,0.986208,1.994744,0.461812,0.776608,0.807388,0.887891,1.262764,1.532573,1.90515,1.975233,2.764652,0.316961,1.195019,2.868186,2.761946,2.900125,2.896046
15,0.359063,0.972409,1.765676,1.423982,1.037192,1.867605,0.325834,1.384807,0.088538,0.051784,1.227428,0.914558,0.965466,1.88151,1.901301,1.256207,1.626471,0.258064,0.647679,0.582442,0.722492,0.995973,1.273812,1.566308,1.510859,2.411901,0.088179,1.013452,2.656176,2.344129,2.587773,2.660928
16,0.123018,0.762128,1.664821,1.25011,0.669786,1.742923,0.209512,1.424222,0.18747,0.178894,1.303989,1.140941,0.913512,1.881538,1.725581,0.879836,1.744952,0.285588,0.620786,0.359128,0.420244,0.743312,1.001102,1.384118,1.299621,2.268708,0.075112,0.723388,2.315,2.063738,2.393039,2.472574
17,0.111648,0.71926,1.46101,1.093107,0.626401,1.642689,0.238743,1.344792,0.207039,0.230448,1.172411,0.995969,1.205338,2.171644,1.582101,0.770186,1.718319,0.392275,0.772876,0.602041,0.763067,1.091536,1.135707,1.425103,1.185463,2.183367,0.146453,0.659692,2.332002,1.934843,2.327202,2.414884
18,0.016235,0.361807,1.367269,0.834038,0.272205,1.435643,0.040377,1.174474,0.044447,0.062759,0.985924,0.701464,1.016763,1.95868,1.393324,0.51535,1.471771,0.130509,0.583645,0.351559,0.950995,1.236656,1.326004,1.62578,1.327633,2.22583,0.179669,0.500684,2.339229,2.166212,2.02718,2.081988
19,0.157342,0.150988,1.384383,0.920991,0.048302,1.019498,0.062191,0.731715,0.049669,0.056922,0.484619,0.167837,0.548523,1.871449,1.186135,0.126757,1.249727,0.058779,0.124714,0.056102,0.516602,0.911496,0.979868,1.470643,0.967875,2.328339,0.152392,0.424799,2.271405,2.173395,2.313379,2.424259
20,0.209435,0.289479,1.120412,0.729041,0.348381,1.032898,0.060827,0.500708,0.030821,0.032507,0.374521,0.038045,0.317135,1.520696,1.261363,0.245927,1.019546,0.033322,0.039544,0.029811,0.306086,0.68161,0.713132,1.107328,0.571301,2.065274,0.037888,0.264174,2.079281,1.871883,2.067498,2.303858
21,0.102038,0.094285,0.806474,0.236361,0.186934,0.941517,0.131892,0.426843,0.177361,0.183019,0.261025,0.411526,0.08056,1.184991,0.931285,0.096697,0.718135,0.04795,0.060631,0.033743,0.103407,0.328514,0.327297,0.792643,0.174107,1.720343,0.099117,0.101708,1.816234,1.493145,1.740329,1.963272
22,0.219533,0.194902,0.665148,0.249817,0.259298,0.792877,0.242119,0.426481,0.369798,0.446457,0.210147,0.512366,0.55368,1.257385,0.705877,0.215174,0.832278,0.583656,0.528897,0.438962,0.172743,0.191101,0.189045,0.512701,0.212784,1.578059,0.234169,0.272937,1.738132,1.301863,1.586802,1.916003
23,0.180272,0.198494,0.647989,0.196357,0.231916,0.880454,0.222176,0.494002,0.41479,0.520919,0.228581,0.614379,0.735065,1.525463,0.768679,0.213476,0.923762,0.578492,0.659457,0.67962,0.463773,0.483435,0.625227,0.872691,0.148037,1.482279,0.196188,0.255204,1.90048,1.680999,1.458401,1.742496
24,0.067037,0.090003,0.787483,0.121688,0.08942,0.660874,0.094887,0.256208,0.275304,0.313425,0.098921,0.396711,0.531882,1.58669,0.566891,0.117046,0.8092,0.401014,0.496784,0.574695,0.54662,0.596101,0.687391,1.068981,0.281048,1.815613,0.114389,0.124507,1.762449,1.626278,1.483226,1.794293
25,0.287467,0.30173,0.431074,0.317309,0.043143,0.189742,0.052255,0.064406,0.051128,0.036808,0.053413,0.031718,0.067611,1.388038,0.14207,0.025538,0.482614,0.056835,0.071942,0.20107,0.162432,0.240076,0.280697,0.784018,0.062236,1.808926,0.080008,0.134993,1.523028,1.359326,1.697734,1.92812
26,0.177111,0.205647,0.170036,0.087584,0.209231,0.249379,0.141891,0.108398,0.018681,0.017435,0.148127,0.069897,0.02972,1.002037,0.249769,0.189776,0.289405,0.024998,0.017307,0.071495,0.039657,0.150719,0.108473,0.52658,0.017767,1.417241,0.013983,0.045284,1.148119,0.971713,1.365726,1.630542
27,0.094013,0.098533,0.092947,0.107738,0.10273,0.099548,0.229894,0.211435,0.38981,0.409763,0.101109,0.129397,0.085019,0.701229,0.084578,0.069291,0.057184,0.054514,0.057499,0.06553,0.062618,0.061484,0.047738,0.101039,0.075182,1.212525,0.079523,0.112626,0.826257,0.674265,1.221065,1.537469
28,0.079453,0.096136,0.110859,0.103695,0.106157,0.104061,0.167771,0.172617,0.295824,0.296421,0.144453,0.120774,0.48048,1.034937,0.114145,0.095055,0.37026,0.325263,0.477611,0.43088,0.104014,0.138853,0.10876,0.100127,0.080836,0.986743,0.082567,0.093917,0.875736,0.674055,1.069583,1.351242
29,0.136201,0.212783,0.22347,0.169548,0.159392,0.169339,0.19506,0.199703,0.31186,0.235315,0.16992,0.217875,0.562566,1.288295,0.214544,0.197473,0.360153,0.243559,0.503189,0.475842,0.381715,0.361156,0.439289,0.439447,0.134964,0.93116,0.10641,0.184295,0.851755,0.866116,1.128109,1.404303
30,0.045335,0.128334,0.348373,0.315662,0.041403,0.090966,0.081555,0.115502,0.191343,0.132298,0.102173,0.134861,0.486195,1.246625,0.141813,0.101373,0.242319,0.130596,0.390441,0.347652,0.448165,0.562204,0.558156,0.610287,0.391119,1.380432,0.125017,0.202687,0.616303,0.646532,1.103563,1.349853
31,0.316288,0.304842,0.1858,0.288972,0.076513,0.100167,0.09818,0.099802,0.079433,0.086069,0.215344,0.073525,0.302894,1.135495,0.093769,0.073017,0.113521,0.059941,0.229553,0.178644,0.298047,0.404233,0.368443,0.501029,0.208364,1.314299,0.150148,0.268613,0.410315,0.439309,1.442401,1.649688
32,0.081795,0.109823,0.04319,0.060686,0.241582,0.215286,0.149379,0.141442,0.03903,0.039127,0.144965,0.302449,0.059964,0.853456,0.146972,0.164852,0.044592,0.036196,0.046425,0.040192,0.057317,0.143312,0.124837,0.226516,0.061066,1.104155,0.055048,0.072838,0.09866,0.115178,1.264833,1.430453
33,0.109113,0.221987,0.214114,0.214436,0.356678,0.444139,0.333405,0.400471,0.438305,0.463034,0.297983,0.427345,0.232864,0.782104,0.13296,0.09092,0.1601,0.14537,0.260651,0.17072,0.126531,0.229292,0.293319,0.274775,0.143938,0.966426,0.150768,0.211436,0.130699,0.17401,1.226648,1.327166
34,0.055547,0.096064,0.094028,0.058028,0.140837,0.250486,0.142875,0.206876,0.216364,0.249147,0.176362,0.254052,0.303851,1.048364,0.043283,0.034638,0.302616,0.222342,0.497203,0.351257,0.04502,0.065273,0.116294,0.141307,0.034791,0.876288,0.055666,0.079861,0.219705,0.242453,1.213528,1.215044
35,0.08514,0.064554,0.18512,0.150489,0.047127,0.091017,0.066718,0.084754,0.083823,0.077804,0.076337,0.080217,0.159808,1.096586,0.069113,0.069128,0.127421,0.075231,0.195213,0.140882,0.211637,0.205309,0.375504,0.451397,0.058875,0.484658,0.05608,0.077844,0.159364,0.153571,1.00551,0.944386
36,0.068016,0.04238,0.124245,0.212706,0.036367,0.052053,0.060847,0.069024,0.05223,0.059875,0.063139,0.064458,0.052962,0.88485,0.056109,0.029493,0.096384,0.05324,0.082431,0.06958,0.269491,0.261638,0.322575,0.46038,0.301794,0.73475,0.269941,0.346351,0.049582,0.062987,0.764592,0.693066
37,0.179648,0.157549,0.029198,0.056601,0.026649,0.030798,0.046741,0.050512,0.026664,0.013816,0.129804,0.08681,0.022011,0.584516,0.064875,0.08697,0.027563,0.013987,0.022135,0.017545,0.119922,0.057447,0.136997,0.282802,0.156902,0.584514,0.167519,0.233925,0.047406,0.040102,0.952863,0.897155
38,0.074269,0.042501,0.072434,0.050831,0.239269,0.438989,0.223464,0.193674,0.163166,0.123156,0.084056,0.136465,0.057858,0.220172,0.276929,0.09004,0.060252,0.046099,0.052283,0.063162,0.066114,0.066705,0.078819,0.073719,0.064844,0.235914,0.085609,0.09516,0.092342,0.096865,0.64674,0.577588
39,0.270747,0.281746,0.276391,0.254654,0.327644,0.531296,0.40995,0.423266,0.500998,0.46664,0.216125,0.197871,0.217924,0.243011,0.198391,0.196337,0.17373,0.170484,0.172672,0.251589,0.195842,0.164175,0.189823,0.196013,0.231648,0.27431,0.256168,0.311358,0.210756,0.280569,0.640413,0.515008
40,0.341545,0.371087,0.38801,0.311356,0.361755,0.697924,0.418275,0.569748,0.594855,0.587974,0.288096,0.230985,0.89157,0.976021,0.232543,0.245344,0.760931,0.757924,0.720926,0.950761,0.274733,0.247772,0.345202,0.272025,0.186236,0.326062,0.245033,0.437839,0.515816,0.688673,0.78554,0.648908
41,0.233079,0.236794,0.45788,0.91769,0.203498,0.629441,0.249336,0.475141,0.421269,0.477832,0.198096,0.17982,0.850095,1.050196,0.206746,0.177866,0.65003,0.613039,0.562426,0.880771,0.542371,0.497854,0.681416,0.490206,0.165943,0.252994,0.222354,0.401995,0.507105,0.696223,0.736611,0.620841
42,0.109685,0.121116,0.319071,0.666973,0.096151,0.523361,0.140386,0.323694,0.240997,0.297003,0.203467,0.151984,0.711797,1.042566,0.152828,0.146696,0.556923,0.443448,0.450266,0.823373,0.583904,0.55225,0.626734,0.469479,0.292639,0.620446,0.423487,0.739104,0.284424,0.473387,0.700141,0.581375
43,0.249309,0.293873,0.105231,0.214616,0.073987,0.188699,0.082537,0.071761,0.068915,0.102347,0.097155,0.128024,0.362345,0.841511,0.284927,0.236472,0.251652,0.146051,0.188227,0.621876,0.296744,0.254847,0.33317,0.183381,0.087172,0.48174,0.162689,0.554421,0.105681,0.145498,0.813693,0.69282
44,0.300539,0.427016,0.232261,0.241979,0.503343,0.504983,0.531838,0.429645,0.243318,0.321348,0.233201,0.236356,0.397729,0.788203,0.541234,0.453366,0.316619,0.215791,0.25591,0.636787,0.367466,0.36193,0.391394,0.311578,0.114399,0.512889,0.250196,0.681251,0.303676,0.316602,0.814144,0.771665
45,0.173531,0.352684,0.14341,0.125244,0.43327,0.452473,0.618169,0.586124,0.607616,0.699734,0.136969,0.118297,0.283237,0.762498,0.404616,0.335614,0.25853,0.093683,0.138209,0.533034,0.260246,0.281093,0.295619,0.260197,0.067345,0.429218,0.138274,0.605914,0.156376,0.261834,0.869413,0.748069
46,0.071891,0.207041,0.190143,0.139367,0.220335,0.273859,0.39738,0.490838,0.45833,0.46273,0.078912,0.057478,0.511899,0.958843,0.234773,0.122974,0.579274,0.32296,0.41383,0.79956,0.09975,0.105195,0.11865,0.111604,0.084813,0.24013,0.07362,0.407653,0.402039,0.54274,0.692302,0.561736
47,0.035213,0.074123,0.113625,0.208073,0.06335,0.119907,0.148757,0.279687,0.207969,0.197913,0.07456,0.042921,0.466651,0.94576,0.115106,0.05476,0.366038,0.136158,0.234097,0.641403,0.234924,0.221289,0.307617,0.296402,0.14589,0.118497,0.053708,0.242232,0.238453,0.305122,0.522599,0.432451
48,0.00611,0.009863,0.01278,0.009093,0.009172,0.008764,0.00829,0.008565,0.010601,0.011318,0.076277,0.30476,0.071159,0.401895,0.006097,0.006323,0.025087,0.010249,0.010737,0.180318,0.105756,0.077477,0.046056,0.047593,0.012142,0.222954,0.14263,0.18377,0.007914,0.006692,0.178018,0.097911
49,0.120197,0.553952,0.072829,0.05817,0.054252,0.057414,0.046768,0.054762,0.051092,0.050426,0.053459,0.137177,0.067711,0.049088,0.134717,0.063697,0.063621,0.04307,0.063036,0.050446,0.047797,0.055367,0.063352,0.038261,0.045909,0.071529,0.052242,0.061624,0.055893,0.046468,0.159765,0.155676
50,0.145402,0.579333,0.137039,0.208082,0.633612,0.632696,0.446841,0.457043,0.232664,0.228247,0.220756,0.227591,0.225686,0.245881,0.465436,0.241875,0.267945,0.194516,0.229584,0.231926,0.23175,0.225629,0.262348,0.27073,0.184217,0.314266,0.224836,0.260202,0.250742,0.207014,0.267889,0.237998
51,0.303529,0.794068,0.403007,0.416269,0.812616,0.798349,0.703749,0.695576,0.643588,0.595772,0.452353,0.414582,0.323643,0.409469,0.645867,0.382482,0.523829,0.383814,0.397382,0.423636,0.403385,0.374764,0.434502,0.463317,0.299194,0.525999,0.394901,0.474002,0.448241,0.365886,0.434535,0.456893
52,0.099268,0.784182,0.57106,0.673871,0.753143,0.838443,0.65501,0.704252,0.633296,0.590388,0.396278,0.364626,0.68989,0.827068,0.570167,0.26067,0.784733,0.507843,0.742124,0.75586,0.239702,0.26609,0.371948,0.364249,0.147536,0.459802,0.318972,0.443288,0.814372,0.603309,0.436707,0.407042
53,0.01069,0.571243,0.297546,0.397031,0.443536,0.587751,0.402708,0.491861,0.351982,0.380449,0.298347,0.144049,0.553137,0.697931,0.36447,0.053875,0.510156,0.19498,0.491435,0.509894,0.214991,0.343348,0.428109,0.418807,0.180805,0.557054,0.105571,0.266775,0.730082,0.468538,0.312191,0.164446
54,0.199791,0.373155,0.05821,0.089516,0.088493,0.29825,0.092693,0.25571,0.058717,0.131942,0.232843,0.358041,0.27881,0.395587,0.132258,0.035522,0.238897,0.024655,0.250612,0.260274,0.066773,0.188369,0.174746,0.212613,0.036909,0.418818,0.260828,0.34272,0.344221,0.133488,0.132681,0.11868
55,0.088983,0.326764,0.04673,0.050044,0.054089,0.1075,0.042608,0.088675,0.054427,0.060136,0.075657,0.149693,0.11233,0.217873,0.287343,0.217869,0.089632,0.041045,0.10973,0.101234,0.044837,0.082377,0.064429,0.104972,0.066669,0.231936,0.083175,0.149988,0.149616,0.051831,0.289865,0.25516
56,0.054298,0.125076,0.074432,0.063322,0.236462,0.272064,0.227236,0.467193,0.17713,0.121144,0.084481,0.076437,0.092454,0.113474,0.329293,0.207985,0.091032,0.054817,0.075641,0.076034,0.07179,0.116285,0.074452,0.092648,0.066715,0.118643,0.062892,0.054159,0.090026,0.083257,0.199964,0.177949
57,0.038133,0.069686,0.223554,0.421865,0.126762,0.204766,0.120125,0.348873,0.355824,0.291132,0.066656,0.059373,0.047785,0.096072,0.123756,0.047073,0.152754,0.137716,0.094193,0.07116,0.060281,0.072218,0.064322,0.070001,0.083056,0.09622,0.040741,0.040554,0.085093,0.086754,0.063488,0.063335
58,0.022991,0.024831,0.019839,0.153253,0.019404,0.026043,0.022952,0.048884,0.029897,0.017244,0.035017,0.043827,0.200784,0.281994,0.01885,0.027713,0.064058,0.045631,0.157442,0.16516,0.025228,0.039673,0.074355,0.040893,0.13147,0.095907,0.025461,0.02853,0.193126,0.258793,0.0281,0.030941
59,0.02811,0.025428,0.025852,0.021195,0.024949,0.039267,0.027174,0.027833,0.024888,0.025575,0.284087,0.174075,0.030922,0.047911,0.021233,0.018113,0.026699,0.029206,0.035223,0.032644,0.177782,0.144539,0.185121,0.319008,0.022289,0.149872,0.029918,0.029227,0.027493,0.037507,0.036648,0.032495
60,0.149558,0.340749,0.058063,0.038847,0.041517,0.036825,0.03731,0.042776,0.045704,0.044487,0.066953,0.183982,0.039345,0.032373,0.047963,0.042565,0.03617,0.041512,0.055098,0.033688,0.035479,0.038794,0.031791,0.043571,0.049483,0.043361,0.128755,0.117559,0.033467,0.042919,0.086469,0.083128
61,0.253528,0.57006,0.292065,0.279279,0.275337,0.27418,0.246596,0.331185,0.223455,0.254778,0.235489,0.19891,0.226506,0.246008,0.569399,0.461819,0.271295,0.249674,0.280763,0.23975,0.269712,0.242251,0.24187,0.295991,0.219649,0.284618,0.289854,0.286102,0.285236,0.356569,0.466777,0.412176
62,0.094393,0.509043,0.189067,0.145801,0.408523,0.386016,0.518364,0.652125,0.173147,0.184661,0.117033,0.098564,0.139025,0.176261,0.722412,0.531789,0.14373,0.12171,0.190354,0.14609,0.185175,0.132282,0.150895,0.229391,0.098903,0.172611,0.129462,0.147391,0.176656,0.236748,0.435811,0.393553
63,0.234031,0.474614,0.344304,0.33595,0.540099,0.488533,0.486407,0.624851,0.490727,0.441378,0.184358,0.218743,0.21638,0.224477,0.599799,0.383001,0.302171,0.347571,0.245155,0.199789,0.156259,0.196593,0.193049,0.208798,0.254618,0.261529,0.193167,0.234636,0.216482,0.20922,0.420576,0.342954
64,0.020957,0.228593,0.056742,0.054093,0.220549,0.221189,0.200768,0.450415,0.200591,0.13141,0.063141,0.033928,0.36628,0.415376,0.32757,0.076171,0.187708,0.166691,0.381018,0.312886,0.027801,0.024051,0.020415,0.083417,0.128148,0.306345,0.01981,0.029529,0.218844,0.208246,0.195782,0.077888
65,0.144684,0.040754,0.041884,0.039744,0.038068,0.038346,0.03514,0.064236,0.042161,0.044331,0.06378,0.300032,0.054176,0.080304,0.053693,0.040283,0.04822,0.04527,0.059228,0.054312,0.158041,0.248703,0.119102,0.057519,0.063614,0.06685,0.120112,0.060935,0.049354,0.046276,0.046554,0.042142
66,0.32174,0.454395,0.14997,0.13012,0.085252,0.101973,0.102674,0.138365,0.113585,0.107808,0.117709,0.28543,0.122685,0.159539,0.155656,0.105301,0.187421,0.143709,0.167889,0.119786,0.151566,0.181016,0.12271,0.184996,0.117122,0.129933,0.4893,0.502175,0.089784,0.076114,0.23316,0.226206
67,0.452659,0.567477,0.33518,0.31537,0.211209,0.278125,0.314136,0.327497,0.30032,0.232089,0.277005,0.447266,0.266699,0.405784,0.564712,0.436756,0.414217,0.304607,0.377357,0.325638,0.350145,0.344277,0.342623,0.355278,0.228834,0.372288,0.64531,0.674093,0.240897,0.217465,0.734346,0.81713
