apply_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
297,0.628397,0.596008,0.621739,0.545184,0.86038,0.666445,0.589744,0.708831,1.016334,0.76224,0.738451,0.646075,0.693442,0.769389,0.789091,0.716449,0.261174,0.295001,0.270033,0.330529,0.255225,0.280453,0.260948,0.265718,0.494722,0.60354,0.712727,0.862584,0.825328,0.876945,0.68432,0.641699
298,0.647374,0.68905,0.77992,0.657901,0.812769,0.797281,0.650035,0.980549,1.032749,0.707589,1.077905,0.71731,0.842202,0.960745,0.755577,0.627886,0.550983,0.539451,0.580845,0.671581,0.618181,0.63597,0.619287,0.575449,0.402168,0.638254,0.982427,1.245713,0.941688,1.020212,0.837445,0.822539
299,0.131922,0.211927,0.685736,0.266723,0.213291,0.266244,0.201796,0.531589,0.438889,0.082562,0.688021,0.094481,0.231202,0.714393,0.179986,0.064756,0.653466,0.590794,0.694292,0.810245,0.80714,0.754174,0.911024,0.85636,0.024763,0.286761,0.414841,0.818036,0.415032,0.554587,0.376152,0.346408
300,0.200186,0.211664,0.113408,0.088406,0.052044,0.081666,0.073188,0.10274,0.092688,0.090095,0.183492,0.098014,0.084836,0.241954,0.213769,0.169756,0.599241,0.493834,0.364712,0.542848,0.598339,0.772322,0.815925,0.677212,0.102551,0.093233,0.08397,0.199907,0.096932,0.093155,0.46099,0.444809
301,0.092455,0.101383,0.057884,0.051474,0.367889,0.495868,0.075776,0.080213,0.349515,0.330695,0.08765,0.075615,0.071512,0.111192,0.102259,0.128332,0.2072,0.129098,0.180013,0.190852,0.094393,0.332389,0.205652,0.135072,0.056875,0.089681,0.071966,0.075183,0.074985,0.088137,0.251146,0.282345
302,0.388081,0.420884,0.42664,0.404334,0.511874,0.622318,0.399244,0.446562,0.746064,0.724822,0.509074,0.488211,0.461191,0.541177,0.515962,0.495744,0.089762,0.057556,0.09198,0.108104,0.092138,0.165488,0.125574,0.10448,0.399374,0.513268,0.410055,0.43551,0.40961,0.465244,0.495353,0.510076
303,0.318573,0.44102,0.492107,0.472649,0.460768,0.736061,0.481708,0.950473,0.724887,0.696444,0.636591,0.752957,0.804713,0.55701,0.476506,0.34278,0.423139,0.334679,0.350793,0.326295,0.346503,0.362336,0.424888,0.323465,0.244151,0.491495,0.562111,0.62424,0.907843,0.962951,0.487441,0.537089
304,0.034746,0.047912,0.387581,0.147471,0.035628,0.210441,0.116773,0.503921,0.145415,0.100114,0.261221,0.258471,0.265434,0.320428,0.052587,0.024369,0.567242,0.385096,0.481256,0.417727,0.463251,0.57131,0.583142,0.49352,0.03814,0.110142,0.277236,0.354024,0.358198,0.396832,0.063653,0.110381
305,0.018525,0.026058,0.109298,0.034571,0.013736,0.02636,0.034262,0.051543,0.028826,0.013207,0.015184,0.01602,0.021771,0.050546,0.153882,0.017143,0.12921,0.013661,0.061809,0.040968,0.093374,0.250031,0.271693,0.185284,0.062032,0.030114,0.027283,0.034498,0.03112,0.03305,0.043393,0.030263
306,0.172052,0.190653,0.092918,0.08609,0.064271,0.074136,0.079222,0.095431,0.142511,0.134586,0.138838,0.132419,0.156533,0.126973,0.173579,0.322456,0.094734,0.133806,0.210387,0.168187,0.055032,0.184956,0.081266,0.045351,0.094328,0.100811,0.089029,0.102317,0.098217,0.117269,0.310123,0.286211
307,0.241935,0.299996,0.23113,0.200293,0.460119,0.499946,0.150235,0.21391,0.353833,0.353498,0.26418,0.141845,0.299708,0.208855,0.218198,0.236843,0.067518,0.078152,0.24248,0.2123,0.060545,0.075229,0.060104,0.06729,0.169824,0.266227,0.191361,0.245216,0.222204,0.167024,0.412428,0.418958
308,0.355547,0.415752,0.333831,0.311324,0.529945,0.559538,0.258589,0.397936,0.824727,0.811703,0.397242,0.405208,0.459207,0.335299,0.382306,0.311391,0.225629,0.169841,0.287726,0.220352,0.229281,0.253323,0.227217,0.23716,0.23192,0.422512,0.321019,0.413407,0.333236,0.237284,0.521345,0.52326
309,0.174997,0.337597,0.25636,0.357134,0.37201,0.46597,0.26787,0.655749,0.745869,0.724113,0.443001,0.406198,0.611501,0.338945,0.188098,0.087566,0.275287,0.202058,0.37899,0.34022,0.300565,0.32971,0.250196,0.306871,0.036442,0.426392,0.287765,0.526158,0.780758,0.581187,0.406391,0.432423
310,0.022917,0.039059,0.132451,0.077776,0.03912,0.081861,0.063945,0.176375,0.212746,0.190196,0.056708,0.050144,0.127645,0.084036,0.016181,0.01826,0.244997,0.165564,0.384356,0.334652,0.298,0.292579,0.236148,0.31996,0.095421,0.154472,0.120576,0.256424,0.332475,0.140001,0.061542,0.088985
311,0.0456,0.040389,0.046393,0.050096,0.035448,0.028248,0.035221,0.03874,0.029015,0.038679,0.03316,0.038517,0.035183,0.051784,0.214019,0.100797,0.025657,0.032293,0.057948,0.048756,0.119582,0.217526,0.189093,0.141482,0.034098,0.039782,0.053084,0.057227,0.045262,0.033049,0.046732,0.07416
312,0.299298,0.296861,0.120992,0.100906,0.055812,0.050454,0.087952,0.082203,0.143428,0.117579,0.096461,0.128212,0.137432,0.121243,0.12298,0.17419,0.281111,0.212469,0.146046,0.124318,0.039977,0.039907,0.12113,0.038253,0.078767,0.120584,0.099896,0.104907,0.07274,0.087754,0.244823,0.253986
313,0.487836,0.520521,0.402166,0.407527,0.682374,0.637685,0.334372,0.293636,0.479323,0.406013,0.344739,0.38031,0.403785,0.450042,0.467139,0.473991,0.162193,0.083403,0.23533,0.221308,0.074078,0.088304,0.077516,0.094402,0.377116,0.479328,0.407159,0.469833,0.364363,0.372454,0.66365,0.63909
314,0.572301,0.661111,0.583201,0.544328,0.769705,0.778163,0.537257,0.835329,0.786421,0.799672,0.61006,0.592964,0.785542,0.808344,0.577829,0.605395,0.386759,0.313539,0.355675,0.40018,0.376886,0.342424,0.318347,0.418684,0.477583,0.660925,0.530582,0.627613,0.507162,0.475446,0.899682,0.895324
315,0.148477,0.194769,0.403564,0.342845,0.273043,0.319261,0.282001,0.399978,0.276628,0.289114,0.452145,0.312785,0.284449,0.756679,0.143531,0.099617,0.587353,0.46407,0.509843,0.658386,0.578478,0.51821,0.482449,0.625333,0.105069,0.391859,0.214458,0.308798,0.187349,0.296129,0.452097,0.43674
316,0.155947,0.144769,0.370125,0.171362,0.201133,0.207068,0.157274,0.144803,0.199786,0.193744,0.191321,0.202685,0.159344,0.483888,0.226734,0.180073,0.252691,0.117131,0.177514,0.29205,0.231172,0.23342,0.157171,0.250951,0.296052,0.239852,0.393285,0.430785,0.217313,0.214928,0.208054,0.184842
317,0.140287,0.140568,0.441671,0.155513,0.174314,0.188748,0.140782,0.161583,0.149819,0.154325,0.134525,0.155482,0.116999,0.532189,0.421543,0.631803,0.103222,0.110553,0.131307,0.134043,0.143061,0.263086,0.470051,0.551119,0.29658,0.305613,0.410544,0.584265,0.190953,0.242002,0.260745,0.220362
318,0.107255,0.347886,0.144401,0.058521,0.056604,0.071188,0.053663,0.064377,0.064076,0.059476,0.050661,0.055205,0.041112,0.202553,0.133396,0.226628,0.491474,0.401751,0.435982,0.410424,0.18388,0.275183,0.575426,0.576756,0.086328,0.099583,0.116163,0.253359,0.061421,0.069363,0.38697,0.319249
319,0.172809,0.31752,0.293871,0.192589,0.558663,0.525911,0.197232,0.287676,0.219002,0.217516,0.27924,0.272653,0.271506,0.297657,0.299988,0.240253,0.220476,0.133761,0.253671,0.255204,0.067418,0.083981,0.222065,0.262772,0.227103,0.218137,0.24549,0.22852,0.244108,0.192027,0.487236,0.497461
320,0.114294,0.254986,0.262305,0.192103,0.42646,0.441361,0.341529,0.314852,0.453601,0.470511,0.315894,0.222888,0.286693,0.400389,0.100938,0.058694,0.249114,0.187163,0.1915,0.188588,0.189519,0.198715,0.190883,0.231974,0.168213,0.240791,0.18401,0.185416,0.314743,0.229241,0.407058,0.454681
321,0.088525,0.081761,0.073111,0.077368,0.066545,0.07067,0.071693,0.070928,0.104786,0.096307,0.198682,0.095419,0.082099,0.184918,0.1224,0.12064,0.215658,0.142745,0.152112,0.182297,0.164421,0.203445,0.192287,0.26767,0.134484,0.093755,0.248841,0.219341,0.065698,0.104216,0.078027,0.072529
322,0.214339,0.250421,0.260541,0.241395,0.201355,0.214867,0.223687,0.252207,0.291597,0.32218,0.329154,0.182701,0.249259,0.360298,0.375139,0.301346,0.088763,0.063559,0.067777,0.077046,0.082486,0.303679,0.073857,0.066596,0.26426,0.311899,0.624902,0.59126,0.306122,0.208848,0.279057,0.23268
323,0.138439,0.164162,0.094624,0.080249,0.048698,0.063068,0.07322,0.098127,0.079771,0.155436,0.109832,0.032929,0.065925,0.23048,0.275337,0.571007,0.216968,0.19019,0.145641,0.153489,0.202645,0.381195,0.636364,0.604746,0.099683,0.139029,0.487708,0.5219,0.166916,0.060733,0.162958,0.084224
324,0.057919,0.255988,0.072275,0.046254,0.056534,0.052642,0.061693,0.054486,0.073914,0.080777,0.218021,0.073266,0.076774,0.101,0.07131,0.211469,0.513532,0.538945,0.145841,0.191619,0.064158,0.26888,0.450886,0.445653,0.061815,0.059581,0.12858,0.192736,0.066532,0.056509,0.225269,0.260837
325,0.037687,0.066872,0.031525,0.033152,0.307735,0.365481,0.126396,0.27679,0.067587,0.049459,0.315326,0.033033,0.120468,0.079211,0.036304,0.064166,0.298782,0.258393,0.085626,0.141797,0.069835,0.070068,0.179792,0.221203,0.038978,0.175985,0.02836,0.064587,0.064579,0.03946,0.367699,0.438217
326,0.006772,0.008317,0.085518,0.090459,0.032735,0.052444,0.063769,0.040101,0.03647,0.02696,0.039907,0.138776,0.015716,0.047969,0.013145,0.036118,0.126859,0.075618,0.043678,0.05001,0.04387,0.051545,0.055668,0.084964,0.033052,0.09302,0.0075,0.010203,0.01227,0.079505,0.066666,0.0899
327,0.092277,0.11652,0.104104,0.082807,0.101808,0.097526,0.115097,0.090043,0.131556,0.120909,0.154438,0.480816,0.111953,0.119743,0.114459,0.11282,0.006891,0.006302,0.006873,0.008642,0.035483,0.049281,0.006885,0.007327,0.087288,0.22099,0.40366,0.332125,0.090723,0.089974,0.114019,0.084913
328,0.141383,0.206929,0.184827,0.169114,0.172034,0.186796,0.138734,0.18919,0.236448,0.19536,0.153418,0.439878,0.138642,0.217119,0.489772,0.247077,0.090556,0.088603,0.082548,0.082691,0.096861,0.092977,0.09664,0.081953,0.176191,0.309098,0.625467,0.657008,0.19884,0.217162,0.229496,0.169907
329,0.299807,0.632654,0.26245,0.1822,0.210048,0.191131,0.211086,0.250148,0.342021,0.275531,0.261177,0.536411,0.176253,0.354268,0.62212,0.31715,0.135288,0.09039,0.146292,0.116079,0.15704,0.184273,0.486929,0.515132,0.228273,0.413472,0.680601,0.780134,0.307162,0.273499,0.340534,0.280086
330,0.090969,0.489899,0.105606,0.062193,0.062194,0.062775,0.089245,0.231815,0.190921,0.104218,0.13815,0.343822,0.143095,0.28624,0.471628,0.093763,0.388731,0.417631,0.404696,0.289173,0.177382,0.278195,0.477542,0.536996,0.063953,0.236679,0.344028,0.618573,0.115812,0.103003,0.331735,0.310656
331,0.012698,0.147524,0.008889,0.006456,0.228318,0.24602,0.0695,0.120247,0.119711,0.097063,0.099637,0.121057,0.147012,0.218947,0.219256,0.008513,0.176771,0.18704,0.533175,0.39413,0.074472,0.114697,0.261631,0.348059,0.025342,0.131522,0.027325,0.28357,0.17404,0.122161,0.443282,0.383292
332,0.050373,0.051055,0.281696,0.109782,0.067933,0.050938,0.040726,0.04387,0.072415,0.085892,0.071012,0.191274,0.071254,0.117001,0.076369,0.067054,0.012029,0.009789,0.217567,0.125835,0.05134,0.051265,0.061818,0.11055,0.053029,0.047129,0.046593,0.053066,0.064472,0.053393,0.047585,0.04577
333,0.392236,0.406776,0.53492,0.434606,0.375094,0.366665,0.313004,0.405987,0.433837,0.449606,0.362581,0.513973,0.428256,0.486659,0.597728,0.376341,0.107663,0.092184,0.047191,0.05762,0.100804,0.042881,0.047095,0.061795,0.310983,0.371216,0.629117,0.639002,0.309953,0.317638,0.367584,0.398549
334,0.490927,0.535121,0.509175,0.312656,0.225275,0.24408,0.16951,0.290059,0.348314,0.379409,0.252108,0.463039,0.293231,0.45288,0.718307,0.50939,0.367538,0.396298,0.371012,0.369894,0.385409,0.402515,0.373406,0.375061,0.121355,0.293513,0.811234,0.906578,0.16785,0.206213,0.362348,0.375943
335,0.628993,0.76543,0.586314,0.37718,0.229613,0.334998,0.218641,0.426431,0.489969,0.446407,0.336068,0.51665,0.352349,0.553618,0.784149,0.588993,0.173455,0.193348,0.258646,0.257236,0.160823,0.332637,0.932204,0.985861,0.185441,0.399419,0.796307,0.900792,0.216522,0.300736,0.512415,0.538381
336,0.355192,0.606378,0.417597,0.238984,0.086259,0.192105,0.201686,0.40306,0.342785,0.257436,0.21561,0.302294,0.42273,0.442672,0.554004,0.356115,0.437474,0.389812,0.580703,0.607103,0.167517,0.349866,0.890366,0.962495,0.074079,0.410707,0.608808,0.682402,0.103665,0.209956,0.50463,0.556991
337,0.006431,0.010142,0.00811,0.007231,0.136561,0.147603,0.012407,0.01338,0.086508,0.08233,0.07616,0.030369,0.00923,0.01104,0.010472,0.006134,0.271299,0.226243,0.584858,0.54536,0.089802,0.209909,0.707698,0.819837,0.031661,0.010589,0.012771,0.02428,0.008459,0.024617,0.269217,0.209582
338,0.096772,0.115379,0.346051,0.334694,0.101417,0.125702,0.101922,0.140135,0.113467,0.140002,0.133801,0.115407,0.233994,0.119967,0.152077,0.122019,0.006332,0.006951,0.009724,0.006405,0.010386,0.051579,0.031446,0.078198,0.10212,0.142407,0.133259,0.113705,0.124376,0.115024,0.149797,0.123658
339,0.018746,0.025901,0.050874,0.051488,0.018757,0.0172,0.01774,0.034151,0.027302,0.021399,0.020312,0.018275,0.023995,0.018397,0.251265,0.224899,0.11528,0.102979,0.132857,0.098374,0.108406,0.119702,0.122983,0.115656,0.01347,0.021675,0.041185,0.032979,0.013947,0.019493,0.021206,0.023973
340,0.044235,0.148609,0.028677,0.031889,0.02236,0.030834,0.031912,0.034794,0.018831,0.030572,0.052183,0.051893,0.025902,0.042524,0.087607,0.053608,0.018488,0.018056,0.03,0.028323,0.018322,0.014923,0.036834,0.039955,0.023035,0.037643,0.023147,0.031836,0.028174,0.02492,0.026869,0.027313
341,0.026648,0.031609,0.033182,0.031627,0.036724,0.04145,0.040276,0.037628,0.039108,0.035853,0.029776,0.028327,0.034489,0.049621,0.030118,0.030122,0.016753,0.012564,0.038758,0.033486,0.030579,0.024758,0.057133,0.031038,0.051779,0.074777,0.029772,0.035543,0.093357,0.027391,0.062985,0.049218
342,0.023307,0.025667,0.024551,0.019193,0.04521,0.059842,0.064316,0.052641,0.030381,0.03236,0.074058,0.023609,0.028301,0.036895,0.024785,0.029056,0.097835,0.090554,0.058414,0.046553,0.033984,0.045057,0.028797,0.024977,0.024381,0.023552,0.036054,0.031855,0.05016,0.139181,0.021249,0.027401
343,0.027066,0.023517,0.021854,0.024972,0.126733,0.115072,0.020404,0.023541,0.084504,0.085686,0.042529,0.152531,0.027864,0.042719,0.031252,0.021051,0.02767,0.026093,0.021757,0.026611,0.088295,0.032422,0.034443,0.03002,0.023528,0.0286,0.020592,0.018422,0.0217,0.025883,0.058889,0.05113
344,0.092258,0.041672,0.075202,0.094529,0.051522,0.022469,0.028488,0.027761,0.053159,0.046519,0.065353,0.046833,0.065637,0.050561,0.062252,0.056258,0.024722,0.018597,0.021685,0.024104,0.030042,0.023917,0.044559,0.02844,0.046769,0.04923,0.048387,0.071466,0.042031,0.05092,0.06385,0.053026
345,0.126208,0.098329,0.086657,0.083685,0.078514,0.084946,0.109337,0.096717,0.10803,0.08788,0.106059,0.0765,0.074015,0.106832,0.128726,0.112262,0.047919,0.038189,0.032341,0.026579,0.028056,0.026357,0.032496,0.038784,0.086618,0.101768,0.198725,0.108904,0.084849,0.087026,0.098378,0.086688
346,0.157153,0.164596,0.18432,0.160641,0.151502,0.16863,0.165438,0.183645,0.162379,0.142113,0.140985,0.139369,0.200168,0.185972,0.160111,0.136958,0.072044,0.127021,0.110231,0.105436,0.107531,0.119834,0.104692,0.083001,0.150758,0.200755,0.162729,0.179031,0.178576,0.149889,0.185568,0.202258
347,0.022016,0.020191,0.023186,0.020508,0.014936,0.018913,0.02279,0.021862,0.021058,0.027856,0.054959,0.023643,0.024975,0.038144,0.032676,0.03355,0.180682,0.228758,0.177571,0.168603,0.164852,0.239273,0.23746,0.191668,0.065513,0.032268,0.032057,0.031645,0.085857,0.270726,0.025427,0.030845
348,0.058746,0.069123,0.065327,0.061753,0.254239,0.191089,0.067644,0.064985,0.065335,0.064436,0.227815,0.24622,0.108326,0.106083,0.086401,0.061446,0.029907,0.074383,0.035274,0.121263,0.030149,0.03104,0.01753,0.019323,0.113812,0.124968,0.100657,0.163919,0.156808,0.380417,0.159101,0.151352
349,0.086257,0.118587,0.159495,0.151379,0.234779,0.263009,0.10228,0.135395,0.211813,0.180542,0.108958,0.126895,0.056649,0.055369,0.086759,0.079999,0.059572,0.043813,0.051705,0.05098,0.047049,0.044775,0.043014,0.062132,0.06882,0.086486,0.109761,0.121022,0.125532,0.193962,0.167713,0.138224
350,0.174739,0.184786,0.15375,0.225429,0.109452,0.145428,0.158789,0.175162,0.142521,0.095257,0.100945,0.094108,0.098994,0.108827,0.137346,0.15635,0.064742,0.066326,0.124601,0.083897,0.049666,0.062926,0.092416,0.066588,0.068948,0.150388,0.475692,0.149984,0.120251,0.07701,0.126609,0.142533
351,0.05291,0.067054,0.0597,0.063808,0.049449,0.087434,0.07788,0.06695,0.099971,0.08381,0.088357,0.084384,0.094696,0.12482,0.140507,0.091379,0.178206,0.139129,0.145602,0.152876,0.133656,0.180125,0.11811,0.167162,0.072351,0.103304,0.173546,0.096982,0.099619,0.095661,0.100546,0.10864
352,0.116757,0.112307,0.101511,0.114509,0.085505,0.120246,0.142014,0.162908,0.061872,0.057023,0.065591,0.047182,0.160511,0.086641,0.071699,0.046441,0.0598,0.060141,0.055839,0.054111,0.054859,0.055509,0.147288,0.076612,0.107647,0.153734,0.085347,0.074153,0.121139,0.061879,0.085997,0.081734
353,0.010993,0.0109,0.011056,0.01105,0.007257,0.010188,0.117141,0.02136,0.018295,0.013744,0.047861,0.111143,0.023606,0.027164,0.037944,0.028357,0.111203,0.136799,0.130866,0.120217,0.128544,0.125858,0.156149,0.151245,0.02986,0.028142,0.02204,0.040325,0.032321,0.064916,0.03448,0.021462
354,0.04352,0.061216,0.051986,0.03955,0.107782,0.21794,0.052314,0.053685,0.166683,0.144857,0.051836,0.166385,0.078655,0.089986,0.077941,0.054721,0.014306,0.02076,0.014802,0.015407,0.062773,0.05794,0.012878,0.013561,0.081204,0.091372,0.068829,0.094613,0.068795,0.054812,0.143299,0.150268
355,0.051182,0.045909,0.035744,0.090722,0.030117,0.044802,0.039819,0.042445,0.109902,0.114426,0.055954,0.053849,0.033482,0.054385,0.060657,0.055376,0.06656,0.048145,0.043669,0.055797,0.056956,0.101522,0.067304,0.070225,0.046744,0.039103,0.046973,0.068532,0.034843,0.033017,0.060851,0.064572
356,0.030579,0.047433,0.022546,0.025773,0.016675,0.028791,0.02886,0.022998,0.019026,0.017468,0.014811,0.014655,0.017126,0.018777,0.021102,0.033179,0.044913,0.039619,0.034053,0.032465,0.027176,0.044916,0.049005,0.039394,0.023245,0.016501,0.024562,0.029553,0.026925,0.023444,0.018946,0.01862
357,0.034054,0.035459,0.02452,0.025971,0.029505,0.031558,0.046011,0.103246,0.022566,0.027653,0.035833,0.023297,0.253539,0.060156,0.044972,0.031064,0.040711,0.02962,0.027108,0.030944,0.030959,0.029131,0.065333,0.039243,0.030806,0.166781,0.034044,0.046706,0.021797,0.024809,0.045496,0.044859
358,0.010869,0.007487,0.008414,0.00723,0.006445,0.008575,0.019319,0.01323,0.011963,0.014941,0.032766,0.008474,0.027921,0.028781,0.020916,0.013442,0.047819,0.04082,0.037347,0.044189,0.032723,0.040694,0.186492,0.073431,0.024612,0.029337,0.014866,0.014506,0.019998,0.045886,0.024194,0.022691
359,0.106266,0.157901,0.108637,0.11225,0.119257,0.123998,0.103804,0.141595,0.206389,0.230178,0.274011,0.413802,0.145607,0.267834,0.219581,0.17311,0.015059,0.034472,0.032699,0.101554,0.008513,0.013294,0.019076,0.012758,0.169084,0.244777,0.236521,0.185721,0.173319,0.23793,0.317196,0.304056
360,0.100332,0.14367,0.176054,0.12706,0.117609,0.419591,0.112609,0.233694,0.064383,0.075354,0.040291,0.146626,0.014362,0.076329,0.022452,0.034402,0.11693,0.107779,0.149824,0.115199,0.362306,0.311071,0.145068,0.135057,0.010026,0.048189,0.046779,0.031065,0.013629,0.033105,0.110006,0.125847
361,0.038257,0.039709,0.015975,0.015357,0.009767,0.010122,0.019776,0.023869,0.00929,0.006975,0.010268,0.00833,0.007146,0.025578,0.012055,0.028111,0.10602,0.078588,0.156485,0.16717,0.326665,0.309946,0.17088,0.189104,0.012224,0.008143,0.064046,0.04236,0.012584,0.009097,0.027489,0.028169
362,0.044872,0.053251,0.040112,0.034018,0.031807,0.035392,0.036567,0.04881,0.047547,0.057336,0.053836,0.051505,0.045106,0.057677,0.0476,0.049442,0.011885,0.012858,0.013774,0.013165,0.011799,0.012126,0.024305,0.030082,0.05064,0.132554,0.072824,0.066249,0.064933,0.058679,0.076083,0.071395
363,0.063919,0.06837,0.076576,0.045144,0.051118,0.077012,0.060551,0.062591,0.065689,0.026541,0.102466,0.088694,0.166315,0.108693,0.067429,0.053156,0.04311,0.027789,0.041162,0.036151,0.026247,0.038406,0.11205,0.041825,0.153739,0.122451,0.055341,0.069017,0.172349,0.101093,0.071624,0.088067
364,0.013666,0.017309,0.015291,0.01731,0.016648,0.021352,0.021262,0.020766,0.035477,0.02908,0.146482,0.142312,0.077756,0.062742,0.046474,0.03806,0.073096,0.061108,0.106652,0.057335,0.065364,0.057734,0.079729,0.098995,0.03745,0.040622,0.030607,0.04111,0.033108,0.030582,0.042531,0.044713
365,0.074634,0.083925,0.170422,0.046453,0.262018,0.182734,0.072545,0.07443,0.206662,0.167597,0.231043,0.226862,0.104588,0.274128,0.276387,0.177966,0.024387,0.059572,0.018151,0.031244,0.01331,0.016442,0.017854,0.024669,0.147968,0.212113,0.221494,0.255203,0.228677,0.158489,0.244771,0.225255
366,0.246186,0.158446,0.233622,0.401133,0.411568,0.358074,0.140343,0.17851,0.356493,0.356947,0.133554,0.136114,0.059245,0.239163,0.208334,0.11541,0.117946,0.116458,0.084245,0.127778,0.386131,0.359403,0.069079,0.125523,0.059629,0.175272,0.150533,0.313713,0.091744,0.065154,0.253318,0.165172
367,0.278925,0.097794,0.070412,0.198007,0.196133,0.226099,0.095326,0.155952,0.172773,0.199807,0.029824,0.018307,0.017621,0.112726,0.045081,0.217406,0.215251,0.21196,0.148342,0.182106,0.529757,0.422621,0.169008,0.325208,0.028263,0.092903,0.135001,0.195981,0.018322,0.031449,0.185682,0.070658
368,0.051543,0.028401,0.019694,0.041738,0.03891,0.062954,0.020636,0.089891,0.014615,0.018174,0.01361,0.018751,0.018797,0.058564,0.018945,0.015444,0.057052,0.048072,0.042971,0.071986,0.34844,0.238052,0.136155,0.22773,0.056019,0.049399,0.017113,0.020944,0.113641,0.092839,0.046335,0.038024
369,0.014874,0.013439,0.020888,0.010451,0.01802,0.015967,0.042873,0.016994,0.035059,0.028759,0.13923,0.159697,0.093378,0.055605,0.044103,0.035025,0.017719,0.019082,0.032122,0.026576,0.101609,0.054588,0.176974,0.05533,0.037503,0.033786,0.042573,0.035133,0.08031,0.085992,0.056487,0.032135
370,0.094294,0.130743,0.155056,0.133206,0.12854,0.115109,0.141098,0.149905,0.138627,0.124792,0.164955,0.336269,0.115902,0.152801,0.143257,0.165877,0.026454,0.084105,0.02547,0.186245,0.017405,0.016803,0.016224,0.016799,0.121464,0.169521,0.154216,0.156624,0.142167,0.141143,0.127357,0.154113
371,0.042882,0.044895,0.07381,0.17585,0.35561,0.257242,0.038701,0.048061,0.117883,0.148072,0.09054,0.228749,0.097605,0.164002,0.190496,0.149914,0.149763,0.101413,0.127196,0.135157,0.10447,0.132779,0.13404,0.124939,0.074316,0.160522,0.160358,0.267879,0.17222,0.160725,0.141628,0.17571
372,0.061693,0.102872,0.061227,0.192633,0.189245,0.17918,0.059665,0.059393,0.216934,0.395406,0.023962,0.02856,0.029059,0.03989,0.055196,0.221507,0.07953,0.107422,0.069248,0.103928,0.440919,0.555079,0.085662,0.127143,0.032048,0.036266,0.182274,0.069861,0.039122,0.029345,0.04327,0.040124
373,0.035168,0.057581,0.038002,0.037981,0.032465,0.057676,0.092405,0.332505,0.240952,0.350835,0.076646,0.074299,0.058873,0.172302,0.106748,0.262158,0.076362,0.091509,0.076472,0.118348,0.374564,0.50391,0.089406,0.195878,0.193538,0.310366,0.111734,0.081336,0.075104,0.064136,0.2639,0.206849
374,0.013734,0.035958,0.028856,0.038889,0.031109,0.030112,0.170265,0.285416,0.091835,0.155702,0.081489,0.023876,0.053168,0.206199,0.041302,0.08362,0.076449,0.073161,0.091403,0.099239,0.253036,0.377895,0.275111,0.139964,0.098228,0.13343,0.04663,0.046373,0.147906,0.136834,0.189624,0.127166
375,0.047472,0.030214,0.068781,0.049802,0.032409,0.027153,0.034509,0.033543,0.08067,0.088564,0.102095,0.412069,0.104531,0.083281,0.115584,0.079842,0.111552,0.085089,0.111508,0.132892,0.234642,0.344152,0.272783,0.147437,0.126643,0.128586,0.082711,0.106094,0.103565,0.116993,0.120838,0.10355
376,0.289185,0.288342,0.554555,0.341651,0.223929,0.300929,0.273364,0.266949,0.204894,0.192966,0.190495,0.421389,0.235944,0.371898,0.501516,0.156813,0.03741,0.109155,0.033717,0.081135,0.062614,0.029892,0.03281,0.045259,0.160276,0.182427,0.169213,0.375706,0.203404,0.188078,0.309244,0.287736
377,0.063272,0.092957,0.469437,0.274859,0.452466,0.675155,0.086971,0.102858,0.134427,0.127577,0.08874,0.219633,0.10378,0.199882,0.321195,0.093556,0.259792,0.258766,0.287705,0.27857,0.460254,0.403494,0.303286,0.305987,0.048185,0.081396,0.137418,0.259369,0.109642,0.083228,0.177603,0.128161
378,0.112617,0.145175,0.128871,0.046517,0.131225,0.25963,0.043813,0.130805,0.337098,0.09961,0.092195,0.069361,0.044734,0.104546,0.105054,0.090318,0.083092,0.070358,0.117982,0.079292,0.62298,0.518054,0.155116,0.397255,0.088267,0.220458,0.103304,0.095692,0.102001,0.1112,0.08608,0.123052
