journal_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
319,0.000916,0.000881,0.001022,0.001217,0.005451,0.004992,0.003144,0.003597,0.005166,0.005143,0.000924,0.000838,0.001524,0.001675,0.000971,0.000826,0.00302,0.003325,0.004692,0.00528,0.000529,0.000616,0.00073,0.000755,0.000877,0.001013,0.000847,0.000908,0.000859,0.000933,0.002845,0.002871
320,0.001138,0.001098,0.00428,0.003765,0.003381,0.003977,0.006463,0.006577,0.003876,0.004123,0.007695,0.007306,0.005589,0.00567,0.000356,0.000434,0.000818,0.000697,0.000666,0.000764,0.00076,0.000877,0.000689,0.000905,0.004185,0.004115,0.000643,0.000409,0.008396,0.007672,0.002651,0.002704
321,0.000576,0.000827,0.002946,0.002885,0.000619,0.000705,0.000596,0.000608,0.001108,0.001578,0.002935,0.002715,0.000927,0.001255,0.000738,0.000811,0.000402,0.000402,0.000317,0.000354,0.003651,0.003829,0.000316,0.00032,0.004406,0.003474,0.005476,0.005832,0.001153,0.001232,0.000914,0.000705
322,0.000646,0.000768,0.000783,0.000747,0.000554,0.000637,0.000766,0.000778,0.000777,0.000807,0.001451,0.001585,0.000634,0.000851,0.005256,0.005707,0.000832,0.000628,0.001262,0.001232,0.00552,0.005391,0.000965,0.000666,0.000717,0.000739,0.005431,0.005804,0.000715,0.000771,0.000695,0.000701
323,0.007028,0.007423,0.000609,0.000517,0.000499,0.000523,0.000554,0.000608,0.000592,0.000719,0.00068,0.000649,0.000618,0.000602,0.004383,0.00489,0.004777,0.004272,0.000823,0.000773,0.000875,0.000973,0.008126,0.00819,0.000439,0.000472,0.000553,0.00061,0.000555,0.000539,0.00062,0.000646
324,0.002721,0.00279,0.000618,0.00071,0.001479,0.001993,0.001202,0.002057,0.001295,0.001189,0.00059,0.002373,0.000727,0.000777,0.00069,0.000576,0.006937,0.007228,0.005561,0.005756,0.00106,0.000705,0.006467,0.005934,0.000637,0.000654,0.000609,0.000859,0.003627,0.00323,0.005966,0.005332
325,0.000605,0.000591,0.000628,0.000621,0.008517,0.007712,0.006586,0.006076,0.00624,0.005741,0.000948,0.001031,0.003909,0.003638,0.000731,0.000526,0.001079,0.001027,0.004474,0.004128,0.000712,0.00074,0.003062,0.002889,0.004588,0.004842,0.000513,0.000765,0.001987,0.00175,0.003517,0.003473
326,0.000536,0.000488,0.006282,0.006309,0.005666,0.004981,0.001721,0.001826,0.003964,0.003612,0.01069,0.010693,0.004929,0.005278,0.000824,0.000594,0.000552,0.000487,0.000606,0.000682,0.001212,0.00077,0.000469,0.000488,0.003709,0.003778,0.000528,0.00049,0.004332,0.004795,0.000611,0.000527
327,0.000722,0.000767,0.002293,0.00241,0.000664,0.000851,0.001262,0.000938,0.000779,0.000636,0.002912,0.002938,0.000868,0.000991,0.002013,0.002452,0.000413,0.000466,0.000391,0.00045,0.004401,0.004883,0.000474,0.000514,0.000877,0.001316,0.008758,0.008602,0.000827,0.000909,0.001037,0.000762
328,0.00094,0.00103,0.000667,0.000637,0.000759,0.000756,0.00072,0.000883,0.000759,0.000866,0.000936,0.00076,0.000653,0.000813,0.005471,0.005233,0.000681,0.000746,0.000735,0.000825,0.000813,0.000927,0.001119,0.000976,0.002718,0.002787,0.002337,0.0025,0.000912,0.000804,0.000776,0.000742
329,0.006177,0.006569,0.003502,0.004045,0.000497,0.000519,0.000578,0.00067,0.000442,0.000502,0.000494,0.000493,0.000486,0.000656,0.000997,0.000822,0.003194,0.004096,0.000848,0.000801,0.0008,0.000882,0.005397,0.005454,0.000508,0.000582,0.000652,0.000575,0.000617,0.000526,0.000542,0.000514
330,0.000554,0.000617,0.000989,0.00066,0.00065,0.000689,0.004073,0.00438,0.000705,0.000662,0.000737,0.000901,0.002701,0.002641,0.000652,0.000659,0.007566,0.005395,0.007614,0.007763,0.000689,0.000714,0.003272,0.003026,0.002447,0.00262,0.000531,0.000772,0.001911,0.001752,0.007311,0.007159
331,0.001085,0.000501,0.000531,0.000573,0.009912,0.01041,0.002648,0.002439,0.004944,0.004906,0.001649,0.001808,0.00808,0.006853,0.000555,0.000553,0.003413,0.005159,0.003,0.00291,0.000704,0.000728,0.000796,0.000868,0.002808,0.002836,0.000543,0.000476,0.006869,0.006831,0.005983,0.005388
332,0.001203,0.001021,0.005774,0.006309,0.002052,0.001883,0.000881,0.00078,0.004905,0.0046,0.003823,0.003977,0.004507,0.00431,0.00089,0.000859,0.000461,0.000432,0.000463,0.000692,0.004305,0.004322,0.000422,0.000437,0.001278,0.00125,0.000699,0.000776,0.000701,0.000641,0.00129,0.000894
333,0.000888,0.000724,0.000834,0.000935,0.000613,0.000715,0.000878,0.000969,0.001,0.000977,0.000823,0.000857,0.001086,0.001198,0.005664,0.005262,0.000867,0.000748,0.000638,0.000708,0.000882,0.001046,0.000843,0.000829,0.000683,0.000655,0.007743,0.007939,0.000643,0.000759,0.000857,0.000748
334,0.004704,0.004836,0.000777,0.000711,0.000632,0.000696,0.000674,0.000941,0.000736,0.00065,0.000547,0.000587,0.001586,0.001848,0.002268,0.002084,0.000692,0.000838,0.000886,0.000823,0.000654,0.000825,0.00103,0.002427,0.000564,0.000592,0.003859,0.004115,0.00066,0.000865,0.00068,0.00075
335,0.001257,0.00145,0.000822,0.000766,0.000618,0.000751,0.002829,0.003291,0.000878,0.000753,0.000714,0.000652,0.001911,0.002055,0.000731,0.00074,0.003412,0.003416,0.000723,0.000694,0.00071,0.000799,0.011184,0.00938,0.000653,0.000723,0.000718,0.000726,0.000776,0.000856,0.00082,0.000807
336,0.000755,0.000654,0.000753,0.000654,0.002397,0.003728,0.015844,0.017283,0.000506,0.00045,0.000488,0.000442,0.006281,0.007059,0.000462,0.000449,0.006108,0.005708,0.006916,0.006571,0.000811,0.000999,0.002493,0.00258,0.003781,0.003509,0.000411,0.000568,0.004963,0.005411,0.008451,0.008351
337,0.000507,0.000414,0.001051,0.000971,0.007243,0.007179,0.003954,0.00411,0.005238,0.0056,0.004925,0.005556,0.002258,0.002403,0.000497,0.000455,0.000421,0.000547,0.002545,0.002594,0.005263,0.004994,0.000613,0.000548,0.002115,0.002918,0.003328,0.003733,0.000985,0.000824,0.018327,0.018589
338,0.002483,0.002301,0.004878,0.005011,0.000732,0.000799,0.001155,0.001119,0.002647,0.002936,0.001109,0.000923,0.001271,0.001406,0.00093,0.000851,0.000554,0.000471,0.000472,0.000474,0.003751,0.003627,0.000533,0.00041,0.00167,0.001804,0.005533,0.005441,0.001325,0.001399,0.003691,0.003535
339,0.00088,0.000651,0.002106,0.002384,0.00056,0.000512,0.000912,0.001009,0.000604,0.001025,0.000632,0.000599,0.00087,0.001427,0.021427,0.017688,0.000984,0.000751,0.000932,0.000723,0.000995,0.000979,0.000688,0.001293,0.000548,0.000516,0.004599,0.005213,0.000842,0.000683,0.003356,0.004263
340,0.015883,0.016608,0.001381,0.001055,0.003282,0.000752,0.001685,0.00207,0.000533,0.001967,0.010865,0.00999,0.001168,0.001156,0.002763,0.002416,0.001509,0.001351,0.007027,0.006437,0.001445,0.001551,0.014437,0.014115,0.000526,0.000528,0.002262,0.002318,0.00049,0.000472,0.002166,0.00288
341,0.001203,0.001286,0.005281,0.005513,0.004645,0.006248,0.003161,0.003624,0.003674,0.003828,0.001024,0.001048,0.003254,0.003126,0.001557,0.00137,0.003694,0.003565,0.005611,0.005907,0.000623,0.000653,0.006416,0.005705,0.002991,0.003114,0.001332,0.001353,0.00295,0.003293,0.001532,0.001555
342,0.000854,0.001142,0.00083,0.000809,0.003795,0.003465,0.009213,0.00925,0.000669,0.000658,0.004176,0.005228,0.003509,0.003725,0.001268,0.00131,0.006594,0.006382,0.002857,0.002959,0.006014,0.007217,0.000886,0.000902,0.000725,0.000805,0.000781,0.000941,0.01127,0.011586,0.001277,0.002002
343,0.001362,0.001288,0.001386,0.001076,0.002432,0.002246,0.001406,0.001184,0.005741,0.005628,0.005109,0.004654,0.003253,0.003366,0.002074,0.001966,0.002287,0.002854,0.000849,0.000689,0.004773,0.003658,0.001575,0.001457,0.006942,0.00782,0.001013,0.001019,0.000481,0.000469,0.0107,0.009703
344,0.002204,0.002391,0.010929,0.013676,0.000792,0.000711,0.001568,0.00157,0.002763,0.00229,0.003693,0.004802,0.007512,0.008566,0.002885,0.002517,0.000882,0.000794,0.000526,0.000504,0.000779,0.000685,0.005555,0.004869,0.000704,0.000853,0.001085,0.001837,0.000688,0.000786,0.003039,0.002337
345,0.001651,0.001562,0.002162,0.001725,0.000413,0.000858,0.002566,0.002224,0.000624,0.000556,0.000599,0.000628,0.000988,0.001011,0.007412,0.006631,0.001106,0.001242,0.000711,0.000692,0.001025,0.000903,0.00463,0.005146,0.000712,0.00082,0.007034,0.006211,0.000698,0.000632,0.002452,0.003338
346,0.002074,0.002312,0.001272,0.001062,0.000599,0.000612,0.005869,0.005673,0.000499,0.000572,0.000701,0.000686,0.002308,0.002471,0.001646,0.001921,0.001127,0.001772,0.00088,0.000771,0.007188,0.006829,0.003676,0.003945,0.001464,0.001585,0.001284,0.00099,0.000695,0.000588,0.011457,0.009282
347,0.003092,0.003003,0.003962,0.004136,0.000574,0.000658,0.001801,0.001806,0.000911,0.000658,0.002925,0.00411,0.002129,0.002329,0.001108,0.001032,0.010878,0.008968,0.003526,0.00404,0.001262,0.001244,0.002684,0.003159,0.002462,0.002239,0.001694,0.001653,0.015366,0.01265,0.002002,0.00195
348,0.001096,0.001047,0.00128,0.001129,0.004994,0.005586,0.001165,0.001119,0.00339,0.004054,0.00326,0.003247,0.001049,0.001091,0.001987,0.001703,0.005256,0.005011,0.013354,0.012216,0.001444,0.001617,0.001364,0.001474,0.00058,0.001162,0.001078,0.001081,0.000885,0.000683,0.005811,0.00573
349,0.010338,0.01032,0.00665,0.007343,0.003202,0.003131,0.001819,0.002008,0.003387,0.003337,0.000699,0.000785,0.002353,0.001351,0.001313,0.00141,0.001144,0.001248,0.000987,0.000924,0.002217,0.002566,0.002804,0.002676,0.000667,0.001015,0.001395,0.001397,0.000764,0.000731,0.004279,0.004274
350,0.006757,0.006409,0.004506,0.003782,0.000581,0.000608,0.001102,0.001196,0.000425,0.000423,0.001442,0.001561,0.001005,0.001211,0.00708,0.007409,0.001031,0.000943,0.001019,0.000923,0.000747,0.000664,0.000917,0.000884,0.001587,0.003034,0.016406,0.0159,0.001027,0.000966,0.002644,0.002851
351,0.001143,0.001542,0.001191,0.001187,0.000595,0.000859,0.002231,0.001791,0.000759,0.000653,0.000781,0.000682,0.002782,0.003602,0.002301,0.002257,0.001045,0.001159,0.003855,0.003813,0.000797,0.000631,0.001871,0.001949,0.001662,0.001867,0.003261,0.003518,0.000678,0.000606,0.001686,0.001876
352,0.002156,0.002451,0.003628,0.003711,0.006487,0.007862,0.006098,0.005312,0.000578,0.000653,0.000606,0.000492,0.005178,0.005426,0.00093,0.000946,0.001719,0.00144,0.001809,0.001691,0.000918,0.000932,0.009649,0.009343,0.004284,0.004293,0.001243,0.001718,0.003721,0.003797,0.001328,0.001425
353,0.000865,0.000831,0.001128,0.001183,0.00052,0.000528,0.0053,0.006239,0.000947,0.000902,0.008057,0.008494,0.001378,0.00142,0.008411,0.008995,0.002544,0.00269,0.005468,0.005785,0.000661,0.000639,0.000976,0.001017,0.000809,0.000915,0.002422,0.002285,0.00317,0.002843,0.001662,0.001546
354,0.001112,0.001311,0.001848,0.001871,0.006014,0.005962,0.001123,0.001196,0.005833,0.0047,0.000694,0.001088,0.001355,0.001772,0.001865,0.001882,0.002307,0.001952,0.002701,0.002628,0.006855,0.00717,0.000889,0.000815,0.000571,0.000799,0.001851,0.001429,0.000951,0.00081,0.013369,0.011156
355,0.004855,0.004647,0.003507,0.003632,0.000968,0.000934,0.000819,0.000815,0.008003,0.006993,0.000756,0.000624,0.001019,0.000957,0.002073,0.002005,0.001387,0.00153,0.001527,0.001447,0.001296,0.001169,0.001679,0.001632,0.007815,0.007147,0.004537,0.004196,0.001075,0.0012,0.005116,0.005746
356,0.001585,0.001935,0.001823,0.001846,0.000634,0.000687,0.00099,0.001029,0.000952,0.001104,0.000834,0.000672,0.002196,0.0015,0.004492,0.003952,0.001325,0.001357,0.000806,0.000716,0.000697,0.000623,0.003256,0.003506,0.000755,0.00062,0.002897,0.002804,0.002586,0.002734,0.002692,0.00263
357,0.001613,0.001694,0.000846,0.000839,0.000555,0.000754,0.003765,0.003353,0.00109,0.000631,0.000691,0.000672,0.012046,0.011583,0.004968,0.005384,0.011317,0.013237,0.001975,0.001678,0.001257,0.001235,0.00571,0.004977,0.003174,0.003084,0.000899,0.000868,0.000651,0.000761,0.002307,0.002672
358,0.00121,0.001357,0.000712,0.000868,0.000426,0.00049,0.003734,0.003748,0.0008,0.000821,0.004867,0.004319,0.012873,0.012541,0.001277,0.001291,0.001059,0.000797,0.001839,0.001702,0.000686,0.000607,0.007843,0.00755,0.000691,0.000783,0.001068,0.001152,0.002644,0.002377,0.001751,0.001649
359,0.001327,0.001159,0.001394,0.001412,0.003903,0.003009,0.001137,0.0012,0.000689,0.000725,0.001679,0.002842,0.001869,0.001892,0.001223,0.001084,0.00669,0.006675,0.011152,0.011593,0.000473,0.000473,0.001733,0.001526,0.001144,0.001344,0.001293,0.001318,0.000945,0.000841,0.00315,0.002945
360,0.003753,0.003872,0.003678,0.00359,0.005771,0.007625,0.001642,0.001716,0.00514,0.004783,0.000591,0.00059,0.001238,0.001174,0.003261,0.003377,0.001226,0.001524,0.001915,0.001374,0.00685,0.006697,0.001673,0.001432,0.000674,0.000796,0.002161,0.001916,0.000444,0.000533,0.02286,0.02291
361,0.005961,0.006197,0.004912,0.004864,0.000574,0.000585,0.006948,0.006733,0.000796,0.00063,0.000491,0.000738,0.001223,0.001436,0.003907,0.003657,0.001328,0.001351,0.001855,0.00309,0.000569,0.000545,0.002133,0.002415,0.000592,0.00051,0.004462,0.004717,0.000651,0.000571,0.012266,0.011932
362,0.005323,0.005932,0.002925,0.003422,0.000559,0.000584,0.003211,0.00297,0.000581,0.000673,0.000693,0.000672,0.00123,0.001136,0.001195,0.001105,0.002708,0.002807,0.000765,0.000734,0.000456,0.000428,0.003363,0.003413,0.002256,0.002728,0.001741,0.001379,0.00191,0.001711,0.010491,0.010526
363,0.002521,0.001813,0.001095,0.001093,0.000607,0.00112,0.0019,0.002407,0.000469,0.000492,0.003117,0.003139,0.014502,0.014842,0.001144,0.001303,0.001434,0.001528,0.000865,0.000826,0.0005,0.000567,0.00471,0.004771,0.004797,0.00467,0.001032,0.000965,0.005326,0.005637,0.00325,0.00316
364,0.000809,0.000807,0.001011,0.001038,0.000574,0.000828,0.001335,0.001209,0.000807,0.000679,0.003667,0.003703,0.002014,0.003424,0.001176,0.001356,0.005582,0.005782,0.002449,0.002298,0.000703,0.000626,0.005309,0.005306,0.000506,0.0006,0.000943,0.001055,0.000718,0.000733,0.002668,0.002864
365,0.00107,0.001127,0.005598,0.005567,0.004894,0.004761,0.001166,0.001694,0.001388,0.001456,0.000823,0.000804,0.001151,0.001413,0.001497,0.001512,0.004278,0.003615,0.004178,0.004861,0.00511,0.005255,0.001681,0.001555,0.000788,0.000615,0.001104,0.001035,0.00064,0.000805,0.002418,0.002409
366,0.006096,0.005848,0.003122,0.00414,0.001592,0.001844,0.000869,0.000933,0.005885,0.005944,0.000625,0.000541,0.000851,0.000624,0.005382,0.005049,0.001551,0.001572,0.004105,0.003964,0.003762,0.003888,0.001644,0.001592,0.000537,0.000629,0.004411,0.004379,0.00061,0.000642,0.004702,0.004888
367,0.003048,0.003388,0.000934,0.000993,0.000579,0.000739,0.002857,0.003164,0.000709,0.001258,0.000833,0.000677,0.000627,0.000665,0.002891,0.002721,0.003063,0.002838,0.00107,0.000756,0.000581,0.000535,0.003216,0.002902,0.001988,0.001945,0.007436,0.007941,0.000878,0.000796,0.006164,0.006003
368,0.001724,0.001655,0.00096,0.000975,0.000561,0.00058,0.002496,0.002656,0.001092,0.000628,0.000441,0.000526,0.002098,0.002195,0.001257,0.001098,0.001251,0.001276,0.00106,0.001207,0.00058,0.000542,0.005645,0.005699,0.006652,0.005067,0.001065,0.000959,0.005894,0.005699,0.012151,0.010217
369,0.001193,0.001215,0.001233,0.001248,0.000459,0.000466,0.002201,0.002468,0.00072,0.000748,0.008325,0.008709,0.00392,0.003869,0.001263,0.000986,0.001602,0.00165,0.001723,0.00178,0.000484,0.000525,0.00418,0.004006,0.000677,0.00086,0.000986,0.001007,0.00209,0.001907,0.002385,0.00163
370,0.001011,0.000935,0.002916,0.003002,0.000623,0.000663,0.000614,0.000625,0.000564,0.000562,0.000823,0.00101,0.000527,0.000691,0.00511,0.005085,0.006787,0.006572,0.007284,0.007397,0.000723,0.000662,0.000993,0.001163,0.000748,0.000697,0.001323,0.001514,0.000731,0.000675,0.001912,0.002819
371,0.002231,0.00228,0.004205,0.004478,0.007218,0.006503,0.000615,0.000599,0.00544,0.005548,0.000608,0.000613,0.000602,0.000707,0.003347,0.003223,0.00121,0.001101,0.00164,0.00167,0.005385,0.005867,0.001962,0.001747,0.000529,0.000603,0.003717,0.004229,0.000647,0.000695,0.002076,0.00218
372,0.004153,0.004156,0.000533,0.000691,0.001832,0.00218,0.001649,0.002115,0.002588,0.002583,0.000877,0.00067,0.000685,0.000841,0.010021,0.0098,0.001162,0.001157,0.001122,0.00127,0.003725,0.003647,0.003774,0.003558,0.001368,0.001841,0.004291,0.003842,0.000664,0.000708,0.002008,0.001765
373,0.001043,0.001089,0.000613,0.000676,0.000875,0.000958,0.002967,0.002247,0.000924,0.000716,0.000526,0.000632,0.001443,0.001801,0.000752,0.000708,0.00161,0.001658,0.001734,0.001839,0.00074,0.00052,0.001034,0.000914,0.005713,0.0049,0.000691,0.000782,0.000679,0.000693,0.007676,0.006906
374,0.000478,0.000528,0.000443,0.000512,0.000441,0.000735,0.004907,0.004695,0.00066,0.001324,0.003201,0.003337,0.005194,0.005562,0.000806,0.000644,0.002243,0.00182,0.001654,0.001398,0.00088,0.000903,0.003016,0.003562,0.000774,0.001237,0.000757,0.000914,0.007126,0.006773,0.00715,0.008883
375,0.000697,0.000693,0.005796,0.00545,0.000695,0.000623,0.00078,0.000778,0.000945,0.000906,0.006819,0.007286,0.000819,0.000985,0.000836,0.000818,0.005626,0.005618,0.004212,0.003733,0.003006,0.003136,0.000969,0.000739,0.000705,0.000714,0.000836,0.000767,0.000927,0.000877,0.002091,0.001404
376,0.000784,0.00074,0.002889,0.003272,0.001583,0.002268,0.000629,0.000676,0.000747,0.000719,0.00077,0.000617,0.000636,0.000772,0.003893,0.003536,0.002978,0.00307,0.003958,0.003928,0.000799,0.000618,0.00091,0.000831,0.000561,0.000605,0.002242,0.002046,0.000767,0.000981,0.002185,0.002378
377,0.003713,0.003008,0.000829,0.000851,0.008235,0.008686,0.000506,0.000573,0.005541,0.005339,0.000621,0.00071,0.001617,0.001681,0.002142,0.002171,0.000839,0.000804,0.001193,0.001059,0.008678,0.00659,0.001717,0.001423,0.000531,0.000488,0.003364,0.003068,0.000571,0.00051,0.000818,0.00089
378,0.005081,0.007075,0.002786,0.003067,0.001003,0.001047,0.003169,0.003084,0.005325,0.005214,0.000829,0.000592,0.000592,0.00077,0.00111,0.001188,0.000595,0.000563,0.001584,0.001542,0.007797,0.007484,0.001255,0.001374,0.004402,0.00409,0.000721,0.000666,0.000672,0.00069,0.000848,0.000704
379,0.00376,0.002584,0.001955,0.001926,0.000565,0.000612,0.003805,0.003731,0.000558,0.000561,0.0005,0.000541,0.002998,0.003016,0.000545,0.000555,0.000735,0.000506,0.003254,0.003701,0.000624,0.00074,0.003323,0.003383,0.003224,0.003823,0.000467,0.000484,0.003,0.002887,0.012912,0.013094
380,0.000588,0.000504,0.000622,0.000512,0.000574,0.00057,0.000913,0.0009,0.000694,0.000702,0.007155,0.008364,0.001125,0.001357,0.000673,0.000756,0.003428,0.00364,0.004273,0.004593,0.000693,0.000874,0.000759,0.000772,0.000674,0.00076,0.000618,0.000778,0.005744,0.005759,0.005785,0.005733
381,0.000638,0.000719,0.006624,0.006057,0.000758,0.000733,0.000823,0.000716,0.000644,0.000586,0.001983,0.002104,0.000705,0.000865,0.006258,0.00503,0.003078,0.003421,0.003011,0.003192,0.00093,0.000753,0.000768,0.001013,0.002685,0.003032,0.001352,0.001458,0.000804,0.001063,0.000673,0.00064
382,0.000517,0.000498,0.001994,0.003505,0.003612,0.003129,0.000492,0.000553,0.001503,0.001339,0.000542,0.000614,0.000698,0.000747,0.001115,0.001519,0.000773,0.000656,0.000758,0.000592,0.000865,0.000776,0.003965,0.004317,0.000674,0.000894,0.008309,0.008082,0.000723,0.000668,0.000794,0.000722
383,0.001736,0.001899,0.000497,0.000551,0.004272,0.005362,0.002501,0.002645,0.012599,0.012214,0.000549,0.000696,0.000666,0.000989,0.003828,0.003407,0.000779,0.000932,0.000748,0.000613,0.005261,0.005292,0.002855,0.002589,0.003955,0.004092,0.001877,0.001574,0.00081,0.000753,0.000775,0.000713
384,0.004024,0.004206,0.000752,0.000766,0.001107,0.001211,0.002851,0.002824,0.000846,0.000955,0.00066,0.000882,0.002898,0.002499,0.001055,0.000796,0.000462,0.000493,0.002153,0.0022,0.003214,0.003105,0.001353,0.001239,0.003913,0.004152,0.000695,0.000901,0.000742,0.000724,0.000768,0.000934
385,0.001006,0.001041,0.000513,0.000557,0.000714,0.000763,0.003732,0.003481,0.000459,0.000496,0.003479,0.003477,0.011584,0.011547,0.000475,0.000506,0.001843,0.002143,0.003244,0.003119,0.000616,0.00066,0.002647,0.00282,0.00042,0.000432,0.002548,0.002554,0.002744,0.002684,0.009786,0.009524
386,0.000977,0.000824,0.002569,0.002546,0.000992,0.000906,0.000577,0.000741,0.000996,0.000846,0.01048,0.009835,0.000754,0.001199,0.001119,0.000828,0.005759,0.005377,0.002174,0.002574,0.000531,0.00056,0.000654,0.000671,0.000834,0.000812,0.000688,0.000716,0.003668,0.003385,0.003105,0.003086
387,0.000616,0.000548,0.001857,0.001905,0.000653,0.000611,0.000595,0.000621,0.00305,0.002879,0.001034,0.000682,0.000681,0.000726,0.007271,0.00787,0.001767,0.001761,0.000993,0.001004,0.000733,0.000709,0.000761,0.000644,0.000684,0.00065,0.0029,0.003061,0.001061,0.000676,0.000687,0.000669
388,0.000653,0.000686,0.000705,0.000715,0.001774,0.001884,0.001047,0.00117,0.015835,0.008911,0.000467,0.000497,0.000442,0.000491,0.001013,0.000983,0.002354,0.00251,0.000779,0.000852,0.002717,0.003364,0.005342,0.004697,0.000514,0.000465,0.006577,0.008007,0.000963,0.000973,0.000489,0.000492
389,0.004738,0.005241,0.000738,0.000517,0.0021,0.002245,0.00214,0.002158,0.006556,0.009681,0.000607,0.000656,0.000686,0.000761,0.000763,0.000625,0.000565,0.000616,0.000605,0.000714,0.012347,0.012457,0.000652,0.000614,0.006751,0.006415,0.000708,0.00055,0.000634,0.000555,0.000744,0.001265
390,0.004232,0.004317,0.00048,0.000622,0.001097,0.001159,0.003646,0.003946,0.000933,0.001035,0.000735,0.001986,0.009478,0.009859,0.000908,0.00074,0.000534,0.000878,0.000597,0.000538,0.003435,0.003253,0.002362,0.002752,0.001494,0.001463,0.000708,0.000546,0.000579,0.000654,0.000619,0.000503
391,0.000488,0.000749,0.002144,0.002283,0.000576,0.000728,0.000677,0.000727,0.001047,0.000664,0.006782,0.006556,0.004632,0.005153,0.000847,0.000599,0.002856,0.003053,0.005021,0.005325,0.000632,0.000672,0.003934,0.003193,0.000656,0.000595,0.00078,0.000686,0.006918,0.007228,0.005742,0.007147
392,0.00076,0.000552,0.010316,0.009378,0.000654,0.000642,0.000705,0.000933,0.000688,0.000529,0.000615,0.000654,0.000684,0.000614,0.003385,0.003379,0.003276,0.00324,0.001378,0.001462,0.000674,0.000738,0.00095,0.001063,0.00072,0.00088,0.001241,0.001459,0.007154,0.00723,0.003361,0.003093
393,0.000658,0.000818,0.001605,0.001707,0.000723,0.000831,0.000768,0.000826,0.000747,0.000843,0.000731,0.000783,0.000477,0.00063,0.011228,0.011161,0.000717,0.000609,0.000578,0.000684,0.000621,0.000564,0.002157,0.002281,0.000605,0.000562,0.010708,0.010587,0.000548,0.000607,0.000688,0.000476
394,0.000581,0.00069,0.000556,0.000808,0.004979,0.00478,0.001395,0.001909,0.006204,0.006256,0.000691,0.000602,0.000682,0.00077,0.001347,0.001338,0.000652,0.000621,0.000677,0.000587,0.001688,0.001487,0.001029,0.001005,0.004745,0.005388,0.000748,0.000835,0.000779,0.000669,0.001045,0.00085
395,0.00524,0.005329,0.000682,0.000758,0.001753,0.001641,0.001798,0.001972,0.002805,0.003018,0.00079,0.000805,0.003593,0.004039,0.000545,0.000608,0.000832,0.000754,0.000758,0.000643,0.009664,0.010015,0.004222,0.004827,0.006237,0.006336,0.000599,0.000567,0.000605,0.000623,0.000745,0.000766
396,0.001943,0.002097,0.000577,0.000645,0.000696,0.000597,0.001006,0.001007,0.0019,0.000902,0.00395,0.003979,0.008873,0.008774,0.000955,0.000725,0.002478,0.002084,0.002985,0.003222,0.000714,0.000666,0.000882,0.000749,0.000631,0.000626,0.000654,0.000686,0.000606,0.000593,0.000745,0.000681
397,0.000604,0.000616,0.005016,0.005157,0.000865,0.000953,0.000911,0.000655,0.00066,0.00068,0.003399,0.003186,0.001225,0.00074,0.000535,0.000639,0.005143,0.005185,0.00627,0.006164,0.000673,0.000665,0.000696,0.000537,0.00117,0.000904,0.000748,0.000804,0.005241,0.00504,0.00783,0.007726
398,0.000723,0.000739,0.003724,0.004245,0.000727,0.000711,0.000654,0.000706,0.000765,0.000608,0.000775,0.00074,0.000916,0.000852,0.003679,0.004251,0.000685,0.00077,0.00063,0.000747,0.000668,0.000698,0.001185,0.001256,0.000791,0.000975,0.010219,0.009844,0.004327,0.004491,0.003472,0.004267
399,0.000554,0.000528,0.000456,0.00049,0.000501,0.00072,0.002524,0.0023,0.000467,0.000386,0.000516,0.000528,0.000529,0.000539,0.002332,0.001369,0.000668,0.000774,0.000881,0.000928,0.000695,0.000758,0.002072,0.002048,0.001795,0.00069,0.006659,0.006224,0.000722,0.000628,0.001012,0.000981
400,0.000588,0.000575,0.000619,0.000664,0.006837,0.007076,0.001035,0.000794,0.005997,0.005976,0.000709,0.000839,0.000618,0.000704,0.000621,0.000563,0.000873,0.000829,0.000711,0.000629,0.007321,0.00862,0.002886,0.001502,0.014759,0.013447,0.000851,0.000492,0.000661,0.000564,0.000427,0.000501
