op_queue_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,0,0,0,0,0,0,0,0,0,4408,0,0,0,0,0,0,0,0,0,9026,0,4548,0,4408,0,0,0,0,0,0,0,0
1,1652322,1510924,3200903,1916401,1671256,3309137,2525498,2694863,1898158,173142,1199929,925369,2506783,3037619,24304,968486,5040502,4089313,815850,411292,532096,1721044,1215413,169550,3194254,2786692,666549,1473972,2383917,3465034,1684522,82466
2,3684453,4254430,6742675,7963884,7970143,10650198,7566759,8259720,15710,96864,5228752,1841818,60550,1310281,1519132,713324,3900014,1046697,223449,706502,163183,305688,2337101,2303795,9376239,10176278,3798184,12732077,9690964,5593328,5706704,2296501
3,7755372,10926631,18413417,17762202,20625807,23244235,7842229,13833925,7383552,7661787,10835688,10018970,4987289,5680050,8998378,6207481,16899777,9843719,5420915,6007488,5578147,10853936,7243279,7579892,24587339,25747663,19255428,31714545,26574957,19064116,21753825,20297207
4,36441838,39194941,44947713,41712063,42022172,44946327,25126379,32978659,27022665,23171808,28526922,29220802,22069379,27770586,27622177,22497364,36807456,24582399,28563447,26571307,21901769,28423425,22265861,26831263,42829881,45164513,36241804,50672770,52227060,49321795,48531657,45020074
5,33774475,42372377,50618294,45934586,39585707,45951877,37092418,47314058,39905419,35260961,43611842,40338977,21849956,29521926,49035066,40658624,36109646,22440767,28134958,28748856,22311009,29286706,23725409,28002811,52930616,56494120,29551998,44658700,67261635,61472259,56882164,58277745
6,31329743,39919333,53688289,51218553,42589088,49830754,36392668,53126623,36053463,31718486,60572791,55540096,45390602,56933549,62302643,52110751,62263715,43639701,34985665,36579496,22105917,29321280,38653652,43064665,55343308,63370328,25869307,42016615,83114260,75366569,69955250,70525397
7,29942505,40719862,62876655,59708974,56337156,67397819,33225845,49550778,32378266,32571605,58101779,54094554,53957311,67054782,63600571,46433157,70983516,47931310,43936656,46688740,42314899,48373647,62313591,66892380,57629994,69036463,25073970,41829125,80591021,75365380,72688198,72324667
8,36485311,47671088,70457033,65907482,54777394,68909115,28775978,46840356,28825553,27393589,54186655,52742400,58523960,77300004,69987599,48318483,65112409,41115144,45883060,43747860,52719724,62609788,64369236,74008143,73377624,88224024,45449025,64763392,100195086,95201630,88239602,87600371
9,58195100,74955943,94339024,89593637,58739636,74660567,30562185,51262325,32430926,31597857,68332142,64627299,70474616,89805429,79323698,57757564,73240556,45103165,55941091,57432757,62681185,70458696,76555168,84181190,86089380,105955143,46085943,67611325,117797066,111915464,105894411,104801707
10,29358107,50474584,74817317,68500775,67704131,85629028,44122988,64434910,20447508,20527972,59974206,47400242,46386603,68340665,91486547,68379862,64739013,32590722,38501888,37262843,41865404,50152006,63445703,71699380,64416623,85620032,29879152,51172832,98445211,91173052,93134685,94937790
11,22781594,43129132,76233553,69640572,66693754,84737856,44556691,69787983,31261220,28296971,66517636,62142804,52358533,76411030,83811383,60282708,75718395,41057969,38429486,31417235,43783527,50642558,54503615,63802682,59967096,79296537,25664616,48337034,94195820,86017974,92465664,91798426
12,27681246,49933442,81642973,66470109,61379715,84180579,41549722,67463650,32191810,32515876,62008022,62207126,65436205,93634312,76759742,53013572,79427310,40482858,53804090,52659451,56247556,64065984,63886862,72242907,56893600,84590928,20628585,48043245,101535205,91537621,92407176,91654766
13,7294711,34369917,64579667,55641965,46123558,67744478,27265972,55035340,19026646,17781517,52548442,46388144,57546403,88693446,73624147,46689277,75219244,30444812,44810368,46982978,44263625,54822856,63680917,74721038,75868910,100644755,19960381,48655948,107866126,103453176,86844547,85896558
14,9840168,28174949,70567966,60634150,23941984,50718810,3780500,35481834,60460,0,35555560,31319983,41706134,72314725,53899604,27931458,60954704,14692474,26377418,27664451,29384142,41779066,49562078,61675306,61986013,88620782,8227489,40132570,93021003,87273056,96673153,97568646
15,16622859,36970431,67600957,55443941,40335412,71378238,3489173,40582023,2459183,323937,37038026,31412224,42324110,75358948,70791575,44861307,64654367,14533594,27334097,26381449,29725178,40721372,49664943,63261371,58052630,88843814,5686501,39295621,94662879,88157800,95002342,97280446
16,9401658,32200526,61487357,46327677,29968908,64108081,11708530,51825634,12092274,9820748,48387996,44068245,28252442,63951942,64359393,38066167,53282847,5027607,16716548,14714636,21278425,29331289,42010446,51065182,48903599,83321741,4342491,31305299,86078370,77268566,87250850,92072048
17,11292538,36067172,65410759,51229027,28985931,67988056,15298929,60600466,11016087,10882339,47253741,43848398,45991461,82482138,63570537,32795851,68386016,18620921,30684248,23959981,22215584,35894653,36485451,46237699,54658972,89353262,13773971,33893721,89308488,76827139,95614421,98253581
18,157112,24606531,55716123,38926572,20429132,61985733,5428111,50676649,5700064,8175342,45501469,36452228,46418793,86897486,61395564,27989199,63667360,11277283,29602566,23043502,38791068,49721815,55773059,67865210,42280201,79411139,0,22664799,93005514,80164147,85677198,87876804
19,4843351,6759345,49338083,23379404,5089327,41804379,4815647,32273038,1566488,3640119,23439129,9351413,19937396,65552003,41514119,8080166,40717656,344909,5774484,5997,19761278,32657068,34414917,48372852,39883619,80497972,12694733,20355156,77679016,72738797,79995212,81908544
20,14393633,16988746,48407031,33975608,4609725,31324574,4913909,23435827,6067,169246,11711202,0,13417884,57717463,45704334,1399838,38908891,1378411,1034307,1885303,12880237,25161469,26844076,43591204,27762469,79000490,4039211,15473933,75841088,71012543,80439631,84374780
21,0,1292598,32437693,15365450,9775444,35188682,6837621,20216058,23988,36262,18155238,1918129,6516770,53488530,44080857,4357466,36316344,1508589,1623162,1240060,8636510,22979011,23169521,37567751,10319864,65276205,247557,2027866,67566509,58297917,67796701,75627734
22,10315395,11557386,31485361,11644716,11843661,36262080,11943352,18975788,20220853,22305102,13612740,24738728,11812381,42611914,33138753,13229924,23633384,10742868,13423677,8721028,11368539,11694535,9694519,24403963,11329891,62139566,10795108,11487884,65865374,52623679,64356175,72978461
23,14158852,14929822,32699986,15678245,18268790,41914419,16059375,26639880,22337764,27670898,17185772,29327416,35575214,68837348,38084566,16513840,43223736,32580262,36415365,33861309,14497816,16020068,15576395,29775032,12236272,67150086,15580934,19447626,78244506,58100069,69548006,80761991
24,8296402,10033128,24783390,9165220,9493515,38564641,10000156,18786772,19397305,24047743,10163428,25451880,31051226,69454969,32899223,10921716,39714793,20784379,24521826,26213749,24557388,24175482,29882582,43543175,11618663,64671658,8563607,9694741,79611355,72846253,62086073,75318818
25,1614108,1615129,16974722,12898864,265898,8210817,2663746,826623,339647,247697,0,185166,2358675,44985360,4863203,0,17872183,3112914,3967317,9797909,8992748,10946340,13554911,28875821,2893236,59252047,3715834,4277189,52838007,45060433,54889093,65758415
26,16494291,16431428,16116341,11524945,3261188,6956680,4119167,3573656,1255140,1240865,1562422,628728,1122716,44088371,14363864,10316591,15535501,1365046,2253710,4936526,2521994,8222023,7440395,25240188,3440923,63578063,2067844,6119218,50476999,46260667,61127136,69240908
27,780648,993804,1142813,416307,2090146,4088692,9117203,7963207,3978996,3006584,955961,8255654,2845581,26858386,1136886,1188088,338772,1070814,968655,910616,197020,859449,725240,7053641,470000,42606127,804391,650960,31848552,25383037,42715386,53731898
28,5225502,6453510,8584474,7374037,7285605,7390774,13342753,13132840,20322108,21461065,12224756,9547517,10947553,34287166,9895191,8643359,16224537,14844645,12859866,9977078,9180055,12948036,10284564,10224845,1826039,44573661,3913344,6164878,33865859,29302302,48295032,59484173
29,8315548,9226141,11284441,8805342,9487156,7972296,9068463,9534782,13548996,9449780,7450493,7769979,22978031,51629408,8075435,6780457,15459308,12119336,21382620,20673446,8396198,7481989,9168510,7677679,7982890,39720334,7550068,6554642,38995246,36157202,46070397,55946406
30,4258539,12573463,21531781,6352535,4866009,9721570,8277676,11298261,15776880,12947552,9456716,12195290,25883909,58506709,13206327,11186669,17967021,11924889,23229286,22987406,26026098,28642230,28652421,29324709,8598498,46534621,2605147,7530951,35152361,35400892,50420425,58246266
31,5202325,3573207,12655951,17801864,2729993,4543443,4417366,2440556,592676,2428673,1185947,408945,14304098,46317153,849456,2325289,2694606,229846,8304120,6199180,9155332,14975196,13403919,17033461,11716983,51066566,8070529,13785113,20303458,22662028,52908129,64449541
32,7739778,10007775,2171088,4607823,2863041,2612048,2692955,3579548,644158,724610,9641783,2635517,2168387,33960435,8512224,10413319,60670,0,1215442,30125,3755847,8814699,7115431,14245388,726395,43105826,1047036,4904937,9918823,10061351,49738132,56788365
33,2663215,5749271,4994437,6154284,13115724,14773089,12007155,14322684,12822519,7955431,7676069,14705244,7506228,31811328,5300873,5737528,7649689,6426669,8074280,7797222,5594574,7467749,9277827,9203092,6777972,39137377,5281890,5472219,3306568,4562134,46322090,53952136
34,578191,6350575,6548406,4119155,9963655,15771712,9764984,13172620,15678058,18476626,12054635,18719866,7717616,34655112,2107297,133124,13146001,11730389,13353160,7369732,4452531,8929412,11583410,13501679,490762,37840492,2201283,5759509,789486,3463849,50081904,52344521
35,2068999,4116110,2357444,3048032,3066169,5834215,4476140,4899074,4653063,6064726,6184625,5835965,14657816,49079325,4638963,3516323,10845762,6333383,16754636,12283466,4413574,7688862,6403492,8799975,646608,25762277,510894,1740290,13407722,11030852,41421750,41267204
36,3252910,1256616,12697965,14488844,568723,4851384,2081518,5274744,3886655,6241509,4566229,5455774,5248685,39820889,4904237,2294954,8103209,4646658,4902831,6589463,15579014,16216901,16425250,21651639,3696046,18294190,1706344,5556708,5441534,6198019,35811915,33916157
37,3307484,1932684,2291477,5036585,2617240,1753900,3685528,4744062,1755866,916648,1434449,0,493743,30057235,1053978,1664791,1559750,523588,1642203,154411,7833035,3690131,7874139,15136823,10711734,28562968,11323620,16104218,2326648,2947454,42205449,38491609
38,6318099,6025652,6131492,6562675,3869160,6850216,4784717,4138762,4598215,3068765,4651342,8139016,2653397,7866357,11586280,4685475,595482,1564417,66317,1533592,613963,96652,0,0,6012503,12477266,6665575,6806726,7658982,6099401,26188986,23551666
39,2665566,3248529,1728191,819541,4668289,12660898,9219024,9568273,10871010,8162689,363110,0,78731,1780933,2849157,387168,308367,411261,408525,181100,689258,0,163109,126987,2490399,2786766,1092521,4035419,1011054,734743,17256861,13529027
40,19183268,22203421,20956915,19411591,20285099,33176147,24287033,28754959,34438368,30536733,20841327,19720396,20242175,26212571,17302958,18899204,22892918,22918802,19584927,28578964,21702940,21276097,24825579,22174375,12028098,18858893,15878602,23497098,15328103,19354497,40651748,33615893
41,17181455,18338596,27408885,18023374,15140650,32875562,19581876,26262851,26976564,27650760,16040812,11437382,41434437,48936774,14577364,13245010,37813616,34322722,33704892,43797336,16325973,14554210,19005604,16594957,11959296,17764377,15648330,24351781,29930715,37396615,37412133,33128456
42,12201124,13680352,22266331,36216583,11784642,29155032,12536384,21917834,20679285,20840901,13739873,13100989,36261216,47448421,14013302,13708103,30141369,27144136,25543556,38283476,29601551,30281685,32899392,27148435,20038879,14109336,17820637,21196497,22333686,30903495,33303274,27403920
43,1814255,1093577,4472424,16921309,2307158,11624380,1267274,2683417,2138752,2300461,6326062,4199164,19061082,33806572,1335131,2143069,13352466,9986797,9568349,26262046,13870675,15199389,15905279,10790062,5369786,22042109,11184359,24283417,3181652,8728851,32452068,26652522
44,16201261,20898491,13138954,11509451,11045267,11910194,11203633,10132854,10308704,15182781,9702517,9680956,14366413,31338119,22259342,18274624,13623684,10988342,14523368,25291950,15362924,14605138,14602513,12989560,9462719,23296706,12224488,28359018,14985953,12783212,34365256,31647169
45,10657323,15511910,7229736,7813889,18971028,21510202,25943395,25070989,14761929,19286611,8812389,8183935,16695249,34428638,20838941,17298531,12938661,6759030,8691714,25769260,15104254,15403789,15528693,13869899,173767,19701098,8829925,28316695,10087556,12444142,36232644,33494629
46,1453490,11463540,4936077,365846,13500448,13306520,19794489,21999517,24118948,26776219,3517233,4290624,11461953,31114965,14697199,9099685,24332075,16149196,9549932,21528333,6167439,7782673,9230761,8938250,390394,15390144,864291,21248627,5639884,9565047,32357446,25543620
47,3185193,7748867,10931400,17269893,6288388,10783062,12335613,18978722,16655026,15296543,6236836,3752446,24447313,43686567,9831651,5326856,23348783,11673359,18618191,32447727,6753062,6543249,9587291,7153910,7835059,8293363,4802218,15932843,16241268,21417423,27516720,22532655
48,0,0,0,0,0,108506,229986,0,0,1291472,0,30335,8891896,29256432,102859,217362,3711622,0,0,14243440,9005086,8161458,6339911,6040487,927277,11974638,6754684,4811861,42259,311803,10587658,6778701
49,4194001,931343,2212997,1566138,1466330,1423756,1091681,853522,102649,0,251413,8559080,115063,18201,5997,6067,480979,36332,205788,0,0,12134,0,18201,30265,0,1102654,1123842,611822,132844,9450206,9912698
50,10977824,26736498,9800470,10706851,11183898,10787052,9633960,11360873,10633119,11313837,9891691,10815917,11218830,9479228,20909516,9114129,12501493,8646264,12106152,8211260,10233199,11116951,12985249,9263873,9028246,14044512,10388765,10668436,10749594,8774056,9846107,8307416
51,12229633,32007520,9265483,12044642,32468547,30226371,26800061,24424223,23613520,19850183,12042635,11963811,9440662,13929910,23761946,11562677,16645669,9209824,12726573,13521420,13336190,12452292,13879373,14386090,11167266,20913839,11112366,13678258,13024544,10600719,13367902,16120774
52,10104415,31825504,26485347,19731462,33786440,37337176,28144975,30575007,28638333,29014353,22904708,19343793,14314097,20906903,28661615,17460957,36388950,24894597,20194666,19089702,16581207,16962524,19677886,19677262,12228210,23891733,18348338,24297254,22111838,18096872,20912457,22503726
53,747227,28396015,19712240,23622720,24897222,30472347,23285599,27019423,22378139,22353486,13233319,11975338,27558372,34483375,20063088,7579102,28069756,17009543,27621825,28316006,5079264,8657972,16923246,19393168,9507778,16247627,9954397,15908184,34109589,26928150,18819394,13140010
54,668916,12464397,1654092,4496021,5477866,12635638,4081604,9755994,4868150,7224019,11673843,7589585,14204471,18590802,6373128,48256,10856356,535162,9380260,11435241,4819643,9632175,11035828,9747308,1408110,18920415,6409921,9361686,18754249,9771226,5540432,553713
55,6622890,21997207,1621126,2060797,1853113,7269370,1027120,7626786,5133657,4022626,8970831,12449480,10296698,14338931,5173676,1791352,7996313,2023864,9236105,9684036,3410792,8326504,4524606,8896370,3788568,16553783,9206674,12223887,9973152,2872124,16671133,14946932
56,7316144,13153077,9368371,7895659,7031800,7144518,8210700,12777314,10426987,10137072,9495580,8319731,8869582,9881307,20639319,16396158,10167156,7555079,9507609,9536042,8424900,11181786,8555988,9036436,7611432,12008596,7602909,6863289,8453415,8433732,14573129,13192075
57,2376456,3091487,7396771,3940313,7910815,12342322,7276516,17190217,16198840,14415807,3316952,2485767,1594758,3324495,6592275,2369759,3210902,2075031,3013917,2649926,3440783,4513417,1917289,2760147,3431204,2653123,2942373,2773763,2839724,3310395,1591147,2167471
58,18201,6067,36332,12616317,72524,138981,197020,4022019,3469572,695640,126987,0,1987147,2353623,0,187377,7453719,5236767,4628830,4282311,127127,5997,148554,108926,0,248117,0,0,120990,102579,148274,138981
59,79606,508893,172752,30265,0,0,340802,0,194459,0,266108,0,5997,3413143,0,287535,0,0,907705,737584,5232520,3693456,10760217,14549170,879091,9542016,511244,18131,18131,2106142,18131,0
60,3129919,1075306,635880,884767,1026344,879651,656292,577771,837462,263197,4723901,11355320,263827,0,477823,984225,314084,323937,271755,278102,1246267,723834,568268,2810229,441806,678594,4972695,5361432,130283,211925,169036,6067
61,10989223,20950848,11032526,8901107,8570403,8180464,7389899,10578347,8990432,10965451,10383713,5830137,8778962,6657886,11078116,8229461,8229636,8841312,10833406,5491820,6775265,7825247,6557349,7913481,8584655,10410857,8219707,8494945,8157112,13272212,14351981,12663237
62,10478819,27847628,12970729,12448955,12234259,11600987,15763218,19992553,9826634,11268877,10672333,9770380,11129715,13837126,34705870,28192362,13533105,11127113,14562809,12596780,14655885,12254665,13511398,15805010,9258640,14470474,12021150,13178168,15305334,16984149,24341456,23609075
63,9033362,12595876,7359943,8507662,16718012,15117695,13775744,19392527,15032074,12404205,1050192,1123772,462848,638931,21787761,10503385,1436625,1307357,2699203,1121561,1100163,2144819,1234168,1646444,1369608,1344879,3882239,3844011,1411727,1596543,9436450,6981543
64,538493,13674017,5702596,5317773,14501795,13191953,13412949,20967689,13699434,11446185,1142883,1551268,14672161,14482445,17871798,8010174,13986205,12273117,14913330,11744349,78661,108926,108996,510964,11893008,4808495,72524,2137416,5922548,5699924,14156192,8308606
65,0,0,0,0,0,0,0,5004465,88234,0,3271257,0,3560297,6051431,1346705,0,0,0,1116789,565077,6772529,8550306,7726320,2986213,0,5610074,5997,36122,223639,0,42329,54323
66,10864692,8063015,2833762,2619031,2824539,3064104,3123362,3055400,3265324,2832012,2134896,9865381,3517653,3801851,3527471,3722566,4278239,3051083,3451692,2194475,2815491,6450937,2389395,3856495,3145495,3541641,18835349,20036411,2067879,2038454,3163206,3759843
67,17911356,27191558,12575382,9991184,5624734,8555930,8024653,9265827,9534123,10829235,9684818,16158512,8271784,13818779,11827000,7442997,13117148,8121976,13886642,9271270,9393567,12968722,9762353,14407902,6137250,9577350,22734365,25222495,8717318,7211558,26677275,29100784
68,10669393,16786680,7986431,5940154,1928793,6713405,13939273,16317438,5783421,1444343,5215054,12633748,4486553,13335210,30204290,22973738,12050499,6674897,10472233,8860814,9091739,8801970,11420336,11261853,1527000,11576042,24060758,24961410,6203386,2478749,28320866,33162000
69,2213557,7285704,17475110,15104709,11602235,14058863,17929592,22513923,12206742,10111270,792642,2838884,1308448,9384583,22128890,9998120,5468503,1423721,2608233,3693631,1416598,1085894,2495900,3723511,1284530,5741069,15387560,16091816,1461278,1439151,23158869,29221121
70,5997,3889216,9137586,10460933,8882801,9624288,11380475,21184993,7082827,6086783,0,6067,8117169,17409417,12353499,108926,12472844,6062521,3364893,3250250,0,0,12064,0,121060,14282047,8396467,9474194,2443473,3789058,14578362,23841196
71,18131,456991,0,309452,368827,78591,174893,257550,0,0,0,4291038,983805,1190649,0,0,299669,283609,0,253974,5008951,4931626,30195,1188018,144978,390464,283819,6067,150905,616804,417503,731237
72,3436676,8578856,2142894,1014945,610527,378190,1917359,0,1074250,1161049,968165,422870,664570,42189,876845,992433,851976,1116579,0,864221,835671,789066,0,0,426446,0,8119030,7794066,0,0,0,0
73,12537644,17849852,10196517,12207669,9056959,10340089,10357794,10974073,9868788,8621115,10239400,9368517,9462357,12335934,10549803,6478221,9118895,4926778,9523564,9689514,9714091,12318182,10116969,10028000,5967438,9448712,17555375,19317261,6650308,6145137,28351563,28183722
74,21264914,25513215,23787194,20806949,19668809,17920544,25132586,29181872,19359736,17432676,20799307,18187982,18483060,26330883,36562029,30909561,20342660,14919858,23277525,19627775,20761534,24521966,22764286,24637537,18257187,21865699,26784357,33489227,18701752,17401337,43020527,40965306
75,17640482,23420456,38054412,32907232,27703875,28613569,35015136,35645754,24486054,18493485,19376327,15281580,15150538,29628806,38107200,30341638,18718197,12666673,20835802,20249030,21338739,28687645,24325722,24118464,24048589,26420074,27108282,33620181,18176350,12395513,42984224,41986207
76,181380,3881504,19664661,11458342,7391089,8403199,15355976,19157454,17996510,11559486,9818642,175523,4675330,17694852,15779377,4892803,12559847,5393599,14145125,11585930,6067,3481817,302580,748872,3123928,19803385,1188508,12728294,3083734,3358645,19706355,19380317
77,1832106,1629369,5786723,6067,6067,0,2908077,6991081,3897879,2701583,3405962,532601,350416,13048748,6066009,6067,0,0,277962,90725,9640762,9291997,7104289,9184938,0,9863491,0,537513,0,393095,9589817,4988370
78,7120938,18554744,8213955,7144821,4273362,9621447,6928200,7765983,8714395,7392845,5549165,6079736,4140903,12694447,7300317,3500327,6839721,7283073,9933559,5343511,10381175,9312129,8344804,8663362,5638309,7407213,12140355,13901366,4826585,5692836,7687392,7915009
79,12096620,22556614,10777409,9916093,5447496,10299598,4176786,11476549,10218953,8284280,10033256,7792211,5883270,16497453,9439040,9757838,5648337,5594160,9245176,6300219,10313429,14163787,7311827,5331733,9041080,7814099,23721933,26320342,7358712,6129211,32953074,30532643
80,4309373,18160074,4641139,4887401,2177995,5917362,6357972,8825153,4866353,3742068,5764345,4559993,6634038,13016004,26451465,25269660,4300932,4460290,8710656,6517079,9450089,11500607,11034895,5396399,8442267,6236136,17066363,23045451,5601802,7342973,33208623,33661979
81,6189006,9297895,12342403,14011033,12453418,14144723,7684650,14232379,10855603,9530588,7104948,5173810,5635363,8577129,11824357,11025234,10343076,8777982,8699222,7099231,8919413,9042649,9986546,10329991,7153531,14280309,6831980,13501224,7805926,8239448,20749103,22200539
82,1143793,969466,882352,0,883157,1272676,962448,1543165,997345,1210530,386398,0,7577305,9677648,1505293,1641888,1102234,701987,4712683,4450921,271755,469125,24128,6067,2167582,1674819,552943,1252509,7505207,7311903,595202,801900
83,740880,1753585,1158593,656502,995799,1038198,1082878,1229717,1191314,1128573,1215862,1339483,1159328,1841819,966100,918824,0,0,0,126987,7591475,5233920,1204778,1198501,6067,1629789,959817,1379531,1158348,1263272,1109007,1081373
84,24708398,24966199,24541970,22488255,19873261,25242137,23313052,23355194,23370963,24944008,22907899,20513744,22472043,28097285,25871320,18599080,23312492,22139531,24312305,22644311,31507721,34391996,26654418,23509955,18889316,26507252,20904179,24635956,22841261,22691622,27962750,24997940
85,31561793,36518691,34048482,31505428,23706258,34454575,32217169,32548952,35023933,33999684,35897768,26681031,32130493,41583429,34634379,28971499,34358051,31503684,37571444,32409108,37069568,42589454,35332271,34032194,25989720,34565694,46355476,50384157,25901188,29538151,49464586,44281249
86,23427328,30098736,29645770,23665574,17903603,28088430,26330417,29554450,24453479,24966824,26182195,21435199,23049184,33305397,42835296,38993135,30443429,24386095,30942697,26905842,32391549,39820551,29720365,31674091,33759063,34492178,37355418,43822013,21627499,23559419,44640941,43046871
87,0,0,9323312,11139988,7775801,20166805,15002859,17531661,11401931,393970,10227657,1713887,0,5741337,11741910,9209066,11240461,8613928,5934256,4741303,10465775,17557504,4797831,6378110,6031439,16370017,11356516,14644107,0,12134,21046783,15700360
88,7823929,9430593,7877044,4006484,4518609,8565532,8178854,8342056,5331762,8346385,7448953,8013540,11805503,13713668,6132618,8849351,5263561,4374261,5588093,6976631,5187589,5342805,7212404,5653844,5032974,6464728,6541283,6285139,11450700,13021324,8173499,8411757
89,251203,5997,398882,48466,360129,24058,360199,453625,18201,809758,0,464499,0,378400,0,133054,18201,0,11994,0,738809,782929,9705405,5868528,60530,429427,12064,0,583698,217712,48326,259761
90,20465715,19282423,18464725,18551623,17198110,21182030,18647266,22395984,21657169,21216034,18514387,18034248,17051137,22694772,21096695,13289906,18379688,17408116,22864590,19478976,24275646,32285814,22509974,22253024,17780916,19846053,20016314,23884873,23152230,20253528,20050453,18541548
91,21248796,22882173,23127962,22889663,19554440,27876779,23725725,24460322,25254224,25656758,25211242,21557484,17892805,26942612,24731056,13525381,26143378,19840260,26066876,22941244,30243603,35189597,30106133,26530278,22368047,20030204,34755288,39810056,22323577,18336711,36060662,36077474
92,8181123,9823478,10743031,8587828,4723831,15076340,11570366,13752094,10211667,14521198,11440602,12474804,5619052,13452927,26958526,13807888,16339653,7303100,16035941,11297135,19138716,25023929,18174845,14757583,8399751,29086544,21319220,27294364,10368872,7856935,30516887,25403665
93,2808829,5473870,4130986,5746494,1023643,7496200,3544021,10119046,9992817,2074331,1712901,2505858,2975654,3457753,3326204,1331800,8554687,1790477,2695726,3026541,3215948,2571685,1791988,1658053,2569159,950244,3957563,3104012,4264460,2549488,4117411,12064
94,9280108,10000722,5818283,8831360,8866630,9584263,6171616,9059899,10865398,9492529,7679855,8641947,13840101,14509962,7928888,6630048,3439272,3088436,8393527,11131710,1578202,2920736,1190019,2637751,6992557,9797722,7305095,7954375,15417807,14626717,5507927,8061644
95,9007688,9304353,8351787,9003546,6586272,8236800,10469847,7001348,12591903,5901016,11060627,8340942,16175447,17323038,7749287,6010397,5700916,2419870,5303428,4388956,2438876,5698670,21343616,20245985,9784206,10360956,8460427,9921145,18639122,14079689,8901084,7894580
96,20700514,25551513,26746082,20570359,23264481,33528412,23746078,24735291,25965282,23186369,25272186,23412580,31937387,34093320,25861770,23535128,18695201,12886765,18992058,18320085,35561504,40407947,38594976,36049227,22906470,30523134,25810119,25875450,32005454,38152609,24947625,22329072
97,15191788,21772600,24396689,16838716,15221592,26861735,19351102,24058791,18266118,17227477,23241806,21061209,26449744,33190800,25664680,19446453,21380053,15592834,22686039,24028964,39145264,42376969,42418680,40700394,23669209,33088921,30110608,34871109,24503164,23559582,33682141,31251309
98,17628651,20652369,21669414,12536635,12606003,26245969,13848309,21805554,12613581,22458253,30507640,27015037,18244726,27901268,37654853,27877082,15278680,7323792,16153606,15027903,31190954,34538830,34649739,35146020,19188466,34347451,28997739,35319869,20782926,19322978,38351194,31889015
99,12983318,24877475,29685305,17117658,17807727,32801539,8255129,20928009,11394137,16644076,20052529,12432283,6397040,17790045,29256123,23204558,23460451,13695193,4686910,4015923,15479696,16408350,17496741,19624572,8180085,25180294,18148121,31546130,10978203,7271219,26880449,21740678
100,7727265,19596588,21037851,7840776,6433057,28789897,6354472,19463534,6924939,7023382,9337896,5093160,18145087,32842281,19166257,9974832,12772169,1828880,17261242,14698885,3309409,10133146,8095567,12758226,5251876,13658505,13283343,20309181,17559336,14275840,23678257,12001368
101,9505287,13392590,19130555,7680794,11666347,25545079,9066888,19252134,10284564,7444572,8137715,7139781,13575603,33651811,15271878,6798524,4818768,758661,10985017,10436712,0,2943213,21886286,25688989,11481012,14069031,10721295,20380620,14754999,10927217,23432421,12044677
102,11080654,13139549,21882564,10480470,9013621,28876574,10041890,24858171,10486362,13161793,13788899,10837548,13931112,40215594,18903748,9771722,12048807,6554543,20705426,18220773,28658517,33989877,33770456,32667854,17162064,15119474,10052175,22803809,17584304,16165956,24616647,14422609
103,78521,1426451,7281731,42259,477543,13696115,332635,10828669,84658,1207590,823117,12134,1365927,25958988,7759210,7188358,1075166,313944,10867848,5012352,21105737,25577111,18485837,23106809,6236253,17859081,8692776,21794896,833396,2580838,24797263,16863783
104,3951671,6427521,2086809,4716259,432443,4744354,6147552,7386737,13614741,11918956,6785048,9840244,4699989,8765358,4370551,3662485,0,0,106365,252288,4717624,5464396,2854174,8164999,4377977,4979526,5408323,13081329,6413870,4097005,9513466,6392169
105,10996235,11572612,14050556,15121008,21501574,18890833,22832569,24955249,7412300,12439779,9215938,10830472,8369807,8804251,11389225,9811437,6918452,3679852,1898458,1933810,1928093,3201288,2650206,2589116,6114907,9673308,7997194,10419275,6953763,7572749,8499349,8608835
106,12485042,10051154,10339745,9643393,11441897,10739070,11460203,13392648,12145809,9880496,11050955,6937890,19605461,18125451,13952521,8084302,0,0,15108997,17768426,0,6067,78661,0,11009880,8622235,8923940,9655107,17121549,15728344,5998024,8769424
