journal_wr,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
366,1027371,1049650,1057458,1043097,1040967,1040414,1044977,1048449,1039726,1054483,1040098,1052643,1062031,1030070,1026848,1035348,1021996,1031217,1027035,1036429,1032200,1031201,1027660,1026904,1058829,1036925,1031126,1035381,1043005,1042337,1008692,1018933
367,1029288,1051793,1059993,1045368,1044130,1043273,1047983,1051444,1041594,1056126,1043271,1055930,1065120,1033365,1028913,1037673,1025105,1034518,1029588,1039151,1035045,1033996,1030792,1030425,1061996,1039967,1033287,1037687,1046072,1045796,1010937,1021162
368,1031828,1054000,1062716,1048386,1047213,1046563,1050665,1053817,1044497,1059222,1046307,1059303,1068416,1036546,1031316,1039955,1027962,1037032,1032482,1042162,1038239,1037305,1033398,1033252,1064638,1042615,1034969,1039248,1049001,1048196,1012768,1023093
369,1034058,1056515,1065553,1050961,1050119,1049161,1052826,1056041,1047266,1061885,1049147,1062003,1070895,1038815,1033888,1042828,1030971,1040032,1035452,1045343,1041510,1040629,1035688,1035298,1066273,1044367,1037527,1041879,1050910,1050245,1014286,1024706
370,1036733,1059452,1068490,1053712,1053354,1052286,1055355,1058538,1050605,1065276,1051173,1063737,1073462,1041242,1037041,1046152,1033368,1042406,1037952,1047828,1044342,1043432,1037663,1037343,1069624,1047607,1040722,1045067,1053860,1053463,1017523,1027412
371,1039637,1062300,1070813,1056143,1056194,1055323,1058508,1061708,1053866,1068705,1053774,1066700,1076772,1044471,1038930,1048091,1035041,1044012,1039603,1049553,1047046,1046271,1040480,1040216,1072731,1050998,1043450,1048051,1056825,1056381,1019536,1029817
372,1042922,1065715,1073574,1058789,1058071,1057247,1061890,1065445,1056279,1071153,1056733,1069881,1080082,1047572,1041105,1050601,1037919,1046954,1042436,1052174,1049317,1048616,1043205,1042839,1076078,1054054,1045535,1050020,1059915,1059512,1022189,1032774
373,1044994,1067978,1077102,1062020,1061063,1060321,1064954,1068460,1058628,1073958,1059854,1073466,1083578,1051197,1042469,1052018,1041597,1050322,1045923,1055599,1051969,1051449,1045826,1045663,1079320,1057676,1048385,1053117,1063481,1062867,1025379,1035631
374,1048472,1071118,1080461,1065320,1064110,1063831,1067836,1071322,1061945,1077001,1063075,1076791,1086383,1053772,1045702,1054795,1044215,1053188,1048715,1058350,1055016,1054434,1048775,1048396,1081712,1059803,1051501,1056133,1066584,1066187,1027044,1037670
375,1050953,1074055,1083381,1068242,1067031,1066444,1069619,1073351,1064877,1079874,1065392,1079023,1088167,1055555,1048459,1057732,1047204,1056142,1052042,1061487,1058115,1057866,1051377,1050698,1083710,1061915,1053796,1058270,1068047,1067804,1028703,1039003
376,1054716,1077263,1085601,1070515,1070382,1069510,1072954,1076648,1068255,1083612,1067675,1081258,1092256,1059148,1052306,1061593,1048862,1057841,1053559,1063434,1060250,1059836,1053812,1053443,1087826,1066093,1057326,1062191,1071812,1071674,1032027,1042163
377,1057255,1080448,1088074,1072719,1073260,1072623,1075758,1079860,1071081,1086447,1070723,1084759,1095073,1062073,1054576,1064123,1051740,1060412,1056002,1065948,1064288,1063118,1056570,1056766,1091063,1069267,1060414,1065005,1075074,1074832,1034718,1045263
378,1060069,1083509,1091357,1075901,1074871,1074124,1079055,1083234,1073002,1088288,1073250,1086970,1097583,1064434,1056682,1066381,1054521,1063334,1058558,1068842,1065644,1065126,1059293,1059256,1093648,1072071,1062193,1067017,1077602,1077744,1037405,1047774
379,1062132,1085588,1094256,1078640,1077888,1077060,1081672,1085870,1075586,1090928,1076796,1090970,1101512,1067871,1060227,1069632,1057737,1066615,1061236,1071699,1067413,1066890,1062338,1062280,1095969,1074235,1065890,1070837,1081085,1081182,1040842,1051056
380,1064921,1088390,1097198,1081846,1080940,1080575,1084220,1088724,1078673,1094167,1079604,1093777,1103754,1070212,1063034,1072761,1060987,1070165,1063916,1074102,1071108,1070366,1065255,1064996,1098166,1076329,1068609,1073785,1083498,1083460,1042525,1052641
381,1068015,1091857,1100112,1085029,1084141,1083813,1087193,1091784,1082184,1097765,1081436,1095148,1107067,1073379,1066400,1076013,1063506,1072650,1066134,1076670,1074159,1073314,1068317,1067931,1101567,1079620,1071970,1077031,1085625,1085649,1044444,1054790
382,1071711,1095392,1102010,1086797,1087785,1087720,1090623,1095306,1085468,1100918,1084137,1098303,1110310,1076338,1068595,1078469,1065932,1074741,1068312,1078627,1076766,1076142,1070993,1070568,1104748,1082459,1075167,1080338,1089002,1089060,1048115,1058638
383,1075214,1098871,1105205,1089870,1090685,1090601,1094124,1098895,1088686,1104074,1087458,1101433,1113932,1079679,1071732,1081645,1069469,1077992,1071722,1082455,1080106,1079774,1073557,1073143,1108093,1085617,1076730,1081917,1091968,1092408,1051208,1061810
384,1077646,1101363,1107968,1092551,1092668,1092585,1096506,1101116,1089798,1105314,1090671,1104594,1116688,1082407,1073841,1083767,1072660,1081468,1074964,1085906,1082536,1082060,1076169,1075771,1110831,1088293,1079543,1084901,1094835,1095681,1054379,1065196
385,1080125,1103805,1111492,1096271,1096113,1095953,1099484,1104159,1093234,1108625,1094052,1108189,1119526,1085410,1077504,1087073,1075501,1084181,1077421,1088187,1084496,1084061,1078976,1078466,1112633,1090145,1082886,1088249,1098282,1098990,1057571,1068288
386,1082840,1106611,1114672,1099193,1098987,1098998,1101595,1106294,1095792,1111054,1095874,1110065,1120718,1086679,1079687,1089694,1078890,1087410,1080470,1091260,1088477,1087552,1081966,1081125,1114895,1092322,1084796,1090203,1100367,1101038,1059094,1069726
387,1085652,1109937,1117097,1101693,1102052,1102148,1105018,1109488,1099104,1114236,1097606,1111917,1124149,1089958,1083183,1093212,1080932,1089657,1083061,1093831,1091501,1090830,1085139,1084309,1118183,1095836,1088290,1093617,1102655,1103613,1061800,1072359
388,1088958,1113306,1120181,1104564,1105286,1105255,1108066,1112618,1102034,1117457,1101055,1115974,1128060,1093768,1085012,1095056,1083825,1092415,1085969,1096844,1094384,1094228,1088257,1087441,1122083,1099549,1091012,1096439,1106120,1107169,1065384,1076179
389,1091686,1116027,1122631,1107071,1107732,1107650,1110518,1115158,1102939,1118510,1103277,1117982,1130036,1095833,1086922,1097028,1086516,1095278,1089105,1099843,1097133,1096496,1090276,1089722,1124073,1101634,1092468,1098102,1108107,1109352,1067556,1078188
390,1094127,1118376,1125633,1110139,1110152,1110093,1113102,1117615,1105099,1120582,1106555,1121285,1133228,1099123,1090280,1100328,1089298,1097795,1091729,1102290,1098767,1098185,1092778,1092450,1126037,1103641,1095746,1101459,1111714,1112711,1071034,1081492
391,1096546,1120831,1129172,1113420,1113412,1113305,1115852,1120442,1108133,1123672,1109668,1124233,1134780,1100524,1093223,1103658,1092449,1100694,1094754,1105328,1101282,1100726,1095251,1094751,1129217,1106775,1099024,1105113,1114989,1116249,1074816,1085287
392,1100002,1123939,1131973,1116346,1116824,1116587,1118998,1123641,1110972,1126750,1111423,1125885,1137291,1102724,1096312,1106579,1095071,1103156,1096741,1107420,1104569,1103856,1097993,1097504,1131965,1109445,1101665,1108069,1117030,1118200,1076757,1087092
393,1102770,1127204,1133353,1117756,1120127,1119535,1121976,1127076,1113893,1130016,1114610,1128872,1140370,1105731,1098895,1108855,1097404,1105378,1099729,1110179,1107599,1106898,1101143,1100650,1135551,1112803,1105187,1111214,1119057,1120264,1079112,1089782
394,1105795,1130064,1136172,1120436,1122831,1122405,1125017,1129499,1116277,1132510,1117529,1131481,1143336,1108571,1100033,1110202,1100793,1108565,1103031,1113227,1110809,1110393,1103794,1103320,1137812,1115207,1106134,1112212,1121562,1123016,1081533,1092298
395,1109046,1133137,1139080,1123351,1124820,1124535,1127447,1131838,1118367,1134855,1120510,1134670,1146178,1111512,1103294,1113263,1103870,1111605,1105872,1116467,1113479,1113091,1106751,1106157,1140664,1117906,1109584,1115472,1124982,1126567,1084939,1095845
396,1111165,1135153,1142256,1126518,1127377,1127392,1130563,1134668,1120978,1137230,1123606,1137864,1148769,1114130,1106666,1116180,1106656,1114586,1108660,1119472,1115206,1114687,1108885,1108379,1142351,1119586,1112585,1118659,1127850,1129393,1087809,1098831
397,1114096,1138184,1145848,1130043,1130924,1130668,1133662,1137972,1124321,1140605,1126140,1140546,1150176,1115447,1110051,1119807,1109665,1117092,1111026,1121821,1118168,1117897,1112014,1111519,1146175,1123286,1116165,1122454,1131306,1132923,1091678,1102625
398,1117635,1141628,1147998,1132020,1134001,1134045,1136911,1141674,1127227,1143835,1128546,1143349,1153554,1118834,1113260,1122834,1112038,1119394,1113460,1124115,1121393,1121546,1115467,1114620,1149627,1126822,1119949,1126053,1133783,1135737,1093589,1104517
399,1121055,1145237,1150311,1134192,1137317,1137699,1140434,1144903,1130453,1147343,1132085,1146603,1156556,1122034,1115548,1125172,1115301,1122684,1116910,1127521,1125078,1125159,1118870,1118262,1152450,1129386,1121160,1127346,1135895,1137477,1095925,1106705
400,1123712,1147894,1153451,1137269,1140137,1140367,1142523,1147311,1133582,1150292,1135077,1149360,1159481,1124862,1118101,1127586,1119042,1126426,1120130,1131074,1128621,1128742,1121667,1121125,1155955,1132491,1123523,1129745,1138927,1140780,1099452,1110170
401,1127160,1151284,1157105,1140642,1141815,1142110,1145679,1150411,1135696,1152510,1138089,1152628,1162639,1127939,1121090,1130790,1121835,1128869,1122945,1134030,1130104,1130089,1124492,1123706,1156886,1133682,1126019,1132394,1141703,1143444,1101916,1112629
402,1129210,1153543,1160214,1143452,1144525,1144910,1148186,1152967,1138385,1155276,1141380,1156007,1164725,1129941,1124596,1134196,1124721,1131778,1126200,1137504,1133047,1133197,1126749,1126017,1159879,1136974,1129474,1135862,1145214,1147455,1105257,1116439
403,1131881,1156140,1162934,1146328,1147674,1149066,1151387,1156458,1142626,1158683,1143784,1158925,1167594,1132792,1128077,1138130,1127145,1134425,1127863,1139267,1135742,1136118,1129720,1129220,1162734,1139495,1132430,1138689,1148194,1149987,1108569,1119003
404,1134145,1158306,1164905,1148331,1150707,1151528,1154489,1158929,1144697,1161695,1146116,1161158,1170020,1134983,1130138,1140067,1129992,1137499,1130680,1142389,1139091,1139438,1133467,1132616,1166411,1143006,1135722,1142033,1150719,1152352,1110704,1121215
405,1137746,1161974,1168488,1151974,1154409,1155207,1157590,1161786,1148682,1164951,1149680,1164886,1173762,1138850,1132825,1142798,1132604,1140100,1133531,1144908,1142025,1142146,1135277,1134303,1170019,1146299,1137635,1143712,1153296,1154677,1113477,1123590
406,1141287,1165571,1172138,1155387,1157684,1158340,1160928,1165334,1151706,1168309,1152937,1168215,1176808,1141852,1135898,1145939,1136675,1144317,1137282,1148675,1145025,1145348,1139299,1138522,1172009,1148182,1140091,1146269,1156289,1157502,1116714,1126761
407,1144283,1168500,1174776,1158098,1159486,1160110,1162544,1166866,1153603,1170196,1156163,1171720,1179867,1144826,1139040,1149289,1139519,1147241,1140984,1152124,1147486,1147591,1141693,1140752,1173771,1150113,1143147,1149188,1159216,1160727,1120013,1129867
408,1145983,1170276,1178264,1161319,1163197,1163375,1166277,1170486,1156607,1172923,1159294,1174898,1181862,1146432,1142413,1152856,1141981,1149787,1143326,1154458,1150446,1150603,1144698,1143690,1177464,1153496,1146740,1152829,1162686,1164481,1123494,1133470
409,1148352,1172307,1179836,1162909,1166479,1166410,1168926,1173566,1160328,1176502,1161850,1176931,1185609,1150738,1145211,1155472,1144582,1152360,1145871,1156853,1153746,1153612,1147786,1146859,1181376,1157283,1150318,1156580,1166630,1168302,1127723,1136998
410,1151097,1175895,1182833,1165719,1169497,1169752,1172335,1176618,1163069,1179641,1163952,1179464,1188329,1152917,1147201,1157392,1148132,1155513,1149123,1160280,1156920,1157309,1150662,1149772,1184541,1160525,1153666,1159463,1168384,1169809,1129547,1139001
411,1154242,1179070,1185756,1168836,1172542,1173038,1174776,1179088,1167543,1183329,1166993,1182599,1192997,1156027,1151009,1160913,1151609,1158732,1152360,1163534,1160199,1160416,1153160,1152286,1187759,1163496,1155527,1161718,1171273,1172545,1132048,1142107
412,1157473,1182429,1188974,1172049,1175089,1175678,1177595,1182179,1169750,1186065,1169855,1185852,1195302,1159208,1153702,1163926,1154867,1161805,1154840,1165997,1161937,1162115,1156415,1155261,1188797,1164443,1157588,1163687,1173702,1175002,1134639,1144604
413,1160961,1185949,1192393,1175534,1176862,1177452,1180109,1184832,1171835,1188038,1172915,1188668,1197111,1161078,1156866,1167073,1157414,1164244,1157833,1169086,1165004,1165182,1158587,1157500,1191402,1167009,1160961,1167011,1176963,1178411,1138080,1147696
414,1163436,1188168,1195109,1178154,1180158,1180602,1183512,1188521,1174773,1191099,1176158,1191788,1199962,1163731,1160162,1170162,1159937,1166872,1160358,1171673,1167998,1168266,1161869,1161009,1194720,1170315,1164290,1170166,1180412,1181688,1141220,1151119
415,1166243,1190517,1197345,1180307,1183535,1183550,1186409,1192070,1178009,1194167,1177780,1193417,1203080,1166906,1161837,1172059,1164047,1170380,1164167,1175319,1171497,1172078,1165492,1164854,1198214,1173682,1167272,1173028,1184033,1185063,1144574,1154436
416,1168585,1193508,1199958,1183322,1186248,1186704,1188656,1193697,1180781,1196891,1179684,1195512,1205847,1169752,1164021,1174078,1167153,1173499,1167626,1178905,1175007,1175237,1168034,1166928,1201075,1176542,1170062,1175705,1186120,1187216,1146469,1156555
417,1171589,1196801,1203129,1186339,1189146,1189450,1191721,1196705,1184203,1200554,1183252,1198931,1209206,1173311,1167690,1177734,1169779,1176268,1170412,1181734,1176561,1177086,1171159,1169737,1204236,1179630,1172055,1177855,1188348,1189483,1149299,1159132
418,1174376,1199819,1205977,1189236,1192019,1192472,1193914,1198887,1187370,1203616,1186390,1201947,1211868,1175754,1170733,1180755,1172407,1178898,1173388,1185074,1178866,1179418,1173650,1171873,1206205,1181711,1174441,1180281,1191391,1192340,1152350,1162387
419,1178405,1203573,1209884,1193018,1193887,1194367,1197829,1202462,1189016,1205555,1190033,1205247,1214329,1177857,1173721,1183804,1174324,1180999,1174649,1186514,1181741,1182271,1176364,1174744,1209622,1185154,1178074,1183793,1194833,1195805,1155743,1165757
420,1181031,1206445,1211786,1194693,1196463,1197440,1200937,1205965,1191375,1208505,1193134,1208289,1216920,1180519,1176173,1186756,1177348,1183405,1177751,1189688,1184952,1185318,1179577,1178079,1212915,1188455,1181432,1187307,1198231,1199321,1158830,1169273
421,1183243,1208625,1214622,1197234,1199515,1199901,1203947,1208388,1194963,1211314,1195186,1210386,1220497,1183750,1178642,1189012,1180990,1187151,1181017,1193109,1188314,1188568,1182449,1180636,1216360,1191698,1184539,1190368,1201551,1202370,1161999,1172521
422,1185605,1210663,1216261,1199297,1201582,1201996,1205673,1210384,1196602,1212810,1196766,1212545,1222075,1185894,1180660,1190654,1184813,1189988,1184027,1196594,1191007,1191342,1185159,1183796,1218793,1193996,1186773,1192687,1203218,1203961,1163112,1173797
423,1188309,1213729,1219140,1202204,1204616,1204952,1208040,1212559,1200090,1216110,1200200,1215234,1225526,1189315,1183467,1193743,1186428,1192129,1185864,1198590,1192265,1192776,1186745,1185675,1220331,1195727,1188437,1194246,1204861,1205610,1165809,1176252
424,1191772,1217095,1223059,1205931,1207956,1208438,1211499,1216206,1203153,1219524,1203204,1218531,1228411,1192193,1186830,1197183,1188790,1194637,1188780,1201729,1195461,1195892,1190081,1188866,1223289,1198443,1190715,1196875,1208234,1208801,1168752,1179543
425,1195165,1220561,1226379,1209733,1210015,1210759,1214898,1219403,1205022,1221066,1206341,1221610,1230358,1194233,1189867,1200039,1190863,1196433,1190573,1203380,1198397,1198467,1192919,1191302,1226812,1201816,1194046,1200123,1211445,1211962,1171939,1182692
426,1197381,1223064,1228330,1211088,1212877,1213519,1218027,1222690,1207284,1223632,1209784,1225077,1233581,1196962,1192805,1202860,1194490,1200107,1194532,1206946,1201811,1201961,1196451,1194967,1230021,1204813,1197392,1203312,1214652,1215219,1175217,1186031
427,1199435,1225236,1230412,1213221,1215878,1216255,1220519,1225202,1210612,1227137,1212119,1227418,1236732,1200348,1194849,1204844,1198593,1203682,1197987,1210672,1205491,1205920,1199257,1197664,1233649,1208533,1201041,1207025,1218010,1218731,1178764,1189535
428,1202889,1228648,1233902,1216385,1219192,1219582,1223606,1228423,1213831,1230153,1214751,1230191,1240097,1203389,1197981,1207753,1201682,1206971,1201094,1213637,1207417,1207621,1202200,1200612,1236395,1211448,1204043,1210706,1220175,1220981,1181127,1191480
429,1205078,1230772,1236179,1218696,1221483,1221770,1225772,1230754,1217190,1232911,1217408,1232860,1242777,1205967,1200991,1210910,1203918,1209197,1204422,1217152,1210474,1210493,1204767,1203428,1238195,1212958,1205752,1212132,1222067,1222598,1183067,1193781
430,1208699,1234394,1239429,1222346,1225251,1225451,1229503,1234469,1219843,1236152,1220496,1236038,1246045,1208947,1203906,1213629,1206353,1211141,1206219,1218894,1213525,1213103,1207303,1206034,1240942,1216047,1207772,1213891,1225015,1225493,1186093,1196672
431,1211580,1237446,1242694,1225523,1226898,1227156,1232483,1237541,1221912,1238264,1223921,1239219,1248055,1211007,1207345,1217075,1208992,1214360,1209397,1221948,1216046,1216279,1210657,1209418,1244403,1219571,1211186,1217359,1228348,1228939,1189579,1200107
432,1213599,1239539,1244353,1227002,1229213,1229367,1234725,1239728,1224509,1240728,1226765,1242034,1250416,1213368,1209810,1219615,1212307,1217610,1212637,1225189,1219422,1219678,1213356,1212197,1247402,1222464,1214181,1220713,1231243,1232172,1192572,1203144
433,1215362,1241313,1246584,1229131,1232066,1232436,1237414,1242531,1227770,1243930,1229048,1244322,1253843,1216472,1212610,1221871,1215284,1220524,1215492,1228187,1221668,1221733,1216263,1215064,1250470,1225851,1217598,1223573,1234498,1235114,1195801,1206144
434,1218146,1244056,1249553,1232118,1235074,1235473,1239185,1244325,1230657,1246592,1231113,1246288,1256383,1219396,1214939,1224703,1217808,1223074,1218693,1231245,1223566,1223647,1218821,1217443,1252283,1227455,1220043,1226111,1236652,1237136,1197065,1207543
435,1221902,1247550,1252971,1235608,1238571,1239256,1242933,1247620,1233962,1250054,1234497,1250257,1260040,1223013,1218598,1228622,1219824,1225287,1220263,1233168,1226315,1226782,1221563,1220482,1255728,1230546,1222180,1228200,1239435,1239362,1199794,1210188
436,1224812,1250194,1256626,1239292,1241937,1242543,1246568,1251239,1236806,1252894,1237368,1252804,1262785,1225487,1221428,1230552,1223661,1228855,1223451,1236536,1229863,1230514,1225299,1224039,1258030,1232953,1224227,1230131,1241504,1242096,1202097,1212687
437,1227169,1252679,1259368,1241709,1243338,1243931,1248850,1253324,1239052,1255242,1240504,1256258,1264649,1227279,1224646,1233519,1225624,1230696,1225765,1238639,1231850,1232916,1227604,1226414,1261526,1236413,1227509,1233827,1245010,1245436,1205351,1216245
438,1230002,1255817,1261239,1243931,1245897,1246488,1251685,1256301,1241879,1257946,1243297,1258953,1267394,1229847,1226518,1235289,1229103,1234518,1228941,1242103,1235244,1236385,1230938,1229919,1264701,1239369,1230452,1236587,1247906,1248576,1208021,1219100
439,1232440,1257974,1263670,1246376,1248913,1249550,1254254,1258704,1244674,1261020,1245160,1260736,1270675,1232959,1228315,1237350,1231684,1237201,1231628,1244931,1236627,1237710,1233215,1232120,1267444,1241921,1233563,1239789,1250851,1251760,1211400,1222583
440,1235731,1261508,1267407,1249778,1252056,1253039,1257585,1262026,1247927,1264232,1248368,1263475,1274079,1236009,1232005,1241013,1234448,1239865,1234327,1247798,1239661,1241034,1236351,1235441,1269626,1244356,1236901,1243401,1253253,1254295,1214021,1224742
441,1239205,1264960,1270684,1253207,1255795,1256706,1260655,1265608,1250881,1267688,1251422,1267165,1277960,1239375,1235364,1244339,1236545,1242039,1235941,1249309,1242661,1243766,1239370,1238378,1272384,1247025,1239154,1244997,1256160,1257419,1216615,1227374
442,1242495,1268993,1274472,1256677,1259103,1260327,1264391,1269235,1253336,1270247,1254445,1270288,1280849,1242482,1238036,1247010,1239733,1245032,1239162,1252891,1246037,1247135,1242801,1241646,1275963,1250377,1241554,1247422,1259026,1260286,1219679,1230726
443,1245661,1271975,1277580,1259790,1260624,1261846,1266810,1271561,1254865,1271790,1257330,1273174,1282613,1244050,1240959,1249850,1242941,1248268,1241914,1255985,1249072,1250402,1245512,1244198,1278547,1252999,1244300,1250227,1261829,1263123,1222701,1233630
444,1248167,1274734,1279241,1261370,1263346,1264772,1269352,1274479,1257901,1274676,1260295,1276164,1285129,1246787,1243300,1252191,1245945,1251387,1245149,1258916,1252022,1253266,1248941,1247417,1281923,1256344,1247711,1253845,1264869,1266591,1225830,1236883
445,1250281,1276922,1282275,1264194,1266373,1267786,1272290,1277320,1260763,1277746,1261904,1277735,1288463,1249812,1245321,1254061,1248518,1253984,1248022,1262033,1253942,1255533,1251087,1249851,1283902,1258172,1250566,1256344,1268155,1269472,1229105,1240140
446,1253811,1280288,1285522,1267317,1269607,1271127,1276026,1281042,1263936,1281059,1264110,1279940,1291228,1252682,1248620,1257278,1250773,1256274,1249815,1263279,1257018,1258808,1254212,1252768,1286469,1261091,1252420,1258454,1270673,1272109,1231031,1242674
447,1257085,1283637,1288981,1270414,1272578,1274046,1279341,1284042,1267498,1284680,1267405,1283483,1295170,1255794,1251995,1261010,1253749,1259267,1252720,1266448,1260150,1261823,1257311,1256071,1290528,1264035,1254706,1260622,1272797,1273958,1233094,1244870
448,1260722,1287295,1292652,1274395,1276028,1277700,1282312,1286969,1270413,1287450,1270568,1287312,1298424,1259486,1255656,1264009,1257258,1263400,1256279,1270185,1263779,1265401,1260230,1258876,1293391,1267072,1257333,1263181,1276113,1276748,1236080,1247690
449,1263240,1290018,1295658,1276960,1277426,1279071,1284960,1289558,1271610,1288871,1273577,1289859,1300076,1260903,1258369,1266716,1260601,1266532,1259848,1274062,1267186,1268993,1263377,1262127,1296786,1270553,1260247,1266447,1278928,1279888,1238692,1251004
450,1265502,1292548,1297623,1278900,1280637,1282426,1288034,1292717,1273800,1291166,1276291,1292655,1302424,1263325,1260201,1268548,1263060,1268912,1262701,1276714,1268382,1270201,1265577,1264544,1299051,1272452,1263815,1269745,1282297,1283267,1242044,1254130
451,1267696,1294532,1299673,1281063,1283361,1285195,1290790,1295445,1276846,1294894,1278134,1295043,1305707,1266514,1262352,1271025,1265618,1271613,1265520,1279495,1271372,1273554,1269010,1267755,1301742,1275487,1266955,1273177,1285829,1286867,1245620,1257415
452,1271497,1298157,1303789,1284780,1286847,1288815,1294154,1298739,1280058,1297522,1280422,1297017,1309040,1269472,1265552,1273705,1268578,1274623,1267221,1281137,1274654,1276577,1272182,1270844,1305368,1278654,1270335,1276718,1288209,1288860,1247964,1259948
453,1274906,1301626,1307430,1288119,1290277,1292117,1297070,1301791,1283093,1301020,1284176,1300756,1312287,1272989,1268822,1277358,1271744,1277415,1270319,1284448,1277721,1279591,1274820,1273398,1307854,1281114,1271860,1277966,1290107,1290945,1249472,1261539
454,1278242,1304882,1310806,1291612,1292927,1295008,1300327,1304754,1285781,1303552,1287205,1303658,1315822,1275642,1271983,1280505,1274858,1280717,1273682,1287930,1281023,1282982,1277674,1276222,1311414,1284532,1274120,1280178,1293500,1294397,1252707,1264842
455,1281251,1307859,1313772,1294695,1295119,1296931,1302815,1307232,1287841,1305476,1290422,1307239,1317904,1277574,1275556,1283961,1278415,1284234,1277456,1291772,1284252,1286076,1280288,1279080,1314398,1287513,1277483,1283587,1296622,1297708,1255999,1268121
456,1283326,1310050,1315650,1296319,1298234,1300359,1305936,1310491,1291080,1308647,1293398,1310443,1320627,1280231,1277783,1286269,1280670,1286481,1280188,1294748,1286104,1288153,1282961,1281712,1316791,1289796,1280854,1286668,1299950,1301053,1258755,1271090
457,1286536,1313128,1319138,1299904,1301630,1303450,1309312,1313904,1294061,1311686,1295209,1312080,1323534,1283246,1280233,1288532,1283046,1288818,1281762,1296349,1289172,1291418,1286220,1284869,1320111,1292939,1284260,1290104,1303340,1304257,1262155,1274423
458,1290050,1316787,1322958,1303198,1305130,1307129,1312932,1317423,1297655,1314801,1297563,1314661,1327368,1286562,1283401,1291968,1286318,1292298,1284937,1299044,1292542,1294501,1289669,1288512,1323294,1296051,1287553,1293236,1305212,1306071,1264529,1276676
459,1293135,1319884,1325975,1306486,1308038,1309987,1315323,1319937,1300252,1317443,1300552,1317305,1330200,1289629,1286288,1294711,1289607,1295391,1287550,1302404,1295696,1297726,1291303,1290170,1325848,1298476,1289050,1294732,1307514,1308464,1265961,1277813
460,1295940,1322794,1329055,1309156,1310153,1312141,1318022,1322568,1301914,1319082,1303344,1320415,1332928,1292538,1289210,1297922,1292671,1298567,1290100,1304920,1298584,1300646,1294188,1293140,1328786,1301445,1290896,1296834,1310545,1311495,1269033,1280811
461,1298634,1325689,1331616,1311745,1312116,1314103,1320692,1325325,1304491,1321651,1305636,1322956,1334234,1293774,1291956,1300318,1294931,1300534,1293341,1307794,1300096,1302129,1296672,1295454,1330799,1303718,1294436,1299941,1313848,1314828,1272734,1284037
462,1300978,1327872,1333570,1313879,1315607,1317024,1324065,1328956,1308118,1325251,1308828,1326695,1337802,1297012,1294349,1302946,1296610,1302547,1296052,1310542,1301619,1303738,1299311,1298180,1334245,1306896,1297646,1303376,1317067,1317710,1275546,1287237
463,1304209,1330977,1336886,1316716,1318820,1320320,1327339,1331771,1311141,1329257,1311323,1328997,1341291,1300022,1296081,1304934,1300098,1306253,1298186,1312523,1305111,1307052,1302859,1301741,1338592,1310368,1301081,1307155,1320438,1320764,1279493,1291296
464,1307431,1334315,1341065,1320608,1322796,1324241,1330687,1334540,1314364,1332056,1313585,1331271,1344584,1303659,1299451,1307940,1303675,1309971,1301359,1315701,1308418,1310149,1306126,1304742,1341160,1313211,1304070,1309403,1322471,1323077,1281649,1293484
465,1310608,1337630,1343724,1323092,1325636,1327343,1333083,1337208,1316317,1334205,1316312,1333917,1347347,1306469,1302174,1310645,1307561,1313367,1305131,1319688,1312265,1313896,1309413,1307821,1344555,1316146,1306215,1311722,1325402,1326086,1283866,1295758
466,1313551,1340189,1346884,1326322,1327833,1329587,1335677,1339853,1318781,1336607,1319642,1337125,1350491,1309623,1305397,1313838,1309957,1316013,1308108,1322851,1315174,1316982,1311635,1310326,1346737,1318583,1308557,1314075,1328735,1329144,1286803,1298880
467,1316199,1343367,1349709,1328952,1330032,1331681,1338717,1342917,1321601,1339523,1322503,1340324,1352452,1311515,1308457,1317144,1312243,1318230,1311222,1326044,1316383,1318325,1314438,1313392,1349342,1321178,1311401,1317347,1331399,1331862,1290123,1301806
