subop_w,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
390,1597310,1610859,1638559,1634896,1586690,1594912,1610757,1707345,1634710,1597271,1633347,1604833,1635688,1691815,1657801,1553165,1637237,1563539,1616555,1655749,1638264,1658653,1629012,1674349,1546883,1653534,1570572,1640997,1647885,1638661,1589104,1674779
391,1601945,1615455,1643010,1639171,1591120,1599179,1615118,1712234,1638934,1601467,1637579,1609043,1639998,1695985,1661906,1557508,1641056,1567121,1620404,1659478,1642065,1662544,1632810,1678052,1551283,1658207,1574980,1645501,1652058,1643279,1593883,1679501
392,1606159,1619763,1647473,1643629,1595450,1603591,1619363,1716864,1643106,1605479,1641656,1612867,1644281,1700446,1666064,1561121,1645421,1571288,1624672,1664008,1646490,1666936,1637048,1682473,1554611,1661680,1578407,1649395,1655715,1646818,1597390,1683198
393,1609872,1623657,1651320,1647471,1599558,1607385,1623097,1721496,1647329,1609626,1645667,1616787,1648516,1704495,1670668,1564819,1649771,1575368,1629090,1668333,1650782,1671340,1641581,1687198,1559520,1666788,1583387,1654444,1660961,1651465,1602014,1688296
394,1614253,1627775,1655791,1651918,1603325,1611743,1627643,1725598,1650847,1613127,1649733,1620439,1652227,1708576,1673933,1568302,1653912,1579181,1633106,1672173,1654871,1675684,1645457,1691106,1562167,1669773,1586172,1657256,1663963,1654909,1605094,1691460
395,1618323,1631714,1659612,1655798,1607163,1615618,1631219,1729351,1654778,1617324,1653709,1624348,1656049,1712563,1678361,1572181,1658226,1583178,1637340,1676718,1659246,1679894,1649923,1695602,1567031,1675161,1591057,1662280,1669185,1660193,1610157,1696772
396,1622006,1635504,1663831,1660175,1610991,1619705,1635574,1733952,1659282,1621298,1657760,1628710,1660301,1717326,1682771,1575943,1662120,1587137,1641242,1680668,1663044,1683894,1653559,1699636,1570133,1678477,1594568,1666137,1672719,1663673,1613551,1700590
397,1626491,1640178,1668490,1664858,1615661,1623690,1639950,1738409,1664431,1626076,1662481,1633516,1664747,1722028,1687599,1580625,1666711,1590991,1645281,1684765,1667059,1688024,1657806,1703969,1574964,1683550,1599496,1671476,1677531,1668530,1618765,1705709
398,1631205,1644732,1673047,1669259,1619895,1628458,1644510,1743672,1668238,1630160,1666750,1638013,1669560,1726433,1691590,1584501,1671314,1595188,1649868,1689342,1671243,1692749,1662223,1707733,1579413,1688778,1604629,1676636,1682513,1673974,1623108,1710599
399,1636069,1649803,1677779,1673873,1624523,1633360,1649254,1748352,1673068,1634991,1671888,1642535,1674112,1731487,1696361,1589243,1675689,1599988,1654520,1694116,1676525,1697700,1666876,1713155,1583148,1692435,1607710,1680068,1686533,1677205,1626956,1714525
400,1639111,1652837,1681345,1677526,1627969,1636552,1652628,1752066,1676701,1638086,1675325,1645769,1677521,1734960,1700074,1592300,1680796,1604925,1659336,1699266,1681396,1702885,1671517,1718107,1588210,1696917,1612592,1685073,1690819,1681703,1631857,1719547
401,1643688,1657383,1686260,1682230,1632435,1641151,1657232,1756737,1680755,1642244,1679254,1650064,1681843,1739242,1704208,1596380,1684082,1607765,1662518,1702697,1684653,1705881,1675130,1721359,1590658,1700345,1615226,1687878,1694326,1684779,1634489,1722307
402,1647430,1661504,1690166,1685704,1635948,1644518,1661132,1760905,1684707,1645976,1683044,1654063,1685879,1743221,1708411,1600313,1688704,1612122,1667240,1707385,1689094,1710674,1679902,1726369,1594953,1705851,1619797,1692786,1698976,1690138,1638804,1727773
403,1653044,1667030,1694957,1690599,1640270,1650345,1665690,1766417,1691260,1651140,1688652,1659660,1691577,1749602,1714297,1605775,1692336,1615965,1670837,1711140,1692640,1714479,1683470,1730525,1599139,1709515,1623949,1697001,1703535,1693906,1643351,1731662
404,1656121,1669803,1698936,1694757,1644667,1653496,1669938,1770226,1693963,1655394,1692264,1663029,1695282,1752904,1717847,1609047,1697372,1620847,1675474,1716456,1697674,1719240,1688627,1735647,1604166,1714372,1628465,1701810,1708686,1698970,1648053,1736662
405,1660965,1674451,1703570,1699642,1649298,1658055,1674647,1774941,1699663,1659825,1697109,1667767,1700357,1758363,1722755,1613774,1701233,1624325,1679541,1720017,1701733,1723384,1692649,1739360,1609345,1720087,1633733,1706979,1714029,1704166,1653145,1741578
406,1665791,1679583,1708864,1704689,1654235,1663162,1679463,1780536,1704055,1664742,1701958,1672678,1704862,1763152,1727628,1618417,1706664,1629427,1684287,1724985,1706465,1728018,1697942,1745071,1612585,1723540,1637430,1711151,1717909,1707925,1657103,1746135
407,1669011,1682966,1712103,1707974,1657726,1666532,1682845,1783811,1707858,1668206,1705711,1676520,1708359,1766858,1731287,1622170,1711060,1633740,1689729,1730354,1711803,1733366,1702615,1749703,1615947,1727268,1640762,1714665,1721439,1711768,1660727,1749735
408,1673519,1687999,1716850,1712643,1662621,1670857,1687747,1788928,1712472,1672698,1710270,1680821,1713296,1771466,1736304,1626764,1714542,1637227,1693003,1733774,1715225,1736963,1706160,1753194,1620521,1732126,1645442,1719563,1726118,1716732,1665336,1754405
409,1678522,1691853,1721284,1717186,1666981,1675430,1691812,1793496,1717595,1677481,1716804,1685575,1718461,1778481,1741267,1631291,1719160,1641422,1698025,1738952,1720144,1741260,1710601,1757704,1625560,1737486,1650487,1725037,1731532,1722230,1671076,1759473
410,1682523,1696643,1726075,1722197,1671166,1680001,1696668,1798604,1721429,1681798,1719675,1689597,1722120,1781295,1745464,1635216,1723769,1645713,1702233,1743459,1724378,1746479,1715097,1762619,1629505,1741664,1654823,1728866,1735332,1725683,1674729,1763871
411,1686199,1700088,1729525,1725807,1674688,1683739,1700233,1802460,1727637,1686727,1724301,1693935,1728207,1785723,1750667,1640012,1728583,1650429,1706719,1747902,1729316,1751042,1719790,1767191,1633517,1746101,1658958,1733894,1740771,1730709,1678870,1768875
412,1690529,1704394,1734013,1730121,1679073,1688084,1704414,1807223,1730258,1690017,1728327,1698343,1731004,1790326,1754098,1643741,1732072,1653725,1710318,1751450,1732869,1754672,1723570,1770848,1636532,1749107,1662025,1736689,1743527,1733649,1681971,1772034
413,1694648,1708613,1738505,1734548,1683124,1692026,1708253,1811410,1734547,1694165,1732569,1702652,1735180,1794835,1758625,1647867,1736536,1658087,1714594,1756000,1737503,1759140,1728168,1775434,1640908,1753683,1666296,1741240,1747908,1738109,1686368,1776534
414,1700125,1713826,1743588,1739252,1688553,1697296,1713412,1817282,1739247,1698970,1737352,1707226,1740156,1799973,1763626,1652385,1740847,1662337,1718775,1760323,1741455,1763086,1732313,1779796,1645387,1758318,1670737,1746094,1752767,1742843,1690774,1781486
415,1704894,1718062,1748062,1743802,1693038,1701277,1717723,1822389,1743632,1702954,1741764,1711444,1744226,1804301,1767794,1656461,1746965,1667528,1724418,1765512,1746898,1768698,1737412,1785655,1649569,1763022,1675118,1750442,1757275,1747337,1695163,1785730
416,1707537,1721519,1751104,1747469,1696111,1705161,1721417,1825389,1747017,1706292,1745039,1714988,1747729,1807945,1771249,1659552,1751145,1671714,1729019,1770266,1751515,1773298,1741663,1789918,1652800,1766277,1678182,1753650,1760559,1750847,1698354,1789383
417,1711223,1725344,1754998,1751191,1699687,1708761,1725106,1829246,1751412,1710978,1749665,1719293,1752154,1812854,1776060,1663983,1754367,1674861,1732245,1773876,1754933,1776888,1745430,1793318,1657157,1770771,1682402,1758445,1764995,1755289,1702931,1793804
418,1714774,1728889,1758567,1754907,1703215,1712353,1728734,1833154,1755440,1715036,1753511,1723357,1756086,1816423,1780058,1667685,1758416,1679040,1736055,1777732,1758933,1781103,1749639,1797315,1660780,1774760,1686229,1762144,1769056,1759304,1706760,1798044
419,1719940,1734404,1763913,1760469,1708273,1717849,1734069,1838570,1760369,1719876,1758818,1728203,1761433,1821305,1784953,1672426,1761649,1682499,1739584,1781233,1762480,1784800,1752928,1800884,1665400,1779515,1691139,1767117,1773720,1764022,1711235,1802686
420,1724663,1739470,1768341,1764624,1712293,1722997,1738508,1843628,1764519,1724886,1763515,1732220,1765358,1825816,1789055,1677302,1767044,1687013,1744955,1786626,1767961,1790016,1757952,1806249,1669614,1784124,1695690,1771982,1778347,1768701,1715494,1807571
421,1728846,1743523,1773396,1769131,1716889,1726480,1743167,1848058,1769914,1729182,1767875,1737421,1770926,1830884,1794521,1681620,1772112,1692419,1750092,1791621,1773146,1795507,1763290,1811204,1673768,1788471,1699686,1776144,1782587,1772780,1719944,1812047
422,1731705,1745959,1775738,1772063,1719636,1729178,1745628,1851182,1771870,1730971,1769802,1740104,1772738,1833446,1797101,1683394,1777403,1696250,1754463,1796418,1777365,1799979,1767827,1815984,1676747,1791449,1702536,1779044,1785609,1775699,1722713,1815104
423,1734826,1749415,1779156,1775351,1723089,1732574,1749167,1854663,1776141,1734797,1773869,1743273,1776825,1837603,1800630,1687114,1779416,1698854,1756779,1798789,1780147,1802696,1770090,1818842,1680223,1795459,1706475,1783033,1789152,1779428,1726691,1819078
424,1739475,1754058,1784207,1780327,1727558,1737314,1753925,1859910,1780452,1739412,1778319,1747655,1781155,1842226,1805314,1691626,1783671,1703089,1761078,1803656,1784103,1806876,1774661,1823523,1684755,1800236,1710773,1787832,1794363,1784223,1730858,1824094
425,1744224,1758709,1788846,1785721,1732315,1742411,1758860,1864339,1785498,1743766,1783182,1752081,1785756,1847194,1809926,1695887,1787671,1706724,1765084,1807439,1788571,1811035,1778664,1827249,1688863,1805007,1714830,1791904,1798651,1788651,1735300,1828436
426,1748243,1763065,1793313,1789103,1736194,1745961,1762574,1869183,1789701,1748401,1787653,1756579,1790393,1851614,1814265,1699979,1792747,1711782,1770453,1812555,1793430,1816106,1783580,1832403,1692580,1808921,1718909,1796186,1802898,1792892,1739314,1832636
427,1752260,1767192,1797285,1793308,1740382,1749966,1766654,1873324,1794245,1752994,1792307,1761005,1794766,1856519,1819051,1704196,1797948,1716382,1775160,1817540,1798246,1821381,1788514,1837163,1697446,1814076,1723722,1800696,1807474,1797519,1743737,1837167
428,1757331,1771971,1802237,1797919,1744893,1754429,1771491,1878523,1798838,1757353,1796791,1765544,1799548,1861063,1823674,1708442,1801972,1720363,1779069,1821266,1802277,1825399,1792397,1841707,1701224,1818140,1727611,1805614,1812072,1801886,1748483,1841594
429,1760085,1774604,1805119,1800953,1747875,1757702,1774694,1881876,1803390,1760683,1800404,1769074,1802856,1864533,1827620,1712499,1806745,1724925,1784110,1826465,1807165,1830634,1797402,1846657,1705200,1822310,1731419,1809447,1816059,1806272,1751889,1845970
430,1765798,1780110,1810504,1806834,1753170,1763192,1780214,1887833,1807080,1765258,1805210,1773626,1807585,1869166,1831884,1716309,1810576,1727915,1787215,1829544,1811329,1833748,1800520,1850028,1708941,1826538,1735488,1813532,1820189,1810338,1756143,1850080
431,1769631,1784003,1814666,1811107,1756867,1767054,1784074,1892248,1811435,1769569,1809821,1777908,1812302,1873835,1836376,1720518,1814599,1732519,1792067,1834472,1815178,1838637,1805472,1855042,1713104,1831010,1739642,1817811,1824484,1814624,1760365,1854456
432,1773101,1787356,1818202,1814368,1760349,1770326,1787773,1895514,1815374,1773332,1813490,1781690,1815987,1877834,1840098,1724220,1819492,1737040,1796739,1839184,1819652,1843394,1809943,1859935,1716838,1834842,1743489,1822111,1828274,1818756,1763990,1858305
433,1776862,1791356,1822185,1818163,1764209,1774391,1791563,1899756,1819643,1777743,1818457,1786626,1820418,1882029,1845277,1728395,1823424,1740693,1800689,1843288,1823969,1847370,1813872,1864028,1720859,1839533,1748011,1826303,1832676,1822696,1768287,1862796
434,1781136,1795450,1826323,1822318,1768134,1778264,1795518,1903921,1823006,1780825,1820969,1789078,1823438,1885652,1847887,1731702,1827428,1744357,1804641,1847010,1827593,1851103,1818023,1867816,1724127,1843018,1750737,1829267,1836053,1826005,1771201,1866178
435,1785644,1800150,1830733,1826654,1772697,1782926,1800197,1908549,1828228,1785628,1826011,1794412,1828821,1890834,1853367,1737286,1830761,1747733,1808075,1850969,1831227,1855038,1821519,1871685,1729727,1848423,1755682,1834573,1841842,1831029,1776797,1871568
436,1790852,1805318,1836180,1832083,1777706,1787966,1805333,1914218,1832765,1790332,1830808,1798493,1833230,1895607,1857813,1740851,1836432,1752899,1813016,1856267,1836298,1860199,1826878,1876613,1733160,1852260,1759783,1838910,1845667,1835494,1780477,1875854
437,1794297,1808444,1840225,1835556,1780947,1791207,1809041,1917612,1837923,1794994,1835323,1803412,1837943,1900505,1862909,1745136,1839482,1756031,1816498,1859650,1839891,1863857,1830241,1880639,1737663,1857331,1764520,1843982,1850490,1840184,1785227,1880953
438,1798702,1813251,1844299,1840238,1785699,1795917,1813526,1922938,1841435,1798679,1839160,1806613,1841703,1904443,1866763,1748794,1844761,1761118,1821587,1864684,1845185,1869270,1835280,1886155,1741459,1861021,1768170,1847626,1854431,1844086,1788569,1884603
439,1802272,1816501,1847675,1843634,1789323,1799176,1816889,1926386,1845021,1802479,1843442,1810800,1845932,1908817,1870583,1752648,1848326,1764338,1824969,1868387,1848780,1872829,1838847,1889597,1745206,1864685,1771969,1851506,1858130,1847910,1792729,1888952
440,1806339,1820902,1852221,1848115,1793226,1803726,1821363,1930979,1849914,1807154,1849184,1815503,1850823,1913650,1876205,1757550,1852869,1768580,1829329,1872849,1853150,1877414,1843256,1894191,1750088,1870579,1776981,1857205,1863019,1852824,1797844,1893825
441,1811895,1826301,1857819,1853713,1799118,1809153,1826730,1936920,1855030,1812253,1853451,1820969,1856728,1918919,1881498,1762571,1856611,1772635,1833296,1876289,1857288,1880817,1846988,1897763,1754996,1875043,1783003,1862965,1869274,1858876,1802462,1898876
442,1816941,1831925,1863319,1859169,1804168,1814232,1832090,1942530,1859602,1816843,1858197,1825268,1860595,1924174,1885335,1766507,1861762,1777266,1838410,1881844,1862483,1886505,1852573,1903670,1759557,1879850,1786449,1866842,1873120,1862955,1807016,1904048
443,1820742,1835264,1866958,1862955,1807744,1817797,1835660,1946300,1863006,1819979,1861678,1828555,1864089,1927528,1888794,1769697,1867042,1782206,1843454,1887307,1867493,1891603,1857618,1908796,1762213,1882801,1789361,1869930,1876347,1866181,1810280,1907280
444,1824002,1838751,1870247,1866129,1811170,1821359,1838641,1949887,1867181,1823998,1865865,1832489,1868048,1931738,1892880,1773488,1870533,1785798,1847136,1890797,1871501,1895460,1861661,1912684,1766110,1887075,1793434,1874254,1880390,1870363,1814257,1911382
445,1827602,1842433,1874719,1870512,1814766,1825185,1842584,1953799,1870859,1827877,1869645,1836320,1872380,1935912,1896912,1777046,1874355,1789236,1850788,1894911,1875009,1899460,1864954,1916616,1769954,1891032,1797699,1878187,1884544,1874251,1818637,1915594
446,1832029,1846842,1878808,1874711,1819109,1829430,1847163,1958715,1875317,1832257,1874107,1840624,1876120,1940169,1901356,1781256,1878523,1793199,1855080,1898636,1878988,1903605,1869055,1920568,1773939,1895899,1801214,1882273,1889223,1879607,1822470,1920696
447,1836321,1851247,1883306,1879209,1823411,1833597,1851554,1963328,1880972,1837428,1879447,1845772,1881551,1945468,1906734,1786884,1882421,1796947,1858916,1902740,1883038,1907626,1873071,1924777,1780043,1901204,1806551,1887849,1894274,1884124,1827741,1926080
448,1841583,1856703,1888448,1884640,1828589,1838922,1856860,1969280,1885586,1841907,1884058,1850755,1885943,1950758,1911528,1790695,1887307,1802538,1863710,1907539,1887965,1912397,1878502,1930004,1783566,1905697,1810887,1892392,1899041,1888455,1832332,1930040
449,1845022,1860091,1892202,1888192,1832197,1842618,1860102,1972852,1888979,1845767,1887798,1853803,1889266,1953855,1915085,1793863,1892732,1806979,1868979,1913151,1893076,1917730,1883457,1934936,1787192,1909826,1813933,1895987,1902204,1891896,1835155,1934029
450,1848997,1864326,1896465,1892372,1836561,1846920,1864459,1977508,1892620,1848902,1891231,1857374,1893086,1957975,1918664,1797617,1896019,1810024,1872373,1916282,1896495,1921288,1886462,1938710,1790610,1912542,1818168,1899938,1906259,1896018,1839144,1937849
451,1852406,1867512,1899423,1895560,1839516,1849874,1867474,1980755,1897541,1854479,1896032,1863177,1897973,1963213,1923734,1802897,1899943,1813692,1876142,1920285,1900218,1925446,1890491,1942658,1795496,1917983,1823152,1905056,1911709,1901350,1845137,1943049
452,1857925,1873152,1905263,1901324,1845274,1855381,1873033,1986455,1902475,1857912,1900528,1866483,1902954,1967558,1928264,1806428,1903933,1817892,1880276,1924271,1904299,1929467,1894671,1946461,1800858,1923659,1827574,1910326,1917252,1906048,1849252,1947934
453,1862374,1877656,1909814,1905731,1849493,1859414,1877507,1991443,1906764,1862880,1905865,1871986,1907196,1973095,1933152,1811421,1909291,1822503,1884972,1929323,1909352,1934545,1899611,1951787,1804492,1927571,1831745,1914323,1921241,1910493,1853690,1952667
454,1866872,1882014,1914377,1910362,1853673,1864226,1881859,1995675,1911049,1866878,1909764,1875687,1911715,1976845,1937149,1815248,1913407,1826456,1889360,1933495,1913738,1938998,1903931,1956350,1808609,1931867,1835887,1918672,1925723,1914951,1857884,1957236
455,1870362,1885905,1917918,1914030,1857624,1867516,1885803,1999926,1914818,1870456,1913482,1879356,1915530,1980788,1941206,1818959,1918600,1831255,1894710,1938764,1919088,1944063,1908634,1961537,1812291,1935658,1839491,1922500,1929481,1918867,1861631,1961080
456,1873880,1889587,1921717,1917561,1861131,1871264,1889356,2003716,1919329,1874771,1917292,1883888,1920046,1984965,1945403,1822893,1922350,1835117,1898167,1942558,1922399,1948097,1912764,1965498,1817016,1940784,1844249,1927400,1934433,1923704,1866362,1966051
457,1878628,1894562,1926586,1922754,1866016,1875667,1893958,2008770,1923718,1879366,1922438,1888063,1924654,1990136,1950523,1827157,1926091,1838533,1901596,1946032,1925975,1951914,1916430,1969247,1821866,1946048,1849197,1932624,1939705,1928946,1871253,1971027
458,1883731,1899639,1931787,1927575,1871082,1880823,1899167,2014416,1929280,1884460,1927899,1893710,1930186,1995489,1955891,1832280,1930980,1843276,1907019,1950873,1930818,1956745,1921681,1974685,1825997,1950671,1853380,1937147,1944397,1933441,1875777,1975767
459,1887951,1903941,1936014,1932182,1875234,1884947,1903523,2018845,1932576,1888175,1931637,1896993,1933656,1999324,1959317,1835473,1935600,1847535,1911194,1955608,1935612,1961545,1925782,1979092,1828842,1953712,1856218,1940119,1947372,1936439,1878693,1978821
460,1891089,1907056,1939466,1935391,1878431,1888127,1906836,2022175,1936019,1891312,1934881,1900531,1936794,2002627,1962640,1838915,1939958,1852037,1915528,1960170,1940164,1966235,1929862,1983408,1832128,1957226,1859535,1943886,1950924,1940068,1882061,1982486
461,1894423,1910395,1942548,1938903,1881833,1891551,1910136,2025862,1939388,1894222,1937689,1903483,1939791,2005659,1965740,1841690,1943753,1855264,1919119,1963745,1943501,1969474,1933763,1987151,1835928,1961772,1864003,1948142,1954946,1944439,1886874,1986456
462,1899340,1915071,1947363,1944705,1886340,1895763,1914935,2031640,1944861,1899208,1942568,1908871,1945285,2011001,1970782,1846896,1946694,1858198,1922202,1967070,1946680,1972756,1936806,1990452,1841368,1967375,1868952,1953837,1960188,1949675,1891321,1992172
463,1904201,1920079,1952370,1948962,1891267,1901133,1919825,2035969,1949961,1905203,1948378,1913849,1950708,2016311,1976276,1852216,1951561,1863217,1927574,1972117,1951766,1977835,1941672,1995509,1846813,1972178,1873990,1959188,1965927,1954814,1896806,1998016
464,1909603,1925505,1958737,1955096,1897098,1906705,1926279,2041738,1955163,1909877,1953885,1919316,1955978,2022486,1981826,1856768,1956582,1868284,1932028,1976929,1956397,1982699,1946706,2000493,1850441,1976900,1878713,1963225,1970395,1959647,1900895,2002233
465,1913960,1929872,1962350,1958740,1901039,1911192,1929835,2046647,1958269,1913037,1957016,1922400,1959165,2025708,1985048,1859837,1962635,1873331,1937952,1982527,1962233,1988423,1952503,2006235,1854365,1980480,1882136,1966843,1974014,1963342,1904560,2006357
466,1917968,1933400,1966052,1962654,1904687,1914852,1933325,2050669,1962375,1916993,1961282,1926530,1963280,2029990,1989232,1863656,1966488,1877257,1942075,1987116,1966667,1992991,1956334,2010740,1858159,1984614,1886093,1971369,1978775,1967374,1908682,2010703
467,1921167,1937325,1969949,1966438,1908452,1918576,1937266,2054492,1966259,1921016,1965177,1930423,1967276,2034202,1993347,1867696,1970299,1881119,1945662,1990863,1970251,1996542,1959803,2014568,1861926,1988722,1889797,1975682,1982488,1971106,1912670,2014650
468,1926227,1942467,1975287,1971459,1912534,1923322,1941486,2059876,1971066,1925515,1969785,1934838,1971857,2039103,1997946,1871722,1974048,1884630,1949439,1994489,1974121,2000591,1963765,2018592,1867127,1993909,1895176,1980993,1987953,1976567,1917438,2020206
469,1930860,1947335,1980132,1976151,1918140,1928177,1946672,2064527,1976643,1930359,1974986,1939827,1977104,2043993,2003020,1876431,1978904,1888601,1954989,1999043,1979780,2004981,1968058,2024240,1871598,1998690,1900142,1985099,1993299,1981473,1922651,2024799
470,1935575,1951771,1984928,1981282,1923209,1932969,1951997,2069585,1980274,1934628,1979142,1943913,1981323,2048721,2007500,1880531,1984260,1893854,1959485,2004535,1983663,2010824,1973468,2028932,1874587,2002165,1902971,1988744,1996234,1984824,1925791,2028489
471,1938579,1955031,1987969,1984290,1925787,1935850,1954708,2072618,1983424,1937665,1982657,1947103,1984557,2051983,2010902,1883599,1989219,1898604,1964253,2009571,1988854,2015454,1978614,2033735,1879333,2006318,1906740,1992758,2001035,1988880,1929466,2032647
472,1943151,1959169,1993009,1989248,1930617,1940325,1958866,2077634,1988648,1942693,1987528,1952135,1989605,2057469,2015851,1888463,1991878,1901255,1967126,2012335,1991371,2018112,1981228,2036563,1882457,2010291,1910517,1996992,2004352,1993097,1933727,2037131
473,1947044,1963088,1996184,1992944,1934004,1944017,1962650,2081484,1993043,1947057,1992079,1956324,1993995,2061574,2020340,1892699,1996614,1905682,1971575,2016727,1996045,2022870,1985732,2041189,1886686,2014606,1914667,2001242,2008539,1997506,1937903,2041336
474,1951657,1967914,2001345,1997678,1938411,1949089,1967351,2086420,1996827,1950667,1996144,1960184,1997849,2065683,2024141,1896211,2001021,1909892,1975666,2020979,1999955,2026968,1990089,2045463,1891593,2020078,1919838,2006777,2014461,2003528,1942964,2047272
475,1956171,1972459,2006182,2002323,1943239,1953384,1972239,2091836,2000340,1954178,1999307,1963710,2001391,2069569,2027681,1899623,2005531,1914507,1980454,2025856,2005288,2032383,1994922,2050904,1892400,2020974,1920918,2007791,2015109,2003927,1944088,2047946
476,1956340,1972670,2006236,2002534,1943334,1953576,1972488,2091988,2000349,1954178,1999311,1963716,2001399,2069577,2027691,1899623,2010297,1918786,1984966,2030843,2009845,2036959,1999569,2055652,1892400,2020974,1920918,2007791,2015109,2003927,1944088,2047946
477,1956340,1972670,2006236,2002534,1943334,1953576,1972488,2091988,2000349,1954178,1999311,1963716,2001399,2069577,2027691,1899623,2010348,1918905,1985060,2030969,2009892,2037130,1999765,2055804,1892400,2020974,1920918,2007791,2015109,2003927,1944088,2047946
478,1956340,1972670,2006236,2002534,1943334,1953576,1972488,2091988,2000349,1954178,1999311,1963716,2001399,2069577,2027691,1899623,2010348,1918905,1985060,2030969,2009892,2037130,1999765,2055804,1892400,2020974,1920918,2007791,2015109,2003927,1944088,2047946
479,1956340,1972670,2006236,2002534,1943334,1953576,1972488,2091988,Null,Null,Null,Null,Null,Null,Null,Null,2010348,1918905,1985060,2030969,2009892,2037130,1999765,2055804,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2010348,1918905,1985060,2030969,2009892,2037130,1999765,2055804,Null,Null,Null,Null,Null,Null,Null,Null
