op,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,8,2,1,0,0,0,0,0,8,6,0,0,0,0,2,2,12,8,12,9,6,2,12,8,9,5,4,2,4,4,18,14
1,995,1090,1189,872,879,873,969,783,819,895,796,803,843,812,770,859,811,849,883,859,830,704,918,856,915,841,960,860,772,762,1099,787
2,1927,1960,2058,1844,1833,2014,1838,1837,1817,1999,1889,1808,1771,2048,1772,2003,1880,1887,1910,1970,1911,1820,1957,1886,2124,2157,2158,2177,1918,2230,2457,1899
3,3610,3986,3862,3628,3590,3969,3403,3549,3394,3734,3373,3477,3264,3636,3517,3631,3531,3403,3515,3612,3431,3657,3772,3596,3983,3728,3821,3983,3685,3475,4296,3618
4,5941,6260,6200,5726,5763,6166,5797,5763,5887,6204,5745,5963,5529,6018,5771,6208,5873,5755,6293,5949,5588,5756,5799,5916,6537,6089,6283,6287,5948,6065,7139,5991
5,7913,8605,8260,7497,7579,8176,7726,7536,7711,8370,7739,7813,7541,8181,7706,8086,7780,7781,8068,7971,7479,7642,7810,7837,8275,7694,8280,8233,7676,7682,9012,7974
6,9815,10559,10162,9573,9629,10471,9863,9579,9854,10634,9936,10015,9647,10343,9921,10250,9976,9903,10114,10114,9518,9674,10028,9923,10577,9760,10411,10509,9690,9724,11379,10082
7,11822,12729,12458,11666,11815,12629,11977,11613,11901,12992,12190,12145,11698,12546,12260,12515,12200,12004,12350,12322,11584,11871,12239,11995,12754,11896,12597,12792,11743,11769,13816,12205
8,14313,15184,14881,13738,13898,15144,14189,13761,14423,15189,14172,14522,13791,15058,14450,14596,14178,14508,14780,14434,13715,14290,14169,14367,15316,14203,14747,15071,13874,14009,16481,14556
9,16384,17720,17192,16031,16208,17504,16676,16188,16603,17884,16594,16766,16055,17254,16647,16996,16838,16710,16834,16770,16014,16580,16658,16538,17613,16575,17304,17722,16387,16342,19004,16787
10,17989,19306,18810,17474,17774,19250,18381,17639,17996,19491,18201,18284,17529,18952,18240,18498,18359,18146,18419,18392,17646,18159,18312,18109,19388,18196,19159,19403,17868,17846,20935,18401
11,19857,21549,20920,19374,19772,21517,20350,19717,20052,21531,20172,20384,19403,20907,20177,20576,20316,20130,20355,20328,19587,20127,20277,20032,21537,20268,21261,21579,20005,19947,23231,20297
12,22270,23933,23841,21678,21952,24148,22591,21720,22185,24176,22352,23269,21647,23221,22405,23017,22652,22458,22715,22518,21848,22545,22381,21930,24018,23067,23398,24135,22478,22278,25581,22527
13,23970,25729,25141,23280,23755,25810,24525,23567,24068,25804,24388,24773,23583,25230,24371,24761,24495,24215,24577,24667,23200,24094,24359,23891,25785,24413,25332,26012,23950,23868,27561,24441
14,25554,27502,26860,24916,25265,27490,26084,25183,25596,27385,25857,26382,25006,26768,25745,26437,26057,26012,26160,26175,24885,25872,26129,25586,27563,26117,26925,27809,25531,25422,29503,26258
15,27604,29846,29109,27005,27535,30068,28335,27368,27841,29818,28006,28776,27275,29060,27826,28679,28282,28401,28565,28357,27043,28029,28385,27836,29772,28350,29463,30113,27630,27866,31877,28413
16,29753,31994,31203,28995,29494,32165,30283,29385,30138,31944,30236,31021,29254,31075,29884,30803,30401,30522,30490,30471,29040,29832,30481,29733,32101,30464,31468,32128,29652,29739,34100,30571
17,32073,34765,34127,31537,32126,34802,32924,31753,32071,34452,32240,33339,31385,33429,32137,33211,32735,32621,32801,32627,31634,33036,32844,31851,34733,33092,34181,34813,32149,32138,37225,33096
18,33887,36539,35733,33124,33608,36836,34774,33329,34145,36733,34424,35284,33480,35803,34215,35373,34789,34747,34974,34836,33140,34472,35098,34140,36495,34774,36087,36841,33929,34081,39106,35047
19,35635,38560,37636,34954,35341,38717,36400,35113,35706,38668,36412,36924,34897,37655,36109,37206,36317,36086,36457,36150,34697,35932,36471,35579,38292,36656,38096,38720,35709,35798,41485,36896
20,37679,40546,39847,36791,37389,41139,38481,37366,37606,40526,37978,38872,36811,39566,37790,39159,38369,38241,38579,38214,36694,38025,38564,37612,40421,38730,40093,40953,37833,37964,43691,38772
21,39325,42433,41393,38337,39051,42925,40246,38896,39700,42839,40091,41085,38895,41716,39755,41322,40593,40325,40691,40433,38793,40115,40684,39845,42354,40385,41786,42736,39347,39608,45545,40691
22,41562,44968,43826,40417,41321,45552,42467,41130,41892,45171,42399,43435,41037,43975,42098,43715,42820,42579,43093,42341,40961,42346,42710,41915,44857,42810,44143,45201,41549,41909,48099,42938
23,43992,47436,46343,42904,43713,48041,45022,43572,44381,47984,44938,46032,43708,46595,44615,46210,45270,45140,45738,44985,43527,45193,45628,44506,47420,45148,46720,47703,43960,44296,50920,45452
24,46099,49836,48681,44948,46010,50397,47117,45909,46414,50297,47158,48222,45703,48807,46745,48455,48153,47182,47575,47250,45263,46792,47777,46511,49599,47362,49122,49980,46084,46438,53485,47666
25,47513,51685,50155,46407,47247,52050,48674,47110,47811,51763,48289,49743,47010,50426,47967,49699,49190,48664,49146,48725,46836,48520,49266,48153,51433,49264,50860,51790,47829,48061,55396,49298
26,49740,53832,52723,48803,49625,54370,50964,49363,50053,54097,50594,51879,49307,52644,50197,51950,51609,50916,51327,51002,49055,50823,51402,50369,53737,51421,53232,53954,50121,50339,57979,51656
27,51534,55622,54366,50269,51190,56284,52646,51057,51816,56005,52447,53800,51138,54673,52201,53947,53269,52739,53227,52809,50813,52567,53355,52126,55512,53181,54892,55759,51556,52124,59790,53282
28,53747,58151,56824,52581,53617,58917,55140,53346,54254,58498,54910,56427,53523,57072,54642,56489,55979,55469,55861,55382,53428,55143,55957,54553,57851,55370,57291,58265,53924,54366,62342,55585
29,55815,60597,59028,54686,55778,61496,57708,55558,56488,60681,56762,58477,55383,59308,56611,58520,58024,57497,57996,57534,55387,57245,58070,56507,60098,57861,59607,60705,56414,56689,64885,58054
30,58088,62941,61324,56816,57969,63564,59575,57641,58518,63208,59199,61066,57669,61810,58989,60951,60481,59991,60510,59958,57705,59666,60467,58902,62405,59808,61663,62857,58405,58633,67365,60132
31,60188,65058,63806,58916,59837,65746,61525,59365,60141,65266,60850,62743,59844,63874,60656,63029,62400,61705,62214,61959,59290,61585,62272,60781,64490,61890,63907,65250,60966,60972,69515,62542
32,61902,67219,65387,60597,61767,67869,63343,61513,62094,67347,63111,65072,61469,65668,62639,64994,64335,63738,64240,63829,61333,63512,64332,62754,66610,63900,65959,67210,62440,62691,71950,64261
33,63956,69678,67665,62545,63832,70413,65631,63571,64495,69759,65388,67253,63790,68259,64860,67177,66671,65934,66574,65981,63412,65738,66730,64979,69044,65985,68142,69349,64380,64703,74266,66413
34,66085,71995,69954,64624,66105,72634,67720,65775,66571,72024,67541,69486,65954,70452,67030,69450,68951,68264,68956,68293,65659,67934,69072,67244,71164,68175,70391,71608,66567,66755,76812,68528
35,68113,74201,72021,66483,68048,74785,69801,67685,68594,74363,69528,71547,67789,72592,68968,71546,71100,70251,71249,70462,67793,69990,71121,69329,73138,70166,72472,73746,68414,68775,79052,70509
36,70185,76358,74033,68547,70278,77034,72027,69702,70741,76629,71690,73540,69940,74830,71039,73756,73235,72447,73021,72367,69736,71941,73041,71455,75232,72298,74539,75988,70450,70828,81266,72591
37,72330,78411,76259,70467,72180,79197,74029,71655,72658,78678,73405,75617,71731,76737,72826,75641,75167,74146,75112,74394,71528,73966,75097,73310,77469,74593,76716,78134,72390,72864,83685,74592
38,73937,80896,78064,72257,73904,81283,75883,73230,74455,80482,75373,77474,73489,78573,74571,77399,76777,75932,76736,75999,73018,75626,76818,74816,79540,76280,78637,79924,74359,74605,85618,76457
39,76001,82634,80070,73702,75557,83075,77720,75350,76215,82498,77173,79358,75441,80538,76408,79357,78886,77892,78793,78083,74993,77774,79059,76904,81534,78254,80389,82208,75982,76343,87732,78293
40,78548,85511,82967,76304,78258,86224,80594,77955,79114,85813,80169,82446,78375,83598,79410,82298,81987,80871,81885,81153,77849,80641,82009,79770,84359,81045,83399,84997,78765,79239,90907,81233
41,80793,87960,85360,78663,80559,88772,82952,79983,81536,88001,82546,84698,80540,85880,81639,84719,84393,83188,84298,83525,80179,82875,84529,82192,86766,83481,85753,87355,81123,81681,93600,83547
42,82936,90497,87761,80749,82843,91041,85258,82256,83546,90317,84737,87101,82743,88000,83878,86924,86724,85541,86680,85696,82161,85049,86795,84329,89192,85512,88287,89614,83317,83866,95987,85980
43,84418,92243,89443,82566,84558,92871,86842,83856,85385,92186,86465,88859,84335,89809,85488,89023,88348,87414,88305,87483,83938,87252,88507,86113,90995,87590,90198,91746,85037,85614,98023,87581
44,86847,94746,92180,84513,86577,95316,89459,86196,87668,95237,88752,91244,86663,92047,87954,91134,90858,89781,91219,89769,86251,89214,90762,88535,93368,89732,92410,94075,87554,87935,100523,89814
45,88865,97004,94236,86656,88736,97667,91457,88256,89538,97027,90932,93360,88762,94519,90028,93492,93044,91767,92937,92077,88385,91428,93092,90389,95451,91938,94615,96275,89335,89962,103064,92062
46,90905,99225,96331,88707,90794,100039,93535,90457,91724,99388,93091,95685,90840,96740,92124,95753,95230,93899,95137,94189,90359,93510,95209,92594,97609,94078,96808,98525,91389,91996,105391,94210
47,93240,101655,98814,90880,92864,102306,95720,92539,93959,101668,95226,97725,92949,99026,94243,97907,97335,96123,97413,96609,92633,95676,97526,94686,100025,96410,99317,100863,93493,94242,107722,96327
48,94763,103344,100461,92307,94435,104229,97509,94183,95634,103469,96988,99659,94598,100787,95953,99714,99146,97962,99186,98297,94289,97455,99196,96402,101580,98076,100981,102561,95183,95810,109744,98069
49,96325,104934,102235,94018,96042,105913,99128,95623,97037,104933,98463,101142,96049,102251,97395,101264,100640,99466,100597,99695,95689,98838,100787,97888,103200,99625,102489,104023,96694,97209,111422,99523
50,98483,107356,104286,95973,98093,108187,101115,97706,99416,107424,100977,103583,98638,104565,99811,103549,103081,101656,103150,101875,97907,101320,103228,99950,105589,102065,104810,106463,98785,99419,113744,101631
51,101214,109855,106584,98146,100734,110587,103730,99901,101579,109652,102985,105736,100539,106820,102018,106056,105458,103934,105143,104177,100134,103562,105334,102264,108005,104551,107122,108787,100962,101550,116382,104374
52,103086,112483,109154,100512,102781,113307,106270,102436,103863,112340,105538,108467,102992,109485,104399,108548,107886,106662,107941,106699,102690,106112,107862,104887,110382,106618,109856,111381,103499,103962,119201,106586
53,105128,114580,111274,102439,104742,115485,108177,104292,105994,114544,107555,110421,105108,111615,106432,110653,109980,108553,110065,108858,104594,108102,109957,106748,112557,108816,112053,113528,105447,105986,121507,108781
54,106867,116463,113255,104109,106458,117382,109894,105996,107786,116430,109134,112276,107006,113428,108177,112468,111749,110503,111921,110555,106224,109854,111900,108518,114482,110478,113944,115390,107191,107764,123422,110597
55,108982,118761,115546,106354,108783,119897,112230,108383,110264,118923,111591,114682,109235,115641,110453,114773,114203,112724,114049,113048,108570,112274,114202,110706,116959,112929,116673,117748,109405,109912,125914,112914
56,111218,121151,117819,108335,110967,122255,114302,110397,112420,121415,113772,117180,111382,118152,112840,117283,116451,115100,116570,115089,110551,114419,116519,112905,119494,115239,119013,120413,111732,112119,128665,114992
57,113101,123594,119973,110442,112832,124191,116518,112497,114378,123179,115657,119160,113246,120186,114637,119068,118717,117216,118508,117323,112633,116653,118509,114880,121405,117096,121003,122218,113523,114022,130658,116910
58,114687,125289,121744,112022,114489,126153,118325,114096,116158,125262,117493,121150,115187,122133,116573,121091,120183,118840,120473,119040,114311,118232,120529,116819,123421,118959,122935,124225,115425,115953,133003,118963
59,116361,127041,123727,113591,116118,127931,120106,115707,117911,127094,119263,122873,116925,123986,118272,122866,122024,120643,122347,120797,116083,119896,122379,118581,125369,120765,124908,125987,117127,117725,134936,120680
60,118225,129017,125568,115420,117985,130100,122050,117620,119779,129050,121299,124793,118865,125944,120234,124834,123897,122659,124268,122829,117926,121728,124368,120434,127311,122638,126736,127861,118992,119611,137143,122514
61,120505,131395,128347,117612,120419,132638,124238,119935,122091,131815,123752,127160,121317,128345,122596,127364,126243,125152,127153,125113,120027,124043,126675,122657,130160,124998,129304,130393,121400,122081,139615,124740
62,122746,133999,130516,119951,122515,135290,126589,122085,124520,134127,125961,129736,123630,131012,124883,129801,128740,127527,129245,127730,122489,126372,129193,125127,132285,127423,131902,132911,123725,124281,142478,127339
63,125187,136009,132540,121854,124429,137308,128534,124028,126532,136207,127834,131615,125349,132896,126839,131725,130675,129451,131266,129578,124346,128328,131169,126979,134087,129214,133954,135098,125606,126173,144563,129179
64,126772,138430,134733,123767,126513,139690,130706,126151,128444,138429,130130,134103,127658,135344,128831,134013,132917,131672,133467,131818,126542,130505,133410,129176,136457,131486,136143,137226,127787,128329,147262,131374
65,128423,140303,136436,125462,128139,141497,132447,127852,130099,140263,131896,135863,129316,137185,130561,135747,134728,133347,135356,133486,128263,132280,135228,130891,138268,133206,137882,139044,129578,130025,149227,133184
66,130521,142553,138831,127487,130142,143834,134521,129872,132259,142474,134038,138001,131443,139408,132830,137974,136938,135470,137763,135621,130471,134368,137459,133101,140531,135307,140216,141253,131667,132111,151565,135384
67,133117,145803,141599,129871,132531,146704,137171,132323,134781,145407,136515,140520,133818,142169,135319,140614,139553,138033,140522,138135,132664,137228,139836,135901,143151,137820,142663,143993,134608,134881,154290,137611
68,135050,147470,143459,131881,134596,148871,139199,134323,136802,147437,138683,142741,135931,144338,137459,142800,141655,140366,142348,140388,134958,139128,142030,137674,145471,140202,144981,146240,136257,136659,156727,140044
69,137159,149864,145880,134034,136723,151125,141353,136504,138826,149601,140711,144782,138038,146574,139497,144962,143886,142698,144614,142568,137059,141246,144196,139743,147586,142342,147282,148456,138292,138789,159100,142331
70,139010,151889,147652,135902,138679,153295,143418,138466,140982,151792,142747,146967,139966,148551,141432,146943,145866,144603,146610,144361,138889,143375,146173,141855,149684,144381,149336,150662,140200,140822,161311,144247
71,140520,153600,149249,137424,140216,155089,145089,140076,142575,153414,144298,148543,141498,150203,143032,148596,147496,146191,148255,146013,140521,145051,147763,143411,151433,146014,151076,152332,141738,142354,163072,145845
72,142589,155718,151414,139457,142086,157147,147332,141958,144671,155694,146405,150530,143600,152259,145005,150645,149557,148184,150250,148054,142450,146927,149843,145397,153670,147939,153130,154404,143735,144258,165280,147910
73,145168,158673,154052,142055,144782,160188,149739,144405,147325,158660,149115,153268,146214,155141,147784,153411,152288,150944,153043,150710,145052,149616,152515,148140,156360,150614,156098,157170,146363,146970,168401,150518
74,147824,161401,156681,144529,147362,162946,152431,147032,149904,161529,151785,155887,148824,157830,150382,156068,154978,153607,155795,153377,147735,152197,155342,150758,159266,153402,158830,159904,149048,149356,171289,153173
75,150083,163817,158996,146822,149682,165404,154735,149226,152054,163898,154138,158394,150995,160321,152564,158359,157095,155972,158047,155607,149862,154526,157609,153061,161678,155678,161031,162406,151287,151617,173681,155349
76,151541,165535,160554,148341,151220,167059,156281,150718,153560,165667,155724,159952,152522,162012,154143,160061,158748,157486,159704,157127,151366,156046,159255,154570,163222,157176,162670,163896,152791,153152,175478,156932
77,153496,167493,162670,150065,153038,169342,158267,152633,155474,167684,157817,161880,154367,163852,156110,162021,160600,159492,161761,159026,153312,158073,161153,156467,165186,159255,164732,166105,154687,155041,177677,158891
78,155764,170009,164956,152257,155222,171771,160624,154847,157718,170214,160129,164388,156643,166378,158408,164468,162981,161638,164090,161304,155489,160298,163658,158721,167699,161515,167147,168370,157091,157352,180438,161194
79,158538,172877,167820,155041,157604,174823,162966,157602,160315,172957,163048,166951,159059,169065,160925,167567,165338,164009,166597,163620,157732,162845,165926,161030,170510,163995,170085,171233,159525,159766,183494,163498
80,160147,174761,169716,156729,159764,176759,165302,159336,162253,174987,164815,169093,161303,171135,163107,169128,167498,166388,168818,165937,159953,164831,168289,163259,172682,166265,172036,173314,161549,162074,185804,165887
81,162174,176953,171766,158785,161756,179061,167400,161267,164203,177092,166682,171273,163300,173211,165040,171225,169562,168462,170939,168041,161869,166956,170377,165305,174614,168322,174259,175419,163595,164016,188030,168006
82,163677,178686,173212,160200,163140,180691,168750,162695,165642,178708,168172,172712,164724,174950,166647,172772,170981,169779,172384,169445,163390,168426,171796,166733,176135,169969,175880,177079,165091,165572,189821,169496
83,165402,180506,175178,161898,164875,182746,170662,164416,167491,180719,169947,174590,166592,176588,168282,174698,172747,171653,174242,171308,165087,170055,173643,168498,178156,171777,177888,179013,167012,167314,191770,171444
84,168495,183861,178344,165043,168001,185977,173614,167403,170478,183859,172936,177684,169464,179941,171297,177776,175912,174863,177516,174468,168063,173145,177022,171257,181203,174749,181005,182147,170014,170184,195115,174399
85,170647,186463,180779,167276,170205,188700,176302,169778,173246,186453,175778,180235,171954,182798,174080,180488,178622,177595,180443,176880,170463,175679,179571,173913,183848,177338,184028,185147,172407,173057,198083,177032
86,172759,188630,182932,169029,172281,190922,178267,171848,175026,188835,177673,182568,174066,184645,175994,182438,180534,179470,182358,179016,172528,177736,181399,175997,185852,179387,185836,187088,174516,174795,200314,179342
87,174069,189875,184265,170273,173523,192369,179667,173140,176305,190247,178991,183949,175340,186073,177168,183803,182033,180863,183687,180335,173896,179265,182849,177522,187308,180777,187304,188523,175772,176259,201788,180594
88,176068,192089,186623,172061,175338,194688,181797,175038,178091,192376,180742,186038,177080,188180,179047,185978,183777,182747,185416,182118,175480,180853,184795,179200,189267,182654,189264,190417,177649,178491,203883,182907
89,177694,193774,188171,173745,177023,196456,183379,176674,179817,194184,182486,187666,178870,189817,180780,187643,185653,184472,187405,183868,177303,182750,186435,180981,191206,184435,191136,192323,179348,179787,205847,184252
90,180700,197218,191399,176550,179920,199702,186363,179772,182721,197198,185370,190782,181661,192908,183863,190703,188567,187408,190761,186717,180162,185866,189335,183886,194367,187399,194311,195716,182435,182842,209282,187074
91,182922,199560,193735,178972,182100,202382,188793,181931,185087,199724,187777,193185,184118,195215,186318,192940,190961,189723,192944,189109,182526,188104,191718,186179,196741,189833,196671,197881,184650,185022,211826,189510
92,184769,201675,195690,180943,184198,204418,190899,183917,187087,201869,189776,195286,185925,197383,188187,195136,193314,191655,195109,191020,184353,190107,193733,188246,198954,192037,198796,200059,186772,186983,214215,191544
93,186366,203470,197484,182646,185525,206009,192542,185427,188665,203394,191345,196822,187636,199317,189894,196788,194689,193158,196669,192778,186080,191619,195353,189776,200684,193464,200488,201795,188545,188590,216253,193115
94,188833,206043,199629,184708,188124,208716,194799,187761,191181,206163,193810,199710,189631,201180,191912,199214,196843,195214,198597,194975,187856,193665,197324,191798,202982,195972,202635,204031,190589,190853,218639,195527
95,191062,208677,202152,186872,189909,211077,197302,190016,193310,208162,196085,201560,192197,203849,194369,201533,199211,197276,201010,196969,189925,196036,199820,194025,205543,198502,204956,206523,193000,193061,221377,197822
96,193545,211439,205055,189230,192783,214777,199918,192724,195970,211285,198941,204293,194780,206552,197397,204722,202148,200016,204001,199905,192916,199251,202769,196907,208475,201755,207916,209415,195635,196441,224406,200465
97,195577,213617,207115,191279,194616,216433,202011,194777,197869,213461,200898,206487,196677,208791,199177,206686,204418,202553,206352,202317,195111,200980,205072,199175,210403,203065,209961,211619,197680,197753,226791,202606
98,197624,215888,209519,193356,196740,218752,204286,197006,200066,215829,203158,208841,198815,210993,201518,208973,206372,204617,208306,204343,197088,203153,207109,201214,212758,205406,212556,214099,200005,200060,229448,204886
99,200136,218224,211640,195423,198792,220941,206250,198849,202279,218489,205224,210828,200786,212956,203546,211609,208514,206701,210327,206295,199145,204922,209196,203007,215092,207575,214558,216529,202038,202054,231511,207065
100,201805,220742,213503,197087,200526,222960,208646,201083,204071,220129,206975,212912,203393,215437,205723,213185,210474,208557,212505,208305,200878,207066,211187,205118,217102,209494,217238,218521,203830,203818,234538,208976
101,203897,222805,216021,199362,203507,225499,211017,203391,206691,222466,209413,215361,205166,217916,207767,215596,212372,210687,214389,210520,202847,209135,213075,207024,219666,212155,219494,221022,206032,206052,237249,211496
102,206266,225368,218569,201674,205473,228085,213338,205465,208731,225112,211800,217836,207409,220162,210089,218066,215068,213461,217215,213130,205325,211942,216229,209669,222000,214331,221738,223250,208477,208577,239462,213662
103,208056,227340,220368,203671,207473,230184,215328,207196,210642,227039,213768,219798,209221,222218,211881,219998,216914,215238,219113,214955,207145,213717,217741,211541,223880,216267,223623,225297,210297,210447,241527,215536
104,210065,229712,222559,205413,209584,232590,217289,209214,212620,229215,215876,222053,211448,224330,214111,222171,218711,216953,220983,216769,208845,215543,219569,213228,226187,218450,225715,227271,212232,212252,243578,217595
105,212224,232056,224814,207657,211842,234747,219644,211706,214617,231759,217891,224349,213388,226410,216449,224394,220829,219049,222975,218666,210664,217584,221633,215228,228227,220340,227916,229665,214259,214235,246131,219627
106,214498,234136,226667,209652,213794,237064,221715,213422,217088,233568,220259,226162,215595,228432,218505,226491,222676,220905,224920,220615,212539,219420,223424,217000,230771,222470,230237,231795,216340,216215,248128,221765
