bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
87,3299691189,3395948965,3397454455,3325730438,3276827807,3388038690,3347550916,3419074285,3356293914,3366275153,3371362404,3351002841,3351055029,3484088828,3385965257,3281261942,3381668272,3274815997,3365099512,3401812484,3343132908,3395160121,3378413277,3405536351,3284840626,3390042635,3318094606,3418162571,3361288655,3341310363,3427452098,3415772914
88,3335539039,3434958370,3438768632,3359470862,3311403237,3427892680,3386230620,3456165478,3390195901,3404282126,3404650364,3389387181,3383576896,3522929109,3421495569,3318585654,3413513161,3309025564,3395517011,3435821577,3373501357,3425995758,3413567546,3436988209,3317825009,3424321395,3352221172,3451354241,3396770005,3382982755,3462998669,3457732643
89,3366228018,3464524972,3465781989,3392114891,3341925893,3456782765,3414853558,3487739306,3422152440,3436421422,3438395501,3418223952,3416737163,3553595652,3453780502,3347811425,3448576331,3339569373,3430709292,3469324192,3407171077,3460976668,3442928926,3470514549,3350693967,3458085906,3385248543,3486021318,3429089356,3407864488,3496143641,3483671674
90,3423411777,3523480822,3524019225,3444781552,3396815077,3513254994,3468804020,3544907052,3477015571,3489380863,3491050314,3473583073,3469329241,3611266002,3509490202,3401458666,3502184060,3393902173,3490800866,3523798014,3460837148,3518699743,3497160232,3527211051,3405324220,3512041356,3441098461,3544880492,3486217602,3465035355,3553932754,3537555550
91,3463409508,3564343177,3566657962,3490013710,3437160651,3559276283,3512983857,3586757866,3520784911,3534565973,3536274754,3516271507,3516332088,3654308008,3555120443,3441742094,3546540791,3435721690,3528821169,3568045912,3505414624,3560832865,3540649825,3568940520,3446492754,3556181314,3481730462,3584902613,3527590086,3505271017,3595974849,3582373443
92,3498119637,3601181996,3601369614,3527629944,3476871447,3594715818,3551046973,3625522367,3557446322,3572463985,3573611714,3554162804,3550766431,3694003223,3591009186,3478765449,3587469422,3470684720,3568010285,3603448607,3540880993,3598211629,3577868770,3608428844,3484229191,3596632570,3519049764,3625346776,3566814443,3541879703,3636864581,3620339732
93,3527767239,3631347009,3633431754,3559253282,3501366905,3623023144,3580600869,3654618146,3587082023,3598461598,3601863241,3582582614,3582091734,3729569441,3623553938,3506778794,3612563693,3497832420,3596603413,3634632537,3573363926,3626564253,3608764336,3638047085,3514286975,3623404892,3550313259,3655697742,3600493281,3572321003,3670412431,3649730758
94,3573570652,3675616842,3672125214,3599731472,3550420900,3670034900,3621591529,3698428572,3634199012,3647879083,3647083983,3633780408,3619231773,3764365780,3662178432,3547574482,3651604121,3535464481,3630270386,3674780035,3606987718,3665085544,3644785340,3675957913,3554229368,3669806902,3588716255,3695644971,3639175429,3614424281,3710172103,3695855261
95,3614968226,3721526831,3716404702,3640510125,3583145160,3710228333,3668338845,3741249768,3673078927,3682947364,3689296554,3667722700,3668866678,3812173357,3707071328,3586351807,3695536413,3573768042,3675390602,3711444678,3647033926,3709797159,3690905007,3717548844,3597830962,3715932712,3630044800,3740603251,3685086105,3657054868,3755272101,3737720928
96,3661272009,3769680087,3768833169,3685474670,3635346465,3774369642,3715278957,3793599556,3723988905,3737043808,3741006928,3717294841,3717269188,3861873051,3762991395,3642574315,3749244504,3624160523,3728863451,3766956949,3703507087,3769521702,3744194411,3771416748,3648876352,3775702075,3681644072,3792537153,3734076957,3719985319,3806131409,3787472156
97,3699665432,3806516141,3806266577,3723448262,3669818394,3802425322,3753327494,3834468023,3760570342,3775024617,3777270828,3757140576,3752469385,3904037762,3795692752,3676399794,3791834547,3669414336,3771760660,3812741029,3745557616,3802130053,3785474875,3814823596,3682107773,3800739835,3716035136,3831677809,3771620638,3745209336,3846056354,3827550747
98,3739084685,3848052866,3849465339,3763396704,3709188680,3842726059,3794395479,3878487603,3800780978,3815618717,3818061288,3799779039,3792623755,3944582170,3838644838,3715708407,3828532068,3705864248,3807900764,3850132236,3782131009,3842546010,3822990712,3853692182,3723113764,3844435117,3760652684,3875160029,3815880232,3788369619,3890198314,3869805974
99,3785526714,3889034921,3887394590,3804005002,3746605269,3881085636,3830572364,3913014917,3841854656,3864007973,3856855483,3834733208,3829341029,3980686344,3877542289,3762421637,3867815170,3742494857,3844089037,3885303364,3821371799,3875643367,3861096256,3887476726,3763370953,3885123634,3794905817,3917670758,3853801992,3826059334,3924042741,3910297576
100,3816114141,3933369484,3921047842,3837019532,3779099986,3917810558,3873294272,3956140472,3875401531,3892485134,3889872166,3871158187,3877533306,4025416050,3918367395,3790010630,3902946157,3776047922,3883541321,3923156433,3854528420,3914891508,3898039940,3928487960,3798279106,3920239389,3840307199,3953156606,3888213724,3858776879,3974448483,3945982433
101,3854812209,3969287437,3967944103,3880411061,3833351068,3960643370,3915386670,4001703847,3924856374,3933984786,3934731169,3915080223,3911369355,4071816987,3957286039,3833641818,3938454931,3812977197,3917948952,3962522169,3891369805,3952482238,3932838980,3964296520,3842181297,3968798632,3879954228,3997674387,3929734447,3899897302,4018411268,3993716167
102,3897692401,4014629449,4014791250,3924508818,3868101975,4005796792,3957964644,4043270906,3963834842,3979772548,3979560665,3960839796,3953444106,4113613583,4001132150,3876323007,3988626946,3862824926,3966975670,4011404929,3939538251,4004146438,3989041682,4013949900,3881993063,4007519020,3919276667,4038980863,3975946881,3946140952,4056166735,4033554026
103,3930859651,4049372375,4048640425,3962797772,3904956328,4041758702,3994089231,4077449233,3999139969,4014149850,4014572984,3994709821,3987777737,4150834179,4035129739,3910667384,4022245873,3894488056,4001783373,4045718037,3974602477,4036965804,4016879060,4050143020,3914782357,4042877543,3951503871,4076549600,4009317405,3981124481,4089439307,4069169427
104,3968432319,4090223045,4088074957,3996688891,3942840304,4082448398,4029403062,4116917903,4037164833,4052438524,4054174638,4035799682,4027778834,4190940462,4075645049,3949404328,4055167859,3925317335,4035713963,4078997620,4007644128,4071551367,4049991497,4083101728,3954668216,4082917422,3987339336,4111812071,4044930339,4014998105,4125038579,4107208992
105,4009178513,4131981058,4128180004,4039676241,3983824599,4119253102,4072769145,4164840659,4073611198,4096454605,4091791841,4077438420,4064286423,4230078580,4119740321,3988100827,4093058795,3961940396,4072045580,4114200256,4042247350,4109252720,4087223527,4121475561,3989803911,4118527684,4025849100,4154792118,4082956131,4051660251,4167419055,4146246812
106,4051617313,4167801694,4161867949,4077805446,4019897849,4158697651,4110243779,4196972202,4119034764,4126947603,4134544743,4109867701,4106378517,4267909662,4157274814,4024595419,4127799627,3994582617,4106885421,4150462447,4078651257,4143771383,4120281571,4154450837,4033915197,4157840964,4066657808,4193371635,4123078684,4089776114,4200496806,4186188294
107,4099533040,4227007084,4213950434,4127940989,4072829982,4209614269,4157288244,4245649174,4162408314,4182161775,4178867026,4159175321,4149688556,4320150397,4203036126,4080889126,4180411965,4041014607,4155610795,4203968291,4125410806,4192779135,4170242501,4200364576,4077908614,4208431725,4119048981,4239083751,4166140699,4144059520,4254234615,4238101661
108,4131257808,4258768651,4253275894,4159343535,4100650069,4250219523,4194254761,4288215497,4200794836,4217920854,4215636482,4195077686,4187927393,4360369661,4239368694,4108470675,4224154499,4087127064,4202256115,4246814286,4173051225,4238226275,4215446868,4251133094,4118510974,4247333685,4152123978,4280292117,4211933174,4181893997,4298199244,4275376860
109,4164350451,4295211528,4290957850,4195303402,4137075048,4286442815,4229806313,4324515629,4239040300,4254896961,4252233582,4230259239,4224245744,4397458854,4277793327,4147117413,4259701647,4122393357,4235881336,4282664644,4206485814,4274204938,4250506824,4285361497,4154926905,4287494769,4189346849,4317526539,4246957632,4221894429,4336359677,4314387985
110,4202323168,4333994010,4327993770,4231292898,4173096035,4326516133,4264936944,4364152122,4278660045,4290957798,4291332527,4270068163,4262905695,4438701761,4320323360,4185444181,4296146641,4156478364,4273208437,4318430559,4242354046,4312271519,4285807710,4322211404,4191866990,4322712152,4228339879,4356188771,4283919604,4257533644,4372224877,4353546550
111,4239476747,4373268700,4371318148,4272865155,4211956605,4361734053,4307285865,4401416931,4319056436,4331245024,4330612899,4306752028,4300552416,4475245711,4361631009,4224105171,4328399571,4189452421,4305610965,4352166059,4275645728,4343468662,4318926138,4354946526,4229589135,4363793181,4265694935,4402301963,4322371772,4292935598,4409879556,4392333231
112,4279764900,4412396633,4405249712,4311629534,4247427758,4399342173,4345578932,4441644688,4361749647,4372249276,4367503660,4350378222,4346603549,4520805767,4401632899,4261007594,4369965627,4228525185,4347383101,4394044280,4316848424,4385327463,4361012708,4397506678,4273964990,4405562260,4305419482,4440556014,4365765553,4336006212,4452781217,4432924926
113,4316932007,4460332294,4450901024,4349446195,4288724853,4448768485,4382995784,4489781930,4396409688,4421133023,4410944758,4390217365,4393182610,4561977935,4437665792,4302011765,4416061977,4273638774,4392884792,4440469158,4361513545,4429914961,4405980637,4442434476,4314082229,4452142832,4352767846,4477422601,4403159058,4378611668,4495324417,4473842735
114,4354587776,4494079042,4486404367,4390346415,4327486164,4483708023,4425785467,4526402686,4436145785,4451093700,4452955531,4429030123,4423356477,4603073373,4478556275,4340205660,4449122699,4306520700,4426736528,4474446160,4394989127,4464649521,4439758076,4477552984,4349203602,4485546170,4384982420,4519981499,4444115275,4414865604,4535612011,4517072281
115,4385751551,4530026863,4521956427,4422327957,4360117896,4517608955,4458899497,4559795109,4469772091,4483686645,4484705658,4463554194,4457547230,4638520375,4511993979,4374323405,4487089974,4345129601,4464441177,4512719252,4432894786,4504884308,4477563671,4517003675,4382552839,4520972118,4420828246,4555789026,4478080872,4450778452,4571897071,4552436299
116,4422963828,4565825938,4559580846,4461007083,4395594153,4555152211,4493327330,4599008370,4507405576,4523192179,4521932175,4500283952,4496714178,4676275042,4549491475,4409087787,4520550616,4376699760,4498364084,4546896611,4466387665,4538786184,4510938489,4550558227,4417013440,4558251499,4457252537,4593369326,4517725567,4485770061,4607815304,4589200277
117,4451768741,4593460871,4586440072,4485905174,4422045157,4586687806,4519451358,4627106086,4534339875,4549239932,4551898516,4529074666,4523108473,4703677200,4578399685,4437410082,4555454930,4410649251,4532148465,4582393391,4500311091,4574123577,4546388197,4586068366,4444200156,4584413078,4484316419,4620183067,4545033144,4516325782,4638050933,4615992626
118,4490981244,4634120267,4626088163,4527396507,4464392818,4624261385,4559084625,4670477290,4573129199,4590996697,4588638757,4565764493,4561473924,4743489438,4616161410,4475350085,4597793362,4451103296,4573897797,4623484868,4541108651,4615217743,4587773387,4627371149,4482376101,4627363688,4521994561,4660442694,4586197874,4551458571,4675092559,4657774446
119,4522129431,4666859327,4660618978,4559247550,4491407149,4658535023,4592559227,4702677098,4605017432,4621809216,4621947526,4596837724,4594142070,4779121326,4649064378,4506283244,4636194235,4488151111,4611680804,4660872283,4578697724,4651704681,4624199060,4665167585,4513326732,4656381821,4554326566,4693661695,4618791705,4584623120,4711168540,4689614977
120,4572778144,4717385504,4709285648,4610437508,4545520294,4706766882,4647994442,4750616223,4654339583,4670581400,4669884236,4646725565,4639081746,4826068567,4698640030,4552428819,4666520822,4517890004,4644122219,4693764348,4609605687,4683828226,4656563535,4698843699,4563057537,4706055059,4603945330,4745225527,4669333049,4634651423,4760802326,4736960184
121,4613085496,4761345692,4755210757,4652365414,4584756167,4753727162,4686772758,4799189910,4699052814,4717615056,4716879645,4690888578,4688228724,4876929554,4745307903,4599418897,4716078641,4565662468,4692315896,4742100547,4656600215,4734238954,4708632445,4747448520,4609111232,4752624110,4648257953,4793685686,4713829665,4679071933,4806315212,4787520289
122,4644601682,4795298380,4789324663,4684213867,4611996593,4786367686,4716671050,4833920352,4732678782,4751319102,4751444487,4725798440,4720107921,4911987678,4777505477,4631392092,4755810631,4605461686,4734599749,4784628503,4697999055,4775842410,4747384545,4789290053,4638875000,4784212301,4680159901,4823563642,4745125905,4712604988,4837711943,4818617863
123,4680547805,4833323793,4826238176,4722524627,4650018383,4826360704,4754907402,4870809263,4769059454,4791807992,4800403750,4763539089,4760726854,4962423048,4820687444,4682003633,4793680641,4638060569,4768586400,4818544374,4733382201,4809678092,4783159999,4823043807,4677476405,4822354527,4718870366,4861126388,4783688889,4751177131,4878002157,4858088622
124,4720787772,4875326417,4865992346,4761900046,4690599835,4866731351,4795952962,4913978944,4807390212,4829143173,4827832136,4803413006,4798254014,4991946533,4857175467,4707357152,4842476917,4686833009,4816661689,4868682980,4782442549,4858629922,4830896044,4873434824,4714739873,4863516264,4755881896,4901620470,4821267508,4789506156,4919795878,4898726135
125,4762003179,4915883519,4909995423,4803371719,4731478582,4906603781,4833097038,4951550352,4848326840,4871437293,4869404446,4842566502,4836785496,5034720809,4897832272,4747347474,4874336419,4716152328,4847000101,4900497796,4813218613,4890602457,4860063758,4902020520,4753073933,4904365323,4799113379,4944869431,4859783537,4825432596,4963470632,4941447908
126,4803459697,4961267959,4954339921,4848465030,4775273917,4950987038,4883497167,5000985396,4894759675,4918704243,4915608194,4888894011,4884974010,5081208049,4944588974,4793027441,4917723363,4759922094,4891864143,4943203124,4855262585,4933358876,4906313697,4948265721,4801909307,4953097464,4845181564,4989469145,4909985456,4875743038,5010421981,4985923838
127,4842270664,4997545656,4990847417,4882116654,4809281779,4989394369,4917386011,5037184845,4931176475,4954197290,4949549570,4924431032,4920986730,5119067984,4979456903,4825639491,4957595617,4797369059,4931070533,4984804141,4894928153,4973660598,4943729744,4989283215,4837389205,4988474835,4880820295,5029578935,4947413263,4913274463,5045316746,5026272410
128,4886310808,5048548799,5037451715,4923710986,4849326214,5033200211,4963733103,5077900459,4976818436,5001407256,4994483611,4965061341,4964016800,5172798704,5028827502,4870352927,4992540592,4830915252,4964948223,5017455585,4927829569,5007609248,4978901526,5022212072,4881453297,5032010951,4922553404,5071595309,4989393427,4954706141,5089389128,5066657005
129,4918514496,5074987798,5070604305,4962240525,4888674665,5072195417,4998891695,5117488439,5008151299,5030421242,5026295149,5002101345,4998002080,5199803701,5056273757,4902881211,5035636501,4873664969,5008903260,5061974486,4972133067,5053084769,5022815844,5068335309,4913666547,5067654243,4958597002,5109527973,5022905825,4991572955,5125864639,5103657684
130,4954328376,5113462636,5108961017,4997033346,4921405464,5107635751,5033711859,5158119278,5044831418,5070510077,5065161856,5039736224,5036058399,5238040222,5096039390,4940483189,5079023153,4916334199,5052753653,5106686685,5014643545,5095355023,5066451961,5111169199,4948847680,5103134298,4994560003,5146041548,5058881373,5027835688,5162023073,5143056106
131,4986738383,5147274272,5143704958,5031183934,4954967810,5142762748,5067551327,5193534900,5078062004,5105169798,5099752745,5073486916,5071969135,5273255050,5132259969,4973869470,5111541689,4947449549,5084113853,5138514796,5045966742,5128339318,5097864448,5143785151,4983449041,5139410629,5028417200,5182949507,5094474793,5064219078,5197895716,5178647345
132,5037629122,5202001474,5198392491,5085192195,5010181002,5191068770,5110995184,5247318851,5128593693,5161124180,5146342727,5120587699,5117076482,5321056986,5182778573,5026556445,5144425657,4979625060,5116889461,5170945197,5078975445,5159328894,5130456943,5176313890,5036848661,5189961815,5077660673,5230969779,5142756337,5112520322,5244078405,5227250352
133,5074336712,5235976254,5235366137,5120995399,5041466502,5228834008,5158202723,5280944854,5169183668,5196941765,5185247359,5159663468,5156518901,5366273300,5220920793,5057982233,5191122529,5025712858,5163849349,5218753660,5125326889,5207536327,5177311114,5224517998,5075286823,5233580145,5118986943,5270821295,5184293983,5155022546,5287492109,5269886318
134,5114388071,5284142881,5272752339,5163557470,5086602813,5276632508,5194051774,5324229575,5209409460,5241207900,5230420597,5206661409,5197605454,5405711449,5269864736,5103093291,5232595941,5064464468,5201795944,5258723354,5165092912,5247775466,5218300461,5264709569,5121127450,5274169985,5163012253,5314641761,5225272584,5194335884,5336126345,5310706536
135,5150432042,5318774723,5310973057,5194409564,5117643567,5308818748,5230560676,5362600789,5243419014,5272004668,5264184187,5237940422,5236355074,5445301500,5299281191,5136426118,5275264015,5106854236,5245768220,5301947148,5208088966,5291593237,5259298465,5308998186,5149291554,5308529249,5191583756,5351117989,5260152694,5229725768,5368884680,5348100998
136,5184849818,5354880193,5345955367,5224451941,5148000104,5342786977,5266655943,5396480853,5276801380,5305348830,5298731639,5275354649,5266533877,5480454351,5332085471,5167848919,5308482310,5138604101,5276833272,5334611893,5241708744,5323504933,5293843280,5342583417,5182897198,5344543860,5227809878,5385984081,5294396755,5263609519,5403760136,5383344492
137,5230949335,5400922576,5395996306,5277175906,5199698325,5396583694,5317652598,5442499655,5328510586,5360749522,5348262962,5320653830,5315763209,5533444395,5383983058,5225390468,5348858546,5179480497,5318203335,5374274591,5281668731,5363635525,5333763143,5382294849,5233381168,5402326006,5276967935,5445187102,5346885676,5320304394,5455846122,5441348877
138,5287981810,5458417474,5449942918,5327882990,5251341495,5444372219,5363812838,5507510224,5376972320,5411812722,5400022770,5374519745,5369032230,5587709291,5441624053,5271360876,5395839307,5225638112,5364069343,5423700289,5327456649,5412015774,5382804917,5429955207,5285124561,5448654996,5330081117,5494770076,5398209837,5372414501,5511974475,5491472327
139,5319799706,5492598643,5487807987,5368480758,5286253439,5485203171,5403401291,5539652565,5415777348,5447449843,5438566019,5409759512,5408349027,5626409121,5476223681,5304900722,5446585226,5272981144,5415369669,5473106305,5380581100,5464460552,5432624965,5481948985,5319472642,5485976094,5364490667,5528379832,5435772139,5401966151,5547522388,5526101946
140,5360473510,5538568619,5530356145,5408825900,5326649433,5529380611,5445594430,5583978570,5457103378,5494304936,5485130666,5454232047,5450177417,5669385755,5519293793,5346705545,5480264764,5306640393,5450183649,5509093025,5415681214,5498266167,5468164786,5517280509,5361485831,5526270740,5406168298,5571686470,5477793255,5446346304,5590950285,5569803983
141,5391762988,5573215343,5557865497,5442060622,5354996620,5557612117,5473030756,5611292640,5484546092,5519262711,5509466463,5479238446,5477189473,5697613177,5546055550,5374260872,5525187208,5349867729,5493711377,5551857599,5458924510,5541876581,5511405090,5560206221,5388052937,5552762399,5431432638,5597259848,5504774293,5471018516,5619129090,5596648607
142,5429741323,5614108540,5601204979,5482431974,5394407269,5598964271,5514348689,5655653139,5527398113,5562128570,5548314672,5517292432,5516494451,5743865688,5585391388,5416801662,5555021049,5379088220,5522760318,5582390061,5489114117,5571415315,5541384423,5590146439,5430947632,5599455322,5471590375,5641354601,5548992165,5513959389,5660344649,5638590987
143,5473001070,5654093933,5646697114,5521839496,5434809190,5636301185,5554823070,5692781866,5569659348,5606271631,5594378488,5557807626,5557909928,5776553569,5625116366,5460087854,5597107968,5418736352,5564345001,5623687623,5530086103,5612298011,5580902236,5630833684,5470148492,5638867342,5516278423,5679883272,5586194851,5551898965,5704597495,5676545725
144,5506826409,5686966671,5678914575,5559513396,5472592232,5676206960,5592274889,5736493674,5604317336,5642307949,5628120907,5598712706,5596722382,5822112389,5665173477,5491937661,5638333975,5459553513,5605395911,5666379242,5569577157,5654133530,5624403391,5674732572,5506663304,5677363933,5552365960,5723017018,5625267446,5591880991,5743052843,5719622272
145,5543404877,5726130831,5717202421,5594043598,5508016441,5715480262,5630024988,5773848700,5640567591,5678293549,5664976491,5637167476,5633470895,5861454831,5705028860,5530797701,5671471911,5492238903,5639362442,5700430600,5604119895,5689133300,5658466603,5709288973,5542749161,5714616661,5589147860,5759611651,5663706319,5629745080,5780167903,5758162890
146,5576143610,5759002665,5752223268,5623776295,5536979668,5745298767,5661788754,5806199518,5674446938,5712929492,5698129303,5672072660,5667140586,5897603720,5737848506,5565318009,5707650476,5528374947,5676925993,5736534132,5639287307,5725352619,5693941536,5744801183,5575431512,5748602472,5622880981,5791449102,5697588279,5662897215,5814512292,5792397979
147,5597710293,5784865555,5774622799,5655423738,5564329172,5774394109,5685295209,5837803640,5698731789,5733374766,5722777702,5693700451,5690002212,5919103841,5761746528,5589140316,5743163491,5561415951,5711441914,5770847036,5673261392,5759432521,5729375604,5781031131,5598397456,5772006109,5649386816,5816320119,5720593075,5687574864,5840968938,5814731572
148,5643478284,5827771830,5820456273,5693783944,5607800833,5817946794,5729922289,5876506013,5742330734,5780285985,5768929676,5739440505,5736684967,5967329516,5807674204,5631055499,5771905599,5588594336,5741420214,5801323962,5704082247,5790404701,5759595528,5810897040,5641403924,5817942716,5689228351,5861367526,5764496846,5730531074,5887825000,5862393325
149,5692799250,5876703424,5869916157,5741047608,5653672482,5869083177,5777991610,5927313050,5793591134,5832160413,5818259119,5787911905,5784037793,6016904737,5858941371,5677694700,5821468931,5636239860,5789491385,5850211302,5752120900,5837907446,5803287176,5858524053,5690550967,5866822886,5740073839,5910742163,5815674560,5779752658,5939134988,5912799631
150,5733045739,5919836803,5913603692,5783279208,5695271965,5910655236,5820202618,5968572086,5834237532,5872261050,5859979569,5830512554,5827185866,6061784082,5899063242,5719073648,5862202589,5674514067,5829003662,5891669908,5790290031,5878062901,5848702960,5902091238,5730659555,5908342564,5777866670,5954083085,5855956518,5821075731,5979411796,5954190701
151,5771898679,5958411268,5953065135,5822782542,5733550138,5949673835,5860847365,6007610244,5874144870,5910968721,5896251216,5868822200,5865077245,6101358097,5940572793,5760036335,5902347894,5716393986,5871282177,5932741906,5831219565,5921622066,5890013700,5943514008,5769072749,5949282529,5818562508,5995770464,5896417837,5860457602,6019585616,5995214583
152,5801959613,5991913155,5987625281,5852833961,5766790052,5982294332,5891233986,6040242553,5906291878,5945822230,5931098104,5903213701,5901159485,6137460597,5971497411,5790362263,5940207094,5752520760,5908683984,5971592075,5869907914,5961459079,5927871559,5982996971,5800926966,5983159548,5849568028,6027663988,5928396165,5894109891,6053053907,6029881111
153,5839134339,6027788108,6021646986,5889618532,5799295054,6021170351,5927256402,6077837051,5940367037,5979524765,5964747867,5938798085,5933689280,6172880577,6009756998,5825128407,5973276508,5785645238,5943788037,6004311954,5903320183,5995259444,5963821212,6018668212,5836621554,6017293365,5885149181,6066621100,5964720688,5929234245,6088682633,6065328929
154,5892450105,6083720549,6074079245,5939526866,5852097913,6070787406,5979682139,6135267561,5992502631,6034985187,6017563922,5989730424,5985225058,6223482212,6062498785,5876355329,6010783607,5824068681,5979700663,6040763458,5938515363,6034045408,5998699969,6051884657,5894029782,6078169548,5936573333,6128010120,6016349781,5982905093,6139124987,6116233850
155,5934261005,6128270205,6121562115,5981707136,5898854825,6117065440,6023887907,6176232091,6036143946,6077276320,6061690066,6035428143,6029944100,6273055636,6105575810,5919130959,6063544739,5882686108,6037374829,6098016894,5995793662,6084339691,6058592359,6103321257,5930867259,6114481955,5984693425,6162543612,6062223028,6028198528,6187537859,6164631763
156,5975648762,6166022183,6159817380,6025656491,5945508091,6162458153,6069673790,6217942489,6072929975,6122606700,6107954227,6075359300,6073367866,6315015989,6150074001,5958456811,6107790228,5918628130,6074259033,6140340736,6036959955,6126778724,6098119419,6148468489,5971545387,6159011316,6020626178,6205557967,6107645539,6062915016,6223151663,6210792254
157,6008188101,6203616378,6196691906,6059804320,5970653669,6194881805,6101625155,6255320593,6112423130,6156344377,6139621411,6111387585,6107397709,6354937007,6182332094,5993518045,6154643956,5960160340,6121895678,6180346838,6080888577,6169245164,6136884172,6189772474,6005222429,6192021034,6059122583,6242592656,6138234267,6100894430,6265727229,6245899445
158,6035620828,6230839974,6226805454,6087582218,5997666728,6224504019,6129476995,6284366920,6141181333,6184761539,6168253677,6140451402,6135976626,6385061691,6211205004,6020893281,6185426805,5991664025,6152177299,6217269433,6112498311,6205195960,6173529995,6226467055,6034056196,6221699105,6086751187,6274088442,6167255509,6130987805,6294190769,6275553919
159,6071875948,6268832713,6262194405,6122743388,6032100803,6260021532,6165685230,6321662496,6176310167,6220788418,6205803087,6176242595,6170290603,6423419132,6248273079,6055505510,6213155187,6022253996,6180802495,6245369646,6139947792,6239131934,6203865892,6254591600,6069431771,6258041526,6121536320,6308135209,6201496898,6164364944,6330598662,6311872019
160,6127449292,6321694067,6316847180,6173240379,6084139495,6313624490,6221679636,6373038093,6227556870,6275238119,6261275200,6230133980,6225093589,6473790005,6305302923,6109328595,6250109564,6056545485,6217634780,6281357497,6175471634,6271626266,6240179810,6292241383,6120618096,6308342932,6175002444,6367215309,6250705730,6220143557,6382820695,6370325286
161,6151404968,6348516967,6342590801,6198695479,6109671827,6342921863,6245745632,6403566857,6255242789,6302270494,6284752347,6257653459,6253839127,6505167198,6328773682,6134418217,6302665036,6110682811,6273031423,6335915021,6226647050,6328661949,6295297382,6344897339,6145054512,6332404267,6198036986,6388049233,6278900052,6243337725,6410442806,6389496799
162,6189983843,6392356603,6385359261,6241214614,6151265663,6384671160,6286980057,6444809139,6296183635,6342227850,6324289569,6296389919,6291136593,6549353487,6370850842,6175661760,6334479952,6138582837,6304718990,6366543476,6264232984,6358420308,6322183314,6377280079,6184586006,6374237761,6240359510,6431011266,6320557784,6284007644,6454480174,6432252308
163,6221415056,6421118365,6416334416,6270138638,6180815289,6416504826,6319780703,6477529863,6328714182,6375576953,6356429740,6328865222,6323418959,6580442737,6400177599,6203866641,6378216764,6179551883,6343847938,6403017166,6300621170,6398323516,6366898039,6416936342,6217796099,6407214566,6272027161,6464725871,6352978023,6315703874,6490048592,6465592561
164,6239593220,6440246015,6432855105,6286074555,6195921958,6434684192,6337204511,6494849266,6349386076,6391088682,6383472061,6345828026,6341287111,6596386798,6417986983,6222931404,6401533713,6202445857,6368646682,6432118837,6326153210,6425706919,6392627548,6444970256,6230226439,6422585768,6282838726,6475970783,6366820212,6325969782,6500076779,6476384863
165,6260152017,6461885981,6457717547,6308259116,6218695969,6457037200,6359944879,6518606755,6368616789,6415250397,6395801047,6367891556,6362827549,6622300540,6440994019,6242708614,6427145190,6226376419,6394088528,6452234317,6347360033,6452898284,6412340004,6463948331,6256698497,6448219104,6312234017,6507237154,6393982187,6357397203,6529623891,6507506186
166,6288093059,6490198534,6485900505,6335570467,6246753445,6484638047,6388281857,6548306795,6396622065,6444450605,6423938147,6396413595,6389979391,6650791427,6469592998,6269784718,6441698817,6241281553,6408009787,6472426591,6365163128,6465582283,6432883033,6485233272,6286145118,6478213050,6341097967,6536259896,6422748137,6385912761,6559049476,6536821007
167,6309375859,6511982580,6507374451,6355236137,6267950158,6506455566,6407881222,6570439436,6416230478,6461814636,6441539532,6413816169,6408632817,6669147471,6487545948,6289038626,6471776552,6269587239,6438390254,6500633076,6394709166,6495232306,6462254423,6513760678,6300450313,6493504786,6356038027,6552055199,6437952747,6401296978,6575215263,6552635940
168,6337658047,6541114866,6536294579,6385215306,6296070433,6534747491,6438096252,6599730946,6447333705,6494563147,6473210601,6445933635,6439890041,6702502331,6519312899,6318071705,6493235377,6289374961,6457672146,6521878156,6413097884,6514871952,6482181692,6535230161,6332968955,6527879497,6389754615,6586839229,6471775064,6435517127,6609674178,6587338141
