op_w,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
375,749808,819352,792706,733496,746575,830577,775475,746918,759561,818469,769033,792351,756116,800158,763625,792472,782955,777781,787808,772940,747994,768809,786088,759124,809403,778156,807181,813456,758857,756440,870968,777237
376,752518,821595,794921,735663,748888,832841,777852,749077,762229,821514,771876,795352,759065,803088,766591,795307,784364,779244,789152,774586,749565,770157,787593,760708,812642,781301,810155,816505,761767,759307,874240,779901
377,754240,824011,797225,737639,750963,835387,779893,751195,764031,823460,773977,797642,760818,805052,768467,797337,786852,781548,791515,776886,752401,772313,789789,763057,814832,783345,812459,818553,763896,761322,876524,782384
378,756275,826176,799481,739564,753144,837614,781977,753241,765537,825054,775338,798823,762362,806699,769908,798850,788987,783707,793626,778959,753869,774611,792103,764950,816332,784876,813926,820147,765193,763053,878345,783855
379,758406,828647,801716,741488,755233,839620,784192,755196,767858,827536,777964,801470,764829,809151,772360,801262,791046,785791,795853,781049,755919,776682,794164,767016,818798,787062,816484,822761,767574,765400,880952,786135
380,760571,830795,803890,743639,757167,842070,786257,757352,769683,829543,779625,803142,766447,810893,773972,803165,793248,787882,797992,783013,758205,778800,796497,769170,820432,788698,818057,824497,769199,766936,882805,787848
381,762455,832987,805854,745451,759195,844121,788274,759184,772075,832237,782151,805552,768754,813517,776379,805539,795384,790021,800176,785289,760200,780824,798520,771152,822943,791088,820469,826998,771617,769263,885318,790247
382,764778,835513,808289,747501,761590,846919,790721,761628,774213,834425,784247,807828,770883,815848,778571,807770,797422,791927,802171,787165,762089,782844,800459,773116,825438,793334,822900,829297,773881,771426,888016,792698
383,766833,837703,810424,749739,763549,849035,792911,763769,776415,836667,786385,809911,773154,818165,780835,810222,799930,794305,804697,789619,764401,785424,802803,775560,827681,795565,825193,831609,775888,773574,890344,794681
384,768379,839480,812126,751373,765162,850876,794655,765397,778283,838852,788429,811945,774899,820001,782638,811919,802048,796571,806756,791791,766428,787574,804971,777692,830274,797984,827601,833753,777811,775784,892689,796950
385,771012,842140,814615,753827,767587,853600,797196,767906,780673,841368,790782,814570,777256,822566,785366,814450,803792,798189,808493,793407,768074,789183,806762,779322,832268,799977,829927,836263,780279,777842,895183,799144
386,772794,844097,816537,755624,769333,855671,799145,769747,782065,842841,792125,815942,778724,824176,786607,815992,806470,800731,811085,795930,770639,791548,809259,781757,833535,801193,831148,837656,781497,779042,896717,800422
387,774816,846523,818644,757612,771605,858144,801523,771972,784543,845471,794630,818380,781101,826805,789216,818572,808368,802694,813002,797912,772416,793590,811308,783772,836172,803980,833838,840356,783961,781606,899563,802973
388,776899,848732,821014,759757,773565,860293,803498,773821,787061,848259,797042,821078,783646,829524,791693,821035,810682,804848,815227,800135,774390,795868,813501,785757,838939,806472,836429,842946,786387,783980,902349,805566
389,778544,850481,822679,761383,775255,862112,805210,775488,788081,849335,798222,822196,784682,830628,792811,822269,812758,807192,817333,802284,776573,797837,815614,788017,840140,807624,837600,844342,787512,785276,903674,806698
390,780213,852437,824621,763146,776931,864109,807082,777296,790136,851614,800367,824379,786706,832811,795056,824295,814528,808885,819128,803933,778298,799611,817299,789755,842265,809823,839810,846471,789634,787249,906018,808800
391,782414,854766,826837,765086,779125,866348,809277,779479,792347,853897,802470,826565,788749,835003,796932,826547,816335,810724,821028,805749,780150,801492,819274,791541,844709,812150,842155,848702,791646,789489,908767,811130
392,784564,856976,828911,767159,781196,868767,811332,781578,794252,855988,804466,828577,790801,837219,798963,828465,818674,812819,823194,808061,782222,803598,821406,793646,846581,813808,843977,850724,793511,791260,910733,812900
393,786406,859158,830794,769033,783209,870772,813221,783719,796164,858094,806411,830601,792862,839185,801083,830497,820803,814970,825386,810140,784294,805715,823679,795880,849255,816329,846566,853430,795996,793617,913502,815392
394,788436,861357,833064,771147,785153,873022,815469,785616,797852,859946,808447,832521,794705,841169,802639,832386,822857,817028,827524,811953,786212,807698,825635,797831,850653,817741,847984,854823,797451,795307,915264,816756
395,790414,863534,835020,772878,787037,875125,817253,787341,799742,862143,810462,834552,796570,843126,804816,834553,824985,819065,829642,814193,788322,809736,827802,799831,853372,820444,850632,857372,799945,797779,918163,819241
396,792332,865585,837094,774840,788837,877335,819437,789405,801943,864307,812500,836799,798632,845474,806984,836527,826883,821140,831635,816051,790222,811631,829653,801696,855101,822043,852479,859363,801559,799425,920068,821087
397,794574,868054,839467,777084,791158,879438,821595,791446,804372,866877,814852,839316,800760,847753,809352,838973,829060,823150,833576,818077,792125,813727,831744,803769,857788,824577,855086,862114,803788,801665,922942,823636
398,796792,870388,841784,779131,793241,882079,823902,793872,806173,869083,816935,841616,803060,849908,811258,841005,831399,825232,836000,820249,794102,816056,834027,805585,860203,827047,857784,864688,806244,804453,925484,825947
399,799243,873050,844194,781297,795486,884685,826241,796152,808456,871579,819372,843845,805226,852346,813638,843473,833586,827609,838296,822567,796611,818498,836422,808098,862195,828838,859462,866501,808142,806049,927694,827936
400,800739,874646,845951,782941,797144,886377,827903,797829,810181,873272,821107,845465,806858,854017,815375,845088,836168,830275,840710,824980,798960,820984,838776,810503,864895,831077,862044,869014,810219,808253,930513,830350
401,803063,877037,848454,785179,799318,888912,830157,799992,812197,875486,823076,847624,808850,856256,817324,847245,837811,831804,842278,826622,800552,822419,840698,811971,866210,832662,863467,870484,811897,809773,931970,831701
402,804932,879137,850265,786833,801053,890818,832134,801917,814035,877487,824978,849707,810783,858247,819385,849208,840101,834158,844678,828866,802644,824767,843072,814140,868500,835261,865868,872857,814114,812330,934393,834429
403,807613,882070,852677,789041,803081,893976,834383,804539,817175,880317,827685,852584,813588,861322,822183,852076,841940,836215,846515,830753,804379,826572,844835,816114,870787,837122,868110,875084,816173,814206,937023,836343
404,809127,883635,854669,791001,805196,895689,836582,806247,818404,882577,829474,854190,815287,862985,823854,853740,844514,838845,848871,833397,806705,828954,847438,818649,873432,839610,870570,877560,818602,816650,939678,838744
405,811572,886100,857133,793305,807452,898171,838894,808383,821069,884839,831973,856667,817609,865669,826227,856156,846426,840662,850987,835188,808625,830902,849384,820417,876360,842366,873384,880243,821124,819165,942466,841071
406,813943,888791,859916,795647,809823,900951,841401,810966,823145,887487,834343,859103,819875,868000,828503,858590,849147,843452,853473,837598,810842,833171,852072,823008,878119,844023,875337,882491,823093,820957,944699,843280
407,815591,890576,861542,797283,811565,902758,843108,812422,824978,889398,836090,861119,821589,869770,830239,860514,851348,845627,856235,840206,813399,835683,854438,825200,879915,845784,877214,884373,824790,822700,946782,845084
408,817859,893220,863890,799410,813973,905183,845568,814635,827262,891894,838414,863306,823990,872184,832639,862950,853005,847389,857827,841838,814979,837416,856227,826820,882326,848183,879705,886925,827064,825035,949357,847236
409,820269,895289,866123,801520,816219,907618,847663,816721,829804,894593,841546,865827,826400,875545,835049,865362,855341,849619,860433,844253,817271,839478,858467,828938,885047,850774,882340,889852,829725,827621,952612,849794
410,822212,897872,868599,803773,818200,910082,850035,818865,831575,896915,842958,867835,828200,876947,837005,867416,857684,851882,862491,846385,819312,841963,860760,831215,887210,852941,884643,891865,831527,829345,954736,851935
411,823965,899711,870406,805466,819904,912015,851846,820567,834573,899603,845230,870124,831145,879099,839446,869845,860037,854360,864839,848582,821523,844134,863107,833318,889400,855156,886826,894475,834154,831772,957139,854358
412,826061,902068,872647,807517,822085,914439,853966,822743,835826,901357,847161,872294,832368,881329,841080,871737,861896,856139,866596,850286,823208,845966,864986,835082,891071,856618,888502,895887,835479,833244,958990,855963
413,828129,904316,874963,809618,824052,916515,855844,824646,837929,903511,849367,874420,834446,883537,843216,874025,864136,858387,868752,852496,825407,848185,867233,837248,893417,858789,890766,898153,837613,835305,961459,858058
414,830745,907063,877589,811750,826873,919278,858415,827280,840177,906138,851598,876832,836885,886050,845580,876333,866211,860642,870804,854528,827296,850171,869263,839325,895887,861080,893173,900554,839880,837472,964031,860540
415,833059,909277,879827,813804,829066,921483,860641,829582,842241,908336,853708,878982,838844,888241,847611,878579,869343,863458,873595,857074,830008,852820,871927,842084,898106,863322,895486,902838,841976,839593,966579,862710
416,834383,911150,881413,815512,830454,923554,862506,830976,843947,910192,855322,880654,840461,890087,849200,880273,871290,865756,875927,859412,832263,855053,874010,844030,899818,864900,897197,904487,843671,841202,968380,864380
417,836208,913057,883386,817216,832253,925460,864311,832732,846113,912644,857570,882742,842573,892561,851476,882658,872913,867410,877579,861139,833971,856800,875902,845575,902133,867072,899521,906931,845960,843481,971012,866552
418,837966,914880,885196,818928,834022,927293,866105,834598,848005,914676,859382,884958,844469,894366,853476,884655,874908,869499,879485,862983,835901,858834,878001,847485,904158,869003,901523,908831,848022,845360,973174,868595
419,840514,917741,887937,821614,836540,930227,868722,837109,850365,917217,862056,887541,847025,896869,855896,887076,876595,871292,881236,864717,837641,860633,879600,849164,906576,871388,903977,911333,850262,847639,975687,870818
420,842846,920372,890242,823596,838507,933147,870857,839400,852296,919825,864385,889600,848896,899153,857859,889559,879333,873604,883891,867276,840166,863185,882201,851585,908897,873638,906399,913852,852589,849889,978164,873221
421,844844,922485,892796,825681,840769,934998,873198,841386,854818,922164,866574,892229,851649,901661,860447,891777,881780,876437,886531,869733,842696,865795,884875,853880,911273,875811,908486,915966,854660,851858,980668,875329
422,846319,923786,893973,827103,842164,936397,874549,842792,855765,923127,867605,893562,852560,902848,861656,892722,884376,878412,888752,872032,844712,867962,887128,856147,912885,877226,910001,917424,856187,853286,982241,876764
423,847792,925606,895658,828736,843936,938238,876249,844397,857855,925181,869562,895187,854567,904831,863348,894680,885343,879692,889928,873219,845922,869381,888306,857440,914846,879136,912141,919410,857911,855116,984625,878733
424,850120,927957,898293,831105,846089,940813,878643,846749,859965,927652,871751,897541,856674,907137,865638,897116,887407,881860,892078,875507,847886,871374,890556,859673,917211,881380,914445,921980,860413,857483,987020,881228
425,852386,930345,900664,833704,848389,943656,881002,848762,862367,929944,874072,899779,858862,909505,867909,899423,889415,883678,894001,877254,849965,873392,892557,861446,919519,883719,916569,924121,862454,859610,989539,883328
426,854387,932709,902764,835303,850371,945681,882842,850942,864308,932341,876299,902022,861053,911767,870005,901683,891943,886181,896790,879924,852214,875807,895049,863903,921599,885689,918761,926191,864416,861627,991828,885471
427,856335,934862,904715,837253,852310,947851,884897,852820,866502,934826,878591,904264,863137,914153,872282,903993,894480,888642,899158,882429,854449,878358,897467,866176,924259,888289,921239,928558,866616,863841,994391,887691
428,858844,937442,907135,839430,854493,950339,887264,855123,868762,937081,880728,906492,865447,916439,874472,906295,896430,890777,901130,884189,856463,880286,899459,868315,926283,890258,923355,931226,868848,865990,997075,889909
429,860107,938835,908630,840898,855989,952067,888831,856692,870952,938888,882397,908271,867062,918205,876419,908284,898770,893189,903597,886640,858761,882773,901884,870597,928400,892304,925326,933228,870829,868037,999061,892010
430,862827,941804,911477,843614,858680,955050,891660,859330,872784,941377,884766,910660,869382,920505,878485,910326,900742,894708,905136,888156,860735,884272,903527,872230,930283,894415,927459,935324,872808,870089,1001455,893911
431,864642,943818,913482,845620,860465,957135,893449,861277,874928,943672,886937,912804,871637,922807,880729,912608,902817,897036,907610,890500,862546,886613,906097,874605,932514,896484,929821,937596,874901,872128,1003939,896014
432,866280,945575,915255,847071,862174,958931,895221,862744,876884,945690,888715,914812,873512,924711,882492,914638,905228,899343,910090,892834,864699,888901,908376,876927,934513,898359,931851,939638,876781,874196,1006108,897865
433,868171,947566,917187,848909,864041,961072,897242,864626,878896,948010,891244,917346,875605,926810,885088,916710,907221,901314,912044,894875,866716,890756,910410,878856,936685,900627,934278,941790,878922,876151,1008636,900080
434,870220,949786,919264,850815,865864,963222,899209,866501,880509,949629,892457,918546,877021,928529,886271,918406,909181,903176,914054,896690,868466,892547,912418,880577,938486,902282,935795,943388,880658,877778,1010362,901739
435,872429,952272,921438,852884,868077,965716,901508,868587,883001,952281,894946,921377,879631,931118,888813,921422,910807,904911,915814,898643,870205,894487,914150,882425,941489,904905,938454,946104,883448,880191,1013595,904316
436,874913,954966,924080,855527,870623,968522,904055,871231,885199,954848,897268,923429,881786,933449,890892,923311,913573,907501,918313,901277,872623,896919,916849,884733,943423,906837,940691,948368,885250,882273,1015735,906390
437,876568,956707,926158,857151,872222,970225,905876,872804,887673,957213,899540,925978,883977,935847,893135,925635,915080,909078,920150,902823,874347,898716,918568,886644,945863,909268,943241,950910,887642,884590,1018432,908797
438,878832,959298,928223,859403,874517,972766,908006,875172,889362,959184,901381,927635,885753,937767,895039,927649,917756,911785,922697,905261,876809,901148,921084,889247,947906,911129,945121,952754,889539,886492,1020344,910600
439,880567,961020,929905,861015,876236,974600,909723,876752,891129,961210,903375,929730,887826,939955,896866,929578,919512,913411,924454,907136,878496,902873,923027,890905,949901,913014,947199,954829,891347,888370,1022717,912707
440,882518,963346,932151,863107,878206,976930,911967,878845,893504,963769,906213,932238,890176,942363,899565,932293,921800,915603,926760,909369,880603,905019,925215,893025,952553,916042,949856,957667,893733,890702,1025603,915066
441,885256,966126,934845,865822,881107,979913,914575,881631,895968,966416,908291,934980,892919,944940,902186,935014,923702,917746,928703,911030,882544,906597,927046,894681,955205,918266,953053,960704,896756,893644,1028135,917618
442,887765,969143,937743,868273,883501,982674,917241,884251,898199,968889,910703,937180,894811,947586,904039,937051,926274,920145,931343,913801,884978,909265,929772,897308,957661,920596,954936,962596,898660,895532,1030735,920151
443,889633,971002,939570,869945,885202,984593,919011,885965,899816,970588,912357,938874,896453,949314,905696,938749,928917,922646,934003,916418,887310,911845,932207,899651,959131,921997,956455,964147,900126,897049,1032605,921794
444,891219,972917,941307,871369,886846,986567,920522,887681,901826,972787,914276,940817,898357,951372,907752,940798,930658,924477,935864,918157,889212,913637,934220,901506,961243,924169,958699,966414,902089,899126,1034868,923755
445,893014,974846,943615,873324,888597,988607,922420,889393,903606,974806,916170,942757,900467,953461,909691,942637,932522,926278,937578,920108,890906,915570,935887,903343,963347,926120,961073,968511,904135,901034,1037315,925748
446,895216,977173,945666,875349,890633,990963,924716,891694,905793,977163,918386,945008,902287,955542,911780,944939,934637,928349,939743,921969,892833,917580,937915,905170,965595,928528,962960,970641,906365,903555,1039422,928202
447,897338,979564,947876,877358,892732,993303,926855,893785,908556,979884,920980,947565,904946,958146,914359,947964,936655,930287,941659,923998,894687,919500,939891,907099,968784,931286,965850,973552,908686,905827,1042377,930789
448,899953,982405,950566,879905,895286,996221,929491,896417,910824,982294,923174,950262,907157,960860,916727,949978,939096,933161,943953,926349,897039,921741,942567,909588,970698,933468,968041,975846,911021,907833,1044996,932730
449,901618,984184,952505,881470,897016,998148,931225,898055,912412,984306,924985,951829,908671,962439,918502,951757,941787,935435,946583,929197,899507,924241,944958,911889,972707,935430,969668,977638,912472,909451,1046604,934590
450,903543,986443,954743,883449,899189,1000410,933402,900107,914266,985987,926686,953563,910509,964485,920168,953649,943416,937065,948240,930725,901144,925961,946437,913592,974626,936735,971853,979657,914303,911423,1048902,936500
451,905203,988094,956250,885001,900754,1002071,934928,901561,916629,988966,929057,956640,912825,967078,922539,956507,945365,938904,950198,932682,903051,928003,948540,915455,977328,939416,974631,982221,916943,914025,1052230,939045
452,907914,991216,959131,887755,903456,1005071,937620,904272,918944,990822,931330,958347,915118,969306,924790,958402,947355,940996,952278,934622,904979,929962,950534,917259,980150,942048,977082,984866,919581,916345,1054528,941416
453,910073,993587,961460,889743,905486,1007324,939841,906561,920899,993487,934000,961209,917215,971966,927178,961043,949924,943437,954694,937140,907373,932403,952942,919710,982187,943979,979286,986944,921439,918495,1057090,943733
454,912338,995936,963763,891953,907479,1009892,942072,908438,922977,995563,935902,963091,919290,973869,929110,963043,951996,945487,956786,939195,909473,934614,955105,921852,984500,946051,981541,989183,923619,920618,1059517,945989
455,914136,997999,965522,893655,909388,1011763,943931,910463,924715,997392,937767,964950,921233,975729,930970,964975,954637,947996,959502,941743,912015,937011,957479,924325,986435,947940,983514,991150,925405,922482,1061590,947895
456,915898,999969,967412,895306,911131,1013699,945800,912260,926943,999697,939751,967174,923377,977798,933013,967100,956438,949971,961190,943547,913651,938972,959526,926120,989093,950394,986003,993690,927789,924867,1064222,950249
457,918267,1002594,969845,897655,913549,1016054,948169,914491,929064,1002281,942310,969324,925485,980386,935514,969447,958251,951807,963018,945202,915289,940797,961358,927807,991592,952856,988698,996375,930262,927457,1067049,952641
458,920732,1005228,972376,899969,915983,1018896,950753,917112,931630,1005034,944910,972276,928193,983113,938116,972206,960630,954287,965714,947652,917700,943062,963952,930289,993853,955062,990996,998613,932424,929643,1069580,954912
459,922798,1007499,974534,902022,918024,1021168,952958,919152,933280,1007024,946749,973868,929858,985097,939782,973968,962982,956467,967848,949961,919910,945435,966050,932380,995400,956546,992465,1000105,933768,931068,1071199,956398
460,924314,1009244,976249,903510,919544,1022894,954578,920727,934945,1008643,948448,975698,931400,986841,941423,975872,965099,958787,970017,952139,922100,947725,968129,934456,997173,958224,994239,1002003,935361,932743,1073144,958096
461,925986,1011047,977865,905171,921197,1024759,956283,922373,936563,1010275,949858,977107,932778,988318,942911,977321,966974,960382,971896,953923,923712,949287,970051,936253,999147,960429,996619,1004197,937255,934917,1075967,960010
462,928384,1013651,980296,907878,923504,1026941,958788,925032,939197,1012865,952291,979744,935367,990902,945321,980074,968350,961867,973517,955555,925170,950888,971623,937872,1002094,963176,999282,1007164,939845,937554,1078463,962637
463,930743,1016358,982816,909822,925887,1029815,961243,927022,941634,1016173,955168,982295,938010,993506,947988,982975,970826,964484,976204,957963,927589,953292,974132,940318,1005039,965607,1001972,1009903,942553,939999,1081570,965484
464,933333,1019233,985988,912809,928783,1032848,964567,929715,944277,1018675,957728,985008,940526,996453,950638,985386,973284,966995,978476,960245,929818,955702,976664,942749,1007000,967880,1004520,1012024,944689,942332,1083748,967575
465,935534,1021648,987815,914546,930743,1035178,966342,931953,945915,1020314,959246,986603,942027,998060,952220,986935,976375,969573,981322,962899,932583,958447,979650,945391,1009063,969673,1006298,1013859,946423,944122,1085894,969551
466,937513,1023540,989601,916374,932521,1037164,968130,933779,947947,1022442,961296,988797,943979,1000193,954233,989048,978257,971624,983357,965142,934729,960603,981555,947483,1011092,971732,1008352,1016110,948719,946034,1088166,971643
467,939139,1025551,991588,918159,934449,1039136,970186,935570,949844,1024611,963120,990917,945856,1002245,956279,991176,980180,973457,985237,966949,936396,962327,983355,949222,1013088,973710,1010211,1018419,950478,947849,1090414,973534
468,941679,1028356,994269,920479,936459,1041797,972337,938002,952099,1026953,965292,993145,947995,1004717,958485,993387,981952,975248,987216,968647,938247,964332,985370,951213,1015859,976360,1013030,1021100,953031,950370,1093206,976252
469,943916,1031003,996565,922693,939163,1044316,974985,940223,954784,1029497,967889,995712,950523,1007217,960845,995969,984241,977340,989971,970860,940944,966380,987584,953886,1018249,978728,1015652,1023295,955513,952763,1096192,978456
470,946284,1033325,999012,925071,941582,1046890,977600,942583,956632,1031781,969972,997748,952494,1009514,963003,998121,986938,980062,992299,973531,942893,969290,990311,956024,1019830,980432,1017200,1025131,956948,954380,1098001,980271
471,947742,1035064,1000550,926554,942848,1048439,978977,943985,958015,1033404,971726,999310,954094,1011095,964654,999657,989482,982451,994744,975982,945325,971563,992846,958295,1022381,982467,1019237,1027286,959296,956392,1100112,982268
472,949957,1037264,1003135,928871,945216,1050880,981165,946307,960538,1036045,974140,1001867,956510,1013682,966983,1002186,990797,983787,996165,977266,946519,972832,994262,959589,1024132,984454,1021362,1029510,960856,958289,1102506,984400
473,951892,1039461,1004671,930592,946963,1052872,983111,947973,962661,1038324,976396,1003968,958626,1015759,969166,1004407,993047,985979,998325,979556,948873,975023,996576,961834,1026408,986662,1023620,1031708,962837,960397,1104961,986416
474,954230,1042060,1007322,932790,949233,1055520,985476,950159,964482,1040237,978356,1005981,960560,1017788,970948,1006255,995238,988196,1000482,981531,950727,976952,998723,963773,1029025,989409,1026407,1034585,965762,963242,1107830,989236
475,956476,1044465,1009709,934943,951622,1057816,987966,952595,966144,1042085,979910,1007767,962304,1019672,972721,1008012,997417,990530,1002914,983856,953341,979470,1001138,966318,1029515,989864,1026988,1035056,966085,963442,1108468,989572
476,956556,1044585,1009737,935042,951682,1057903,988078,952672,966144,1042085,979910,1007767,962304,1019672,972721,1008012,999843,992785,1005331,986309,955528,981619,1003443,968448,1029515,989864,1026988,1035056,966085,963442,1108468,989572
477,956556,1044585,1009737,935042,951682,1057903,988078,952672,966144,1042085,979910,1007767,962304,1019672,972721,1008012,999873,992858,1005390,986364,955553,981687,1003528,968521,1029515,989864,1026988,1035056,966085,963442,1108468,989572
478,956556,1044585,1009737,935042,951682,1057903,988078,952672,966144,1042085,979910,1007767,962304,1019672,972721,1008012,999873,992858,1005390,986364,955553,981687,1003528,968521,1029515,989864,1026988,1035056,966085,963442,1108468,989572
479,956556,1044585,1009737,935042,951682,1057903,988078,952672,Null,Null,Null,Null,Null,Null,Null,Null,999873,992858,1005390,986364,955553,981687,1003528,968521,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,999873,992858,1005390,986364,955553,981687,1003528,968521,Null,Null,Null,Null,Null,Null,Null,Null
